match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_challengeLost,stat_unsuccessfulTouch,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,captain,stat_penaltyMiss,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_penaltyConceded,stat_totalOffside
12499304,home,Venezia,Jesse Joronen,jesse-joronen,J. Joronen,G,66,197.0,329,M,97978,EUR,732672000,G,1,1,False,35.0,23.0,20.0,8.0,0.0,18.0,20.0,5.0,15.0,14.0,90.0,43.0,6.8,12.0,0.0029427,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499304,home,Venezia,Antonio Candela,candela-antonio,A. Candela,D,26,182.0,271,M,862464,EUR,956793600,D,27,27,False,39.0,31.0,2.0,1.0,1.0,17.0,22.0,14.0,17.0,2.0,90.0,54.0,7.4,10.0,0.0119046,0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499304,home,Venezia,Michael Svoboda,michael-svoboda,M. Svoboda,D,30,195.0,196,M,888340,EUR,908409600,D,30,30,False,52.0,46.0,8.0,4.0,0.0,36.0,38.0,10.0,14.0,4.0,90.0,62.0,7.8,6.0,0.293575,0,1.0,1.0,3.0,4.0,,,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499304,home,Venezia,Jay Idzes,jay-idzes,J. Idzes,D,21,190.0,19111,M,933641,EUR,959904000,D,4,4,False,37.0,33.0,3.0,1.0,0.0,20.0,21.0,13.0,16.0,4.0,90.0,43.0,6.8,4.0,0.00798109,0,2.0,,3.0,,,,,1.0,,,,,1.0,,,1.0,,,jayidzes,,,,,,,,,,,,,,,,,,,,,,
12499304,home,Venezia,Francesco Zampano,francesco-zampano,F. Zampano,M,7,177.0,142,M,235656,EUR,749347200,M,7,7,False,25.0,21.0,3.0,2.0,0.0,10.0,11.0,11.0,16.0,5.0,90.0,46.0,6.8,12.0,0.0241597,0,,3.0,5.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499304,home,Venezia,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182.0,433,M,933203,EUR,1015804800,M,77,77,False,20.0,13.0,3.0,,0.0,2.0,3.0,11.0,17.0,,79.0,37.0,7.0,14.0,0.45346,2,,,3.0,2.0,2.0,3.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,4.0,2.0,0.0783,,,,,,,,,,,,,,,,,
12499304,home,Venezia,Magnus Kofod Andersen,andersen-magnus-kofod,M. K. Andersen,M,8,170.0,225,M,872272,EUR,926294400,M,38,38,False,46.0,39.0,6.0,3.0,0.0,15.0,17.0,25.0,33.0,7.0,90.0,56.0,6.8,12.0,0.0418809,2,2.0,2.0,3.0,3.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,4.0,,1.0,,0.0571,1.0,2.0,,,,,,,,,,,,,,,
12499304,home,Venezia,Gianluca Busio,gianluca-busio,G. Busio,M,6,170.0,907,M,896180,EUR,1022544000,M,6,6,False,38.0,30.0,5.0,3.0,0.0,13.0,14.0,17.0,24.0,7.0,89.0,53.0,7.8,9.0,0.0939566,2,2.0,,3.0,4.0,1.0,,,1.0,2.0,,2.0,,,,2.0,,,,,,,,1.0,0.1747,,,1.0,1.0,1.0,1.0,0.2691,,,,,,,,,,
12499304,home,Venezia,Ridgeciano Haps,ridgeciano-haps,R. Haps,D,5,175.0,339,M,250501,EUR,739843200,M,5,5,False,19.0,12.0,1.0,,0.0,6.0,9.0,6.0,11.0,2.0,79.0,34.0,6.7,10.0,0.0027638,2,1.0,,2.0,3.0,,,,1.0,2.0,2.0,,,,,1.0,,,,,1.0,1.0,2.0,1.0,0.051,,1.0,,,,,,,,,,,,,,,
12499304,home,Venezia,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174.0,968,M,965009,EUR,1033171200,F,11,11,False,9.0,8.0,1.0,1.0,0.0,1.0,1.0,8.0,10.0,1.0,68.0,28.0,6.6,9.0,0.0587042,1,1.0,1.0,7.0,5.0,3.0,4.0,2.0,,,,2.0,,,,2.0,2.0,,,,2.0,,1.0,,0.1034,1.0,,1.0,1.0,,,0.1818,,,,,,,,,,
12499304,home,Venezia,Joel Pohjanpalo,joel-pohjanpalo,J. Pohjanpalo,F,20,184.0,2714,M,137155,EUR,779414400,F,20,20,False,28.0,20.0,1.0,1.0,0.0,8.0,8.0,12.0,20.0,1.0,89.0,39.0,7.1,10.0,0.115408,2,3.0,6.0,6.0,8.0,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,1.1544,,,1.0,2.0,1.0,,1.5561,True,1.0,,,,,,,,
