match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,length,confirmed,injury
11396218,FT,1.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
11396218,,1.0,1.0,,90,7.0,,1,,,goal,181376303.0,False,regular,927407.0,Josip Stanišić,,,,,,
11396218,,,,,90,1.0,,1,,,card,121282397.0,False,yellow,117777.0,Granit Xhaka,Granit Xhaka,Argument,False,,,
11396218,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,8.0,,
11396218,,,,,89,,,2,,,varDecision,25136.0,False,mistakenIdentity,978521.0,Victor Okoh Boniface,,,,,False,
11396218,,,,,88,,,3,,,card,121282386.0,False,yellow,970361.0,Jeremie Frimpong,Jeremie Frimpong,Argument,False,,,
11396218,,,,,88,,,3,,,card,121282391.0,True,yellow,940871.0,Nico Schlotterbeck,Nico Schlotterbeck,Argument,False,,,
11396218,,,,,84,,,7,,,substitution,122617490.0,False,regular,,,,,,,,False
11396218,,,,,83,,,8,,,substitution,122617489.0,False,regular,,,,,,,,False
11396218,,,,,83,,,8,,,substitution,122617488.0,True,regular,,,,,,,,False
11396218,,,,,83,,,8,,,substitution,122617487.0,True,regular,,,,,,,,False
11396218,,1.0,0.0,,81,,,10,,,goal,181375107.0,True,regular,132645.0,Niclas Füllkrug,,,,,,
11396218,,,,,70,,,21,,,substitution,122617385.0,True,regular,,,,,,,,False
11396218,,,,,70,,,21,,,substitution,122617387.0,False,injury,,,,,,,,True
11396218,,,,,70,,,21,,,substitution,122617386.0,True,regular,,,,,,,,False
11396218,,,,,46,,,45,,,substitution,122617087.0,True,regular,,,,,,,,False
11396218,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
11396218,,,,,45,3.0,,1,,,card,121281963.0,True,yellow,132645.0,Niclas Füllkrug,Niclas Füllkrug,Foul,False,,,
11396218,,,,,45,2.0,,1,,,card,121281962.0,True,yellow,138156.0,Emre Can,Emre Can,Foul,False,,,
11396218,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,2.0,,
11396218,,,,,37,,,9,,,card,121281888.0,True,yellow,976263.0,Ian Maatsen,Ian Maatsen,Foul,False,,,
11396218,,,,,28,,,18,,,card,121281829.0,False,yellow,920379.0,Nathan Tella,Nathan Tella,Foul,False,,,
