match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_ownGoals,stat_challengeLost,stat_bigChanceMissed,stat_totalContest,stat_wonContest,stat_goals,stat_penaltyMiss,player_sofascoreId,stat_dispossessed,stat_blockedScoringAttempt,stat_penaltyWon,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_errorLeadToAShot
14064411,home,Stade Brestois,Grégoire Coudert,,,gregoire-coudert,G. Coudert,G,30,190,94,M,891508,EUR,923097600,G,30,30,False,27.0,16.0,12.0,2.0,0.0,14.0,15.0,2.0,12.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,90.0,36.0,6.5,11.0,0.0005947,0.3859,0,-1.4804,0.01,0.03,-0.17,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064411,home,Stade Brestois,Kenny Lala,,,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,77,77,False,49.0,39.0,9.0,4.0,0.0,24.0,26.0,15.0,23.0,,1.0,1.0,,,,,90.0,67.0,6.6,12.0,0.117904,,0,,0.28,0.03,-0.29,,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064411,home,Stade Brestois,Brendan Chardonnet,,,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,83.0,71.0,12.0,5.0,1.0,48.0,50.0,23.0,33.0,4.0,5.0,2.0,,,,,90.0,91.0,7.0,13.0,0.16578,,1,,0.27,0.19,-0.29,,,,3.0,,,,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0532,0.0274,-0.04,,,,,,,,,,,,,,,,,
14064411,home,Stade Brestois,Soumaila Coulibaly,,,soumaila-coulibaly,S. Coulibaly,D,44,190,1100,M,1001858,EUR,1066089600,D,44,44,False,94.0,90.0,2.0,2.0,0.0,67.0,68.0,23.0,26.0,6.0,6.0,7.0,,,,,90.0,99.0,6.1,4.0,0.0334655,,1,,0.26,0.2,-0.91,,,,2.0,,,,2.0,,,1.0,,,,,,1.0,0.0216,,-0.17,1.0,1.0,,,,,,,,,,,,,,,
14064411,home,Stade Brestois,Daouda Guindo,,,daouda-guindo,D. Guindo,D,27,183,703,M,1135887,EUR,1034553600,D,27,27,False,33.0,25.0,1.0,,0.0,12.0,13.0,13.0,20.0,2.0,5.0,2.0,,,,,90.0,49.0,6.4,8.0,0.134091,,1,,0.27,0.18,-0.42,,1.0,1.0,,2.0,3.0,3.0,2.0,,,4.0,1.0,,,,,2.0,0.0164,,-0.2,1.0,,2.0,,,,,,,,,,,,,,
14064411,home,Stade Brestois,Joris Chotard,,,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,45.0,40.0,7.0,5.0,0.0,22.0,23.0,18.0,22.0,1.0,3.0,3.0,,,,,90.0,55.0,7.1,6.0,0.105094,,3,,0.34,0.26,-0.09,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.3613,,-0.55,3.0,,,1.0,,,,,,,,,,,,,
14064411,home,Stade Brestois,Hugo Magnetti,,,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,False,49.0,43.0,1.0,1.0,0.0,25.0,26.0,18.0,23.0,,2.0,8.0,,,,,78.0,61.0,6.9,8.0,0.0114784,,1,,0.13,0.15,-0.08,,2.0,,1.0,3.0,2.0,2.0,1.0,,,1.0,,1.0,,,,,0.0129,0.0517,0.12,,,1.0,,,,,,,,,,,,,,
14064411,home,Stade Brestois,Romain Del Castillo,,,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,M,10,10,False,39.0,30.0,2.0,1.0,0.0,7.0,9.0,23.0,30.0,3.0,8.0,4.0,,,,,90.0,71.0,6.8,22.0,0.259628,,3,,0.34,0.24,-0.29,,14.0,5.0,,1.0,2.0,1.0,2.0,,1.0,5.0,,2.0,,3.0,1.0,,1.602,1.6501,-0.52,1.0,,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,
14064411,home,Stade Brestois,Kamory Doumbia,Kamory Doumbia,,kamory-doumbia,K. Doumbia,M,23,170,5674,M,1156353,EUR,1045526400,M,23,23,False,37.0,34.0,2.0,2.0,0.0,12.0,12.0,22.0,25.0,,2.0,1.0,,,,,67.0,54.0,7.4,9.0,0.170843,,4,,0.04,0.19,-0.05,,1.0,,,,2.0,1.0,1.0,,1.0,4.0,1.0,2.0,,3.0,,1.0,0.3304,0.5343,0.49,,,,,,,1.0,,kamory_doumbia03,2.0,2.0,,,,,,
14064411,home,Stade Brestois,Pathé Mboup,Pathé Mboup,,pathe-mboup,P. Mboup,M,99,175,1976,M,1410231,EUR,1066521600,M,99,99,False,22.0,19.0,,,0.0,3.0,3.0,16.0,19.0,1.0,8.0,5.0,,,,,78.0,48.0,8.2,12.0,0.106832,,3,,0.35,0.44,-0.01,,,,2.0,,4.0,4.0,2.0,,,5.0,,1.0,,6.0,1.0,3.0,0.3435,0.1493,0.44,2.0,,1.0,,3.0,2.0,1.0,,,2.0,,,,,,,
