match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_wasFouled,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_fouls,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,player_firstName,player_lastName,stat_totalOffside,stat_punches,stat_outfielderBlock
11406843,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,17.0,5.0,16.0,4.0,1.0,3.0,4.0,14.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,90.0,23.0,7.0,12.0,0.00052439,0,0.0661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406843,home,Cagliari,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175,1922,M,589620,EUR,820108800,D,8,8,False,24.0,12.0,9.0,2.0,5.0,8.0,9.0,22.0,,9.0,,,,,,90.0,57.0,7.3,23.0,0.0857074,0,,6.0,2.0,3.0,9.0,3.0,1.0,1.0,2.0,8.0,7.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
11406843,home,Cagliari,Yerry Mina,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,29.0,14.0,11.0,4.0,7.0,12.0,7.0,17.0,5.0,4.0,,,,,,90.0,41.0,6.6,15.0,0.0130714,0,,,,3.0,5.0,1.0,,,,1.0,1.0,,,yerrymina,2.0,2.0,2.0,,,,,,,,,,,,,,,,
11406843,home,Cagliari,Alberto Dossena,dossena-alberto,A. Dossena,D,4,195,511,M,870211,EUR,908236800,D,4,4,False,18.0,10.0,7.0,1.0,8.0,10.0,2.0,8.0,4.0,3.0,,,,,,90.0,32.0,7.0,9.0,0.275719,1,,,,6.0,5.0,2.0,,,,2.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.071,,,,,,,,,,
11406843,home,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,D,27,27,False,30.0,17.0,11.0,5.0,8.0,14.0,12.0,22.0,2.0,10.0,,,,,,76.0,57.0,6.8,19.0,0.0305791,0,,6.0,3.0,1.0,2.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,
11406843,home,Cagliari,Jakub Jankto,jakub-jankto,J. Jankto,M,,180,320,M,569556,EUR,822009600,M,21,21,False,12.0,8.0,2.0,1.0,3.0,4.0,6.0,10.0,1.0,4.0,,,,,,61.0,19.0,6.8,5.0,0.0486388,1,,2.0,1.0,2.0,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,0.0235,,,,,,,,,,
11406843,home,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,19.0,15.0,4.0,3.0,3.0,4.0,13.0,16.0,1.0,4.0,,,,,,90.0,30.0,7.1,5.0,0.0470707,0,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11406843,home,Cagliari,Alessandro Deiola,alessandro-deiola,A. Deiola,M,14,189,280,M,328109,EUR,807235200,M,14,14,False,16.0,6.0,1.0,,2.0,4.0,4.0,14.0,2.0,1.0,,,,,,90.0,34.0,6.3,15.0,0.00206509,2,,2.0,,10.0,3.0,1.0,,,,,,,,,5.0,2.0,1.0,,2.0,,,2.0,0.0694,True,1.0,1.0,,,,,,,
11406843,home,Cagliari,Zito Luvumbo,zito-luvumbo,Z. Luvumbo,F,15,171,5304,M,1000150,EUR,1015632000,M,77,77,False,6.0,4.0,,,2.0,2.0,4.0,8.0,,3.0,,,,,,90.0,26.0,7.4,10.0,0.19192,2,,4.0,2.0,4.0,5.0,1.0,,,1.0,2.0,1.0,4.0,2.0,LuvumboZito,1.0,,3.0,,,,1.0,2.0,0.3706,,1.0,,1.0,1.0,,,,,
11406843,home,Cagliari,Gianluca Gaetano,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,902019,EUR,957484800,F,70,70,False,15.0,11.0,,,2.0,2.0,9.0,13.0,,3.0,,,,,,61.0,21.0,6.7,7.0,0.0162641,0,,,,4.0,3.0,,1.0,1.0,1.0,,,1.0,,,2.0,2.0,,,1.0,,,1.0,,,,,,,,,,,
11406843,home,Cagliari,Gianluca Lapadula,gianluca-lapadula,G. Lapadula,F,10,178,4596,M,147368,EUR,634348800,F,9,9,False,7.0,5.0,,,,2.0,5.0,6.0,,1.0,,,,,,61.0,16.0,6.7,5.0,0.123646,2,,1.0,,5.0,2.0,,,,,,,1.0,,gianlucalapadula,3.0,,2.0,,1.0,,1.0,1.0,0.2114,,1.0,,,,,,4.0,,
11406843,home,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,True,9.0,4.0,3.0,,2.0,4.0,2.0,7.0,,,,,,,,29.0,20.0,6.5,9.0,0.00527716,0,,2.0,,1.0,2.0,,,,,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,
11406843,home,Cagliari,Nicolas Viola,nicolas-viola,N. Viola,F,10,180,280,M,21608,EUR,624153600,M,10,10,True,10.0,8.0,,,3.0,3.0,6.0,9.0,,2.0,,,,,,29.0,18.0,6.7,4.0,0.0225441,0,,2.0,1.0,1.0,3.0,,,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
11406843,home,Cagliari,Leonardo Pavoletti,leonardo-pavoletti,L. Pavoletti,F,30,188,554,M,132704,EUR,596505600,F,30,30,True,3.0,1.0,,,,,1.0,3.0,,,,,,,,15.0,3.0,6.5,2.0,0.00195959,0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11406843,home,Cagliari,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174,968,M,965009,EUR,1033171200,M,19,19,True,4.0,1.0,,,1.0,1.0,1.0,4.0,,3.0,,,,,,14.0,15.0,6.2,8.0,0.0129642,0,,1.0,1.0,7.0,2.0,,3.0,1.0,,,,1.0,,,3.0,1.0,,,2.0,,,,,,,,,,,,,,
11406843,home,Cagliari,Andrea Petagna,andrea-petagna,A. Petagna,F,37,190,474,M,295973,EUR,804470400,F,32,32,True,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,14.0,7.0,7.0,2.0,0.00027478,0,,,,2.0,5.0,,2.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
11406843,home,Cagliari,Simone Aresti,simone-aresti,S. Aresti,G,,189,18,M,17756,EUR,511228800,G,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406843,home,Cagliari,Boris Radunović,boris-radunovic,B. Radunović,G,22,193,193,M,795926,EUR,833068800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406843,home,Cagliari,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406843,home,Cagliari,Adam Obert,adam-obert,A. Obert,D,33,186,654,M,964153,EUR,1030060800,D,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406843,home,Cagliari,Matteo Prati,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406843,home,Cagliari,Alessandro Di Pardo,alessandro-di-pardo,A. D. Pardo,M,29,182,158,M,928814,EUR,932256000,D,99,99,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
