match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_wasFouled,stat_accurateCross,stat_wonContest,stat_unsuccessfulTouch,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_shotOffTarget,stat_goalAssist,player_lastName,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
11368714,home,Barcelona,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,22,187,119658,M,terStegen,88625,EUR,704592000,G,1,1,False,True,32.0,26.0,10.0,5.0,21.0,23.0,5.0,9.0,14.0,2.0,2.0,3.0,90.0,46.0,7.5,6.0,0.00108641,0,0.1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368714,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,,94.0,82.0,6.0,4.0,29.0,31.0,53.0,64.0,10.0,,,,90.0,118.0,7.4,17.0,0.0424437,2,,1.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0378,0.0231,,,,,,,,,,,,,,,,,,,,,,
11368714,home,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,PauCubarsí,1402913,EUR,1169424000,D,33,33,False,,80.0,74.0,9.0,5.0,48.0,51.0,26.0,29.0,2.0,,,,90.0,94.0,7.5,7.0,0.0123196,0,,,3.0,2.0,6.0,5.0,1.0,1.0,,,,5.0,1.0,,,Pau Cubarsí,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11368714,home,Barcelona,Iñigo Martínez,inigo-martinez,I. Martínez,D,26,181,62317,M,IñigoMartínez,173883,EUR,674438400,D,5,5,False,,73.0,70.0,8.0,6.0,32.0,32.0,38.0,41.0,2.0,,,,90.0,80.0,7.2,3.0,0.0161929,0,,,5.0,2.0,6.0,3.0,,,,,,5.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,
11368714,home,Barcelona,João Cancelo,joao-cancelo,J. Cancelo,D,2,182,90478,M,JCancelo,138892,EUR,769996800,D,2,2,False,,56.0,45.0,3.0,3.0,15.0,18.0,32.0,43.0,4.0,,,,90.0,82.0,7.5,19.0,0.133696,2,,5.0,,3.0,5.0,7.0,2.0,,4.0,,2.0,4.0,1.0,0.0422,,,,,,3.0,2.0,,2.0,4.0,4.0,,,,,,,,,,,,
11368714,home,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,Raphinha,831005,EUR,850521600,M,11,11,False,,17.0,14.0,,,8.0,8.0,6.0,10.0,2.0,,,,37.0,31.0,7.3,6.0,0.0294693,3,,1.0,,1.0,2.0,6.0,,,3.0,,3.0,,1.0,0.1891,,,,,,,1.0,4.0,,1.0,,1.0,,,,,,,,,,,
11368714,home,Barcelona,Andreas Christensen,andreas-christensen,A. Christensen,D,15,188,56340,M,andreaschristensen3,186795,EUR,829094400,M,15,15,False,,41.0,39.0,2.0,2.0,21.0,22.0,18.0,19.0,3.0,,,,90.0,50.0,6.9,3.0,0.0169086,0,,,3.0,2.0,6.0,4.0,1.0,,,,,,2.0,,,,,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,
11368714,home,Barcelona,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,22,22,False,,81.0,73.0,4.0,4.0,21.0,23.0,52.0,61.0,6.0,,,,87.0,105.0,7.3,17.0,0.113298,4,,3.0,1.0,,5.0,6.0,,4.0,4.0,3.0,1.0,1.0,2.0,1.1886,1.5267,,,,,,3.0,2.0,,4.0,2.0,,2.0,1.0,,,,,,,,,
11368714,home,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,Lamiyamal,1402912,EUR,1184284800,F,27,27,False,,48.0,41.0,,,6.0,6.0,35.0,44.0,8.0,,,,90.0,72.0,7.6,20.0,0.120237,2,,2.0,1.0,,9.0,6.0,1.0,1.0,8.0,1.0,1.0,,2.0,0.0377,0.5751,,,3.0,2.0,,2.0,1.0,,2.0,3.0,,,,1.0,,,,,,,,
11368714,home,Barcelona,Marc Guiu,guiu-marc,M. Guiu,F,38,187,28475,M,marcguiu9,1414933,EUR,1136332800,F,38,38,False,,7.0,7.0,,,3.0,3.0,4.0,4.0,,,,,61.0,18.0,6.8,5.0,0.0615691,2,,,3.0,1.0,5.0,2.0,,2.0,,,2.0,,,0.093,,,,,,,1.0,1.0,,,3.0,,,,,1.0,1.0,,,,,,
