match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside
11388387,home,FC Volendam,Kayne van Oevelen,Kayne van Oevelen,,kayne-van-oevelen,K. v. Oevelen,G,1,199.0,269,M,1393970,EUR,1060300800,G,20,20,False,35.0,24.0,17.0,7.0,0.0,20.0,24.0,4.0,11.0,1.0,3.0,16.0,1.0,1.0,5.0,8.0,2.0,1.0,1.0,89.0,58.0,8.5,11.0,0.00554959,0,0.8122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388387,home,FC Volendam,Oskar Buur,,,oskar-buur,O. Buur,D,2,178.0,84,M,797688,EUR,891302400,D,2,2,False,35.0,29.0,7.0,5.0,0.0,8.0,8.0,21.0,29.0,4.0,6.0,3.0,1.0,,,,,,,90.0,59.0,7.2,11.0,0.0650357,0,,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11388387,home,FC Volendam,Xavier Mbuyamba,,,xavier-mbuyamba,X. Mbuyamba,D,3,195.0,632,M,974020,EUR,1009756800,D,31,31,False,33.0,27.0,2.0,,0.0,17.0,21.0,10.0,12.0,2.0,3.0,1.0,,,,,,,,64.0,48.0,7.4,8.0,0.0163924,3,,,5.0,,,,,2.0,,,,True,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.3683,0.156,,,,,,
11388387,home,FC Volendam,Benaissa Benamar,,,benaissa-benamar,B. Benamar,D,5,191.0,226,M,970791,EUR,860457600,D,6,6,False,61.0,54.0,10.0,6.0,0.0,36.0,40.0,18.0,21.0,1.0,3.0,5.0,,,,,,,,90.0,70.0,7.0,8.0,0.0481917,0,,,3.0,1.0,,,,,,,,,,1.0,2.0,,,,,4.0,,,,,,,,,
11388387,home,FC Volendam,Brian Plat,,,brian-plat,B. Plat,D,4,191.0,60,M,980673,EUR,954892800,D,3,3,False,23.0,20.0,2.0,1.0,0.0,14.0,17.0,6.0,8.0,5.0,1.0,4.0,,,,,,,,64.0,36.0,6.6,5.0,0.00342152,0,,2.0,2.0,,,,,,5.0,3.0,,,,,2.0,,,,,,,,,,,,,,
11388387,home,FC Volendam,Luke Le Roux,Luke,Le Roux,le-roux-luke,L. L. Roux,M,16,180.0,299,M,931035,EUR,952646400,M,8,8,False,33.0,31.0,1.0,,0.0,15.0,16.0,16.0,17.0,1.0,,7.0,,,,,,,,90.0,42.0,7.3,3.0,0.0198036,1,,,3.0,,,,,1.0,,,2.0,,,1.0,1.0,,,1.0,,,1.0,0.0557,0.3005,1.0,,,,,
11388387,home,FC Volendam,Damon Mirani,,,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,M,4,4,False,28.0,25.0,5.0,3.0,0.0,10.0,10.0,15.0,18.0,3.0,,2.0,1.0,,,,,,,90.0,36.0,7.0,5.0,0.0346316,1,,,3.0,,,,,,1.0,1.0,1.0,,2.0,1.0,,,1.0,,,,,0.1195,,,2.0,,,,
11388387,home,FC Volendam,Darius Johnson,,,darius-johnson,D. Johnson,M,22,182.0,68,M,990952,EUR,953078400,M,38,38,False,17.0,16.0,,,0.0,4.0,5.0,13.0,16.0,5.0,,,,,,,,,,89.0,38.0,6.8,8.0,0.0393216,3,,4.0,4.0,,4.0,2.0,,2.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,2.0,0.4849,0.324,,1.0,1.0,1.0,,
11388387,home,FC Volendam,Calvin Twigt,Calvin Twigt,,calvin-twigt,C. Twigt,M,8,183.0,95,M,1084944,EUR,1043884800,M,17,17,False,27.0,25.0,1.0,1.0,0.0,13.0,13.0,15.0,17.0,4.0,,5.0,1.0,,,,,,,90.0,44.0,7.6,7.0,0.330852,1,,3.0,4.0,1.0,1.0,,,,3.0,2.0,,,1.0,,1.0,,,,,,3.0,0.1167,,,6.0,3.0,1.0,1.0,1.0
11388387,home,FC Volendam,Achraf Douiri,Achraf Douiri,,achraf-douiri,A. Douiri,F,,180.0,38,M,1084535,EUR,943660800,M,24,24,False,17.0,12.0,,,0.0,2.0,4.0,12.0,28.0,3.0,,2.0,1.0,,,,,,,90.0,57.0,7.1,30.0,0.485679,4,,15.0,11.0,2.0,6.0,1.0,,2.0,1.0,,2.0,,1.0,,1.0,,1.0,,,,3.0,0.1821,,,2.0,2.0,3.0,1.0,
