match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_outfielderBlock,stat_totalOffside,stat_goals,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded
14773741,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,True,9.0,7.0,2.0,0.0,7.0,7.0,2.0,1.0,6.0,1.0,1.0,2.0,90.0,13.0,6.4,2.0,6.086e-05,40.405223258078,5.0,22.038762399054,0.0,0.1034,0,-0.5673,0.02,0.02,-0.04,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773741,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177.0,404,M,,917035,EUR,938736000,D,27,27,False,,32.0,27.0,3.0,0.0,10.0,10.0,22.0,4.0,1.0,1.0,,,89.0,51.0,6.6,14.0,0.0473296,94.586773921439,13.0,54.304230486494,0.0,,1,,0.17,0.06,-0.14,,2.0,17.0,5.0,3.0,2.0,2.0,1.0,2.0,0.0969,0.0853,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773741,home,Al-Ahli,Rayan Hamed,Rayan Hamed,,rayan-hamed,R. Hamed,D,46,176.0,226,M,,1429251,EUR,1018656000,D,46,46,False,,51.0,49.0,3.0,0.0,28.0,29.0,22.0,2.0,2.0,,,,90.0,57.0,6.7,2.0,0.0253884,227.90164078389,22.0,96.869310757937,0.0,,1,,0.31,0.09,-0.13,,3.0,21.0,,,5.0,,1.0,,0.0339,0.02,-0.1,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14773741,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200,D,3,3,False,,53.0,45.0,7.0,0.0,19.0,19.0,34.0,4.0,5.0,,,,90.0,67.0,7.1,10.0,0.0533523,289.73366799327,24.0,195.03705575563,6.0,,1,,0.44,0.26,-0.1,,3.0,26.0,,1.0,4.0,3.0,,1.0,0.0237,,0.0,2.0,,,,1.0,1.0,3.0,1.0,4.0,1.0,32.668134325905,154.43918395653,1.0,,,,,,,,,,,,,,
14773741,home,Al-Ahli,Zakaria Hawsawi,Zakaria Al Hawsawi,,zakaria-al-hawsawi,Z. Hawsawi,D,2,175.0,153,M,,1398854,EUR,979171200,D,2,2,False,,39.0,29.0,3.0,0.0,9.0,10.0,29.0,10.0,8.0,1.0,,,90.0,69.0,7.5,20.0,0.0844578,310.50923754115,23.0,188.31206062576,6.0,,0,,0.34,0.42,-0.12,,,20.0,4.0,1.0,3.0,7.0,,4.0,,,,,,2.0,1.0,2.0,,6.0,,1.0,2.0,32.156700900801,150.35027701878,,1.0,1.0,,,,,,,,,,,,
14773741,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,,31.0,26.0,3.0,0.0,9.0,9.0,22.0,2.0,3.0,1.0,,,90.0,36.0,6.5,7.0,0.0181303,95.279782022799,11.0,6.3270434245172,1.0,,0,,-0.08,0.03,-0.06,,3.0,17.0,,,2.0,,,2.0,,,,2.0,,1.0,,,,,,,,11.44188351478,11.830759231765,,,,,,,,,,,,,,,
14773741,home,Al-Ahli,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173.0,1056,M,,1154611,EUR,1124928000,M,6,6,False,,30.0,26.0,2.0,0.0,10.0,11.0,19.0,10.0,5.0,2.0,,,90.0,45.0,7.8,5.0,0.0125496,182.58673444338,16.0,80.552102974129,2.0,,1,,0.09,0.16,-0.1,,1.0,16.0,,4.0,7.0,,1.0,1.0,0.3319,0.6719,0.48,3.0,1.0,4.0,3.0,3.0,,,,2.0,4.0,19.771278407656,42.507018521774,,,,1.0,,,,,,,,,,,
14773741,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,,28.0,23.0,3.0,2.0,5.0,5.0,23.0,2.0,4.0,,,,89.0,54.0,8.8,19.0,1.15173,140.98043487293,18.0,72.962947823904,3.0,,1,,1.0,0.26,-0.12,,2.0,18.0,12.0,,5.0,4.0,,2.0,0.0414,,-0.04,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,17.414832777374,43.788250783278,6.0,,,,4.0,3.0,,,,,,,,,
14773741,home,Al-Ahli,Saleh Abu Al-Shamat,Saleh Aboulshamat,,saleh-aboulshamat,S. Aboulshamat,M,47,171.0,764,M,,1429250,EUR,1029024000,M,47,47,False,,33.0,21.0,6.0,0.0,1.0,3.0,30.0,3.0,4.0,,,,67.0,51.0,7.6,21.0,0.692205,94.074541378631,14.0,18.01416105983,1.0,,0,,0.77,-0.52,-0.12,,3.0,20.0,6.0,,2.0,1.0,,2.0,,,,,2.0,2.0,2.0,,,1.0,,1.0,1.0,13.625548646996,14.848993534917,3.0,,,,1.0,1.0,,,,,,,,,
14773741,home,Al-Ahli,Wenderson Galeno,,,wenderson-galeno,W. Galeno,M,13,178.0,4322,M,w_galeno90,845754,EUR,877478400,M,13,13,False,,22.0,14.0,4.0,0.0,3.0,3.0,19.0,3.0,4.0,3.0,,,83.0,39.0,6.5,15.0,0.0303273,155.43318854736,16.0,102.81511574777,3.0,,2,,-0.26,0.35,-0.1,,1.0,11.0,5.0,,3.0,1.0,,,0.1001,,-0.21,,1.0,,,,1.0,,1.0,,2.0,22.271473204346,56.842109110988,,,,,,,1.0,,,,,,,,
