match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_expectedGoals,captain,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_hitWoodwork,stat_totalCross,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_goalAssist,stat_errorLeadToAGoal
11408460,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,23.0,20.0,4.0,1.0,19.0,19.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,90.0,33.0,6.8,4.0,0.00017079,0,-0.3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408460,home,CF Estrela Amadora,Kialonda Gaspar,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,74.0,62.0,11.0,5.0,49.0,54.0,13.0,20.0,4.0,3.0,4.0,,,,,,,90.0,88.0,7.0,13.0,0.00470303,3,,Kialonda Gaspar,,1.0,4.0,4.0,1.0,2.0,1.0,5.0,2.0,0.0927,,,,,,,,,,,,,,,,,,,,
11408460,home,CF Estrela Amadora,Miguel Lopes,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,False,44.0,39.0,1.0,,30.0,31.0,9.0,13.0,6.0,5.0,4.0,2.0,,,,,,73.0,56.0,7.1,6.0,0.00703073,0,,,,2.0,,4.0,,,,,1.0,,True,1.0,4.0,3.0,,,,,,,,,,,,,,,,
11408460,home,CF Estrela Amadora,Diogo Fonseca,fonseca-diogo,D. Fonseca,D,3,191,23,M,1120035,EUR,1018396800,D,3,3,False,57.0,50.0,6.0,3.0,34.0,37.0,16.0,20.0,1.0,2.0,2.0,,,,,,,90.0,66.0,6.8,8.0,0.00369035,1,,,,1.0,1.0,3.0,,1.0,,1.0,1.0,0.152,,,,,1.0,1.0,,,,,,,,,,,,,,
11408460,home,CF Estrela Amadora,Nanú,nanu,Nanú,D,14,177,273,M,343965,EUR,769132800,M,31,31,False,39.0,29.0,3.0,,12.0,16.0,17.0,26.0,6.0,,6.0,,,,,,,90.0,72.0,7.2,24.0,0.153936,0,,,,,1.0,4.0,4.0,,,1.0,,,,3.0,2.0,1.0,,,3.0,3.0,1.0,1.0,5.0,2.0,,,,,,,,
11408460,home,CF Estrela Amadora,Aloisio,aloisio,Aloisio,M,20,180,45,M,962371,EUR,831081600,M,6,6,False,45.0,39.0,4.0,3.0,22.0,23.0,18.0,23.0,8.0,2.0,4.0,,,,,,,90.0,57.0,7.3,8.0,0.0998254,1,,,,,2.0,5.0,1.0,,1.0,,2.0,0.0295,,,6.0,5.0,2.0,,1.0,,,,1.0,1.0,1.0,,,,,,,
11408460,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,33.0,29.0,4.0,2.0,14.0,14.0,15.0,19.0,9.0,1.0,6.0,3.0,,,,,,80.0,52.0,7.0,8.0,0.0181896,2,,,,3.0,1.0,6.0,,,2.0,1.0,2.0,0.2756,,1.0,5.0,4.0,1.0,,,,,,2.0,2.0,,,,,,,,
11408460,home,CF Estrela Amadora,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,M,28,28,False,33.0,21.0,6.0,4.0,9.0,15.0,15.0,25.0,1.0,3.0,7.0,,,,,,,81.0,57.0,7.0,19.0,0.0934945,0,,,,,1.0,4.0,1.0,,,,3.0,,,,,,,,7.0,,,,1.0,2.0,3.0,,,,,,,
11408460,home,CF Estrela Amadora,Regis Ndo,regis-ndo,R. Ndo,F,77,181,274,M,1084705,EUR,990489600,F,7,7,False,16.0,11.0,1.0,,6.0,6.0,5.0,12.0,1.0,,4.0,,,,,,,61.0,33.0,6.3,13.0,0.00249608,2,,,,1.0,,7.0,4.0,,,,1.0,0.6437,,1.0,,,1.0,,2.0,1.0,,,2.0,,,1.0,2.0,1.0,0.5884,,,
11408460,home,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,29,29,False,15.0,12.0,1.0,1.0,3.0,3.0,11.0,16.0,3.0,,5.0,2.0,,,,,,80.0,27.0,9.0,6.0,0.317249,3,,,,1.0,1.0,3.0,,1.0,,,2.0,0.8642,,,,,,,4.0,,,,1.0,5.0,2.0,,2.0,,1.4443,2.0,,
