match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,captain,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goodHighClaim,stat_clearanceOffLine,stat_outfielderBlock,stat_goals,stat_totalOffside
14025132,home,Burnley,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3081,M,42209,EUR,600825600,G,1,1,False,38.0,31.0,12.0,5.0,0.0,29.0,30.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,90.0,43.0,7.2,7.0,0.00682971,41.912859831856,8.0,17.43,6.405,0.4651,0,0.2797,0.1,-0.02,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025132,home,Burnley,Kyle Walker,,,kyle-walker,K. Walker,D,2,183,26779,M,44614,EUR,643852800,D,2,2,False,65.0,47.0,10.0,4.0,0.0,18.0,25.0,29.0,40.0,1.0,1.0,3.0,2.0,2.0,5.0,,,,90.0,97.0,6.3,27.0,0.0171422,99.131665785984,13.0,70.875,22.155,,0,,0.02,0.04,-0.26,,KyleWalker2,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14025132,home,Burnley,Hjalmar Ekdal,,,hjalmar-ekdal,H. Ekdal,D,18,187,549,M,875360,EUR,908928000,D,18,18,False,70.0,63.0,6.0,3.0,0.0,48.0,53.0,15.0,17.0,3.0,1.0,3.0,5.0,12.0,1.0,,,,90.0,90.0,7.0,7.0,0.0415324,160.62143388987,26.0,85.365,8.715,,0,,0.22,0.09,0.14,,,1.0,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14025132,home,Burnley,Maxime Estève,Maxime Estève,,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,5,5,False,87.0,82.0,4.0,2.0,0.0,57.0,58.0,25.0,29.0,2.0,6.0,2.0,7.0,13.0,9.0,,,,90.0,107.0,7.2,5.0,0.010724,266.18854769744,34.0,179.445,24.885,,0,,0.1,0.17,-0.02,,,5.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14025132,home,Burnley,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1269,M,1392044,EUR,1005696000,D,3,3,False,67.0,55.0,10.0,2.0,0.0,35.0,36.0,20.0,31.0,2.0,,3.0,2.0,3.0,3.0,,,,90.0,91.0,6.3,21.0,0.0584116,106.3874905797,17.0,47.565,30.87,,0,,0.06,0.01,-0.12,,,,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,
14025132,home,Burnley,Loum Tchaouna,,,loum-tchaouna,L. Tchaouna,F,17,180,1357,M,1004505,EUR,1062979200,M,17,17,False,8.0,6.0,1.0,1.0,0.0,3.0,4.0,3.0,4.0,1.0,,4.0,1.0,,,,,,45.0,16.0,6.3,6.0,0.025759,29.712738484116,3.0,25.935,18.585,,0,,0.08,0.01,-0.1,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
14025132,home,Burnley,Josh Cullen,,,cullen-josh,J. Cullen,M,24,175,875,M,792122,EUR,828835200,M,24,24,False,57.0,49.0,5.0,1.0,0.0,32.0,33.0,17.0,24.0,1.0,1.0,4.0,6.0,1.0,9.0,,,,81.0,75.0,6.9,13.0,0.0174205,85.963867222877,14.0,44.415,13.65,,1,,0.17,0.09,-0.01,,,4.0,4.0,2.0,1.0,2.0,1.0,,1.0,,2.0,,True,1.0,0.0955,0.01,,,,,,,,,,,,,,
14025132,home,Burnley,Florentino Luís,,,florentino-luis,F. Luís,M,16,184,3615,M,855845,EUR,935020800,M,16,16,False,49.0,42.0,2.0,1.0,0.0,20.0,20.0,22.0,29.0,1.0,1.0,4.0,3.0,4.0,3.0,,,,71.0,65.0,6.7,10.0,0.0616795,72.606188440161,12.0,26.775,9.03,,0,,0.23,0.09,-0.04,,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,
14025132,home,Burnley,Jaidon Anthony,,,jaidon-anthony,J. Anthony,M,11,177,1095,M,1020680,EUR,944006400,M,11,11,False,15.0,11.0,3.0,1.0,0.0,6.0,8.0,5.0,7.0,,1.0,5.0,1.0,3.0,2.0,,,,58.0,26.0,6.3,8.0,0.0101241,40.054458613308,6.0,-4.2,6.72,,1,,0.0,-0.58,0.13,,,,,1.0,2.0,,,,,,1.0,2.0,,,0.0608,0.09,,,1.0,0.0908,,,,,,,,,,
14025132,home,Burnley,Zian Flemming,,,flemming-zian,Z. Flemming,F,19,183,1606,M,875137,EUR,901929600,F,19,19,False,12.0,6.0,2.0,1.0,0.0,2.0,4.0,4.0,8.0,7.0,2.0,9.0,3.0,2.0,1.0,,,,59.0,20.0,6.2,9.0,0.0111323,16.534273791977,3.0,0.10499999999998,4.2,,1,,-0.03,0.02,0.13,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,0.0311,-0.16,,,1.0,0.0125,,,,,,,,,,
