match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_outfielderBlock,captain,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalOffside,stat_blockedScoringAttempt,stat_wasFouled,stat_penaltyWon,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_hitWoodwork,stat_wonContest,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
10408559,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,26.0,14.0,21.0,9.0,6.0,9.0,8.0,17.0,1.0,1.0,2.0,13.0,2.0,2.0,1.0,1.0,1.0,90.0,37.0,6.9,12.0,0.0,0.0,0.00405668,0,0.0571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408559,home,Osasuna,Rubén Peña,ruben-pena,R. Peña,D,7,170,186,M,255973,EUR,679795200,D,15,15,False,13.0,9.0,1.0,,5.0,5.0,5.0,11.0,,,2.0,4.0,,,,,,62.0,28.0,6.8,6.0,0.0,0.0,0.121987,0,,,,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10408559,home,Osasuna,Unai García,unai-garcia,U. García,D,4,182,118,M,330675,EUR,715392000,D,4,4,False,31.0,29.0,8.0,7.0,16.0,16.0,13.0,15.0,1.0,1.0,4.0,3.0,,,,,,79.0,36.0,6.7,2.0,0.0,0.0,0.00345293,0,,Unai,García,,,,2.0,4.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10408559,home,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,32.0,24.0,9.0,4.0,15.0,17.0,9.0,15.0,2.0,4.0,2.0,4.0,,,,,,90.0,44.0,6.7,11.0,0.0,0.0,0.00381528,0,,,,,,,3.0,6.0,,3.0,,1.0,True,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,
10408559,home,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,False,17.0,14.0,1.0,1.0,8.0,8.0,6.0,10.0,,1.0,3.0,3.0,,,,,,90.0,36.0,6.8,7.0,0.0,0.0,0.00360943,0,,,,,1.0,,1.0,3.0,,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
10408559,home,Osasuna,Kike Barja,kike-barja,K. Barja,F,11,178,163,M,591132,EUR,860112000,M,11,11,False,10.0,7.0,,,2.0,2.0,5.0,10.0,,1.0,,,,,,,,56.0,21.0,5.8,12.0,0.0,0.0,0.0334706,0,,,,,2.0,,,8.0,,2.0,1.0,,,,1.0,,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,
10408559,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,31.0,28.0,3.0,3.0,11.0,12.0,17.0,21.0,,3.0,1.0,3.0,,,,,,90.0,40.0,7.0,7.0,0.031,0.0,0.00933369,1,,,,,2.0,,,3.0,,1.0,,,,,2.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,
10408559,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,20.0,16.0,2.0,1.0,4.0,5.0,12.0,15.0,,4.0,1.0,3.0,,,,,,90.0,27.0,6.8,5.0,0.0293,0.272,0.0105077,1,,,,,,,2.0,4.0,,2.0,,,,,2.0,2.0,1.0,,,,,,2.0,,1.0,,,,,,,,
10408559,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,False,24.0,21.0,4.0,3.0,4.0,7.0,18.0,27.0,,,,6.0,,,,,,90.0,47.0,7.2,19.0,0.1447,0.1889,0.0876094,2,,,,,10.0,1.0,2.0,5.0,,1.0,4.0,,,2.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,
10408559,home,Osasuna,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2160,M,789381,EUR,760492800,F,9,9,False,6.0,5.0,,,3.0,3.0,2.0,6.0,,6.0,,1.0,,,,,,81.0,26.0,7.3,8.0,0.4929,0.4419,0.00253683,6,,,,,3.0,,1.0,3.0,,,,,,,,,3.0,1.0,,3.0,4.0,3.0,4.0,,1.0,2.0,,2.0,1.0,,,,
10408559,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,F,29,29,False,22.0,22.0,,,8.0,8.0,14.0,14.0,,2.0,,2.0,,,,,,81.0,31.0,7.1,2.0,0.7884,0.9043,0.0288711,1,,,,,,,2.0,6.0,,1.0,1.0,,,1.0,1.0,,,1.0,2.0,,,,1.0,,1.0,,,,1.0,,,,
10408559,home,Osasuna,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,2,2,True,9.0,4.0,3.0,,3.0,3.0,1.0,7.0,,1.0,,,,,,,,34.0,17.0,6.4,7.0,0.0,0.0,0.00103345,0,,,,,1.0,,,2.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
10408559,home,Osasuna,Darko Brašanac,darko-brasanac,D. Brašanac,M,5,178,208,M,94539,EUR,697852800,M,8,8,True,5.0,3.0,,,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,,,,,,28.0,11.0,6.5,3.0,0.0,0.0,0.00110603,0,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
10408559,home,Osasuna,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,20,20,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,11.0,6.0,6.7,1.0,0.0,0.0,0.00030192,0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
10408559,home,Osasuna,Pablo Ibáñez,pablo-ibanez-lumbreras,P. Ibáñez,M,19,179,350,M,1084381,EUR,883612800,M,19,19,True,4.0,2.0,1.0,,,1.0,2.0,3.0,,,,1.0,,,,,,9.0,6.0,6.6,2.0,0.0,0.0,0.00440937,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10408559,home,Osasuna,Kike García,kike-garcia,K. García,F,19,186,1005,M,84972,EUR,627955200,F,18,18,True,3.0,1.0,1.0,,,,1.0,3.0,2.0,3.0,1.0,1.0,,,,,,9.0,9.0,6.9,4.0,0.0305,0.049,0.00035903,1,,,,,,,1.0,1.0,,,,,,,,,2.0,,,1.0,,,,,1.0,,,1.0,,,,,
