match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_hitWoodwork,stat_interceptionWon,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
13558864,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,51.0,44.0,15.0,8.0,0.0,42.0,45.0,2.0,6.0,8.0,90.0,52.0,6.5,7.0,0.00030966,0,-0.1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558864,home,Feyenoord,Givairo Read,,,givairo-read,G. Read,D,26,175,1865,M,1388535,EUR,1149206400,D,26,26,False,62.0,55.0,5.0,3.0,0.0,35.0,37.0,21.0,26.0,2.0,90.0,83.0,7.4,11.0,0.471137,0,,1.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
13558864,home,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,False,53.0,52.0,4.0,3.0,0.0,44.0,45.0,8.0,8.0,4.0,60.0,63.0,7.0,3.0,0.00457975,0,,,,3.0,6.0,,3.0,2.0,3.0,,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13558864,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,77.0,69.0,11.0,4.0,0.0,57.0,58.0,12.0,19.0,7.0,90.0,96.0,6.9,11.0,0.00759319,2,,,,3.0,3.0,2.0,2.0,1.0,5.0,,1.0,1.0,,,,,,,,True,1.0,1.0,1.0,1.0,0.1667,0.2113,,,,,,,,,,,
13558864,home,Feyenoord,Gijs Smal,,,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,54.0,45.0,4.0,2.0,1.0,26.0,30.0,20.0,25.0,2.0,90.0,76.0,6.9,16.0,0.112743,0,,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,,,,3.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,
13558864,home,Feyenoord,In-Beom Hwang,,,in-beom-hwang,I. Hwang,M,6,177,3392,M,889689,EUR,843177600,M,4,4,False,38.0,32.0,3.0,2.0,0.0,23.0,24.0,9.0,14.0,5.0,65.0,46.0,6.7,8.0,0.0173977,0,,,,5.0,3.0,,,,1.0,,3.0,1.0,,1.0,,2.0,1.0,2.0,2.0,,,,,,,,Hwang,,,,,,,,,,
13558864,home,Feyenoord,Jakub Moder,,,jakub-moder,J. Moder,M,7,191,7199,M,886242,EUR,923443200,M,7,7,False,40.0,34.0,3.0,1.0,1.0,18.0,21.0,16.0,19.0,5.0,90.0,56.0,7.3,9.0,0.0261871,1,,,,4.0,3.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,2.0,0.0286,0.086,kubamoder,1.0,1.0,,,,,,,,
13558864,home,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176,22233,M,1218066,EUR,1013385600,M,23,23,False,25.0,20.0,5.0,1.0,0.0,8.0,8.0,12.0,20.0,3.0,90.0,45.0,7.1,14.0,0.0744253,2,,3.0,,6.0,6.0,,4.0,,,,3.0,1.0,1.0,,,1.0,,2.0,1.0,,,,1.0,3.0,0.1004,0.1688,hadj.a20,,,1.0,1.0,1.0,,,,,
13558864,home,Feyenoord,Antoni Milambo,Antoni,Milambo,antoni-milambo,A. Milambo,M,17,179,1574,M,1126692,EUR,1112486400,M,27,27,False,16.0,13.0,,,1.0,7.0,9.0,6.0,7.0,2.0,65.0,26.0,6.9,7.0,0.00906029,1,,,,1.0,3.0,,,,,,3.0,1.0,1.0,,,,,4.0,1.0,,,1.0,,,0.0411,,,,,,,,1.0,,,,
13558864,home,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,M,14,14,False,31.0,23.0,1.0,1.0,0.0,11.0,14.0,12.0,17.0,4.0,83.0,46.0,8.6,13.0,0.0294748,5,,,,4.0,7.0,,5.0,3.0,,,2.0,1.0,1.0,1.0,2.0,1.0,,3.0,,,1.0,3.0,2.0,,0.7149,1.5182,,,,,2.0,,,,,,
13558864,home,Feyenoord,Julián Carranza,,,julian-carranza,J. Carranza,F,21,176,1418,M,895591,EUR,958953600,F,19,19,False,12.0,8.0,2.0,1.0,0.0,4.0,4.0,5.0,9.0,4.0,65.0,20.0,6.9,8.0,0.0129577,1,,1.0,1.0,2.0,4.0,,1.0,,,,,,1.0,1.0,4.0,,,2.0,,,,,1.0,,0.0446,0.0878,,,,,,1.0,,,,,
13558864,home,Feyenoord,Gernot Trauner,,,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,True,24.0,21.0,1.0,1.0,0.0,18.0,19.0,3.0,5.0,,30.0,31.0,7.0,3.0,0.00376133,0,,,,,2.0,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,3.0,,,,,,,,
13558864,home,Feyenoord,Ramiz Zerrouki,,,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,6,6,True,21.0,19.0,3.0,2.0,1.0,10.0,11.0,9.0,10.0,5.0,25.0,30.0,7.4,3.0,0.00410653,0,,,,2.0,2.0,,2.0,1.0,2.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,rramizz_,,2.0,,,,,1.0,,,
13558864,home,Feyenoord,Ibrahim Osman,Ibrahim Osman,,osman-ibrahim,I. Osman,F,17,177,2714,M,1471095,EUR,1101686400,F,38,38,True,12.0,12.0,,,0.0,2.0,2.0,10.0,10.0,2.0,25.0,17.0,7.4,1.0,0.198656,1,,,,2.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,0.0413,0.6189,,,,,1.0,,,,,,
13558864,home,Feyenoord,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,9,9,True,5.0,4.0,1.0,1.0,0.0,,,4.0,5.0,1.0,25.0,8.0,6.4,2.0,0.00119624,0,,,,2.0,1.0,,1.0,1.0,,,,,,2.0,,,,1.0,,,,,,,,,bee18,,,,,,,,,,
13558864,home,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,11,11,True,8.0,7.0,1.0,,0.0,7.0,7.0,,1.0,1.0,11.0,12.0,6.7,1.0,0.00012215,0,,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
13558864,home,Feyenoord,Plamen Andreev,,,plamen-andreev,P. Andreev,G,1,191,932,M,1122621,EUR,1103068800,G,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558864,home,Feyenoord,Liam Bossin,,,liam-bossin,L. Bossin,G,39,190,155,M,307364,EUR,837388800,G,39,39,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558864,home,Feyenoord,Facundo González,,,facundo-gonzalez,F. González,D,16,193,1259,M,1085103,EUR,1054857600,D,15,15,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558864,home,Feyenoord,Shiloh 't Zand,,,shiloh-t-zand,S. '. Zand,M,25,177,309,M,1196520,EUR,1050278400,M,25,25,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558864,home,Feyenoord,Aymen Sliti,,,aymen-sliti,A. Sliti,M,32,175,961,M,1479467,EUR,1143158400,F,57,57,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558864,home,Feyenoord,Stéphano Carrillo,Stephano Carrillo,,stephano-carrillo,S. Carrillo,F,9,188,2099,M,1410228,EUR,1141689600,F,31,31,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558864,home,Feyenoord,Luka Ivanušec,,,luka-ivanusec,L. Ivanušec,F,18,175,3285,M,822462,EUR,912038400,F,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,LukaIvanusec,,,,,,,,,,
13558864,away,FC Groningen,Etienne Vaessen,,,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,46.0,34.0,18.0,6.0,0.0,31.0,36.0,3.0,10.0,6.0,90.0,54.0,6.2,12.0,0.00085963,0,-1.3091,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0
13558864,away,FC Groningen,Marco Rente,,,marco-rente,M. Rente,D,5,185,163,M,827103,EUR,856828800,D,5,5,False,65.0,57.0,3.0,2.0,0.0,34.0,36.0,23.0,32.0,5.0,90.0,97.0,6.7,16.0,0.208492,0,,3.0,,8.0,6.0,,2.0,1.0,7.0,1.0,2.0,2.0,,4.0,2.0,3.0,,2.0,,,,,,1.0,,,,,1.0,,,,,,,,
13558864,away,FC Groningen,Hjalmar Ekdal,,,hjalmar-ekdal,H. Ekdal,D,18,187,547,M,875360,EUR,908928000,D,4,4,False,89.0,81.0,5.0,3.0,0.0,60.0,65.0,21.0,24.0,2.0,90.0,93.0,6.0,8.0,0.00820646,0,,,,3.0,2.0,,,,1.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
13558864,away,FC Groningen,Thijmen Blokzijl,Thijmen Blokzijl,,thijmen-blokzijl,T. Blokzijl,D,3,181,296,M,1121401,EUR,1109289600,D,3,3,False,81.0,78.0,3.0,2.0,0.0,66.0,68.0,12.0,13.0,4.0,90.0,87.0,6.2,3.0,0.00594551,0,,,,1.0,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,
13558864,away,FC Groningen,Wouter Prins,,,wouter-prins,W. Prins,D,2,173,77,M,1481249,EUR,1076025600,D,2,2,False,7.0,6.0,,,1.0,4.0,4.0,2.0,3.0,1.0,45.0,18.0,6.6,4.0,0.679084,0,,,,4.0,2.0,2.0,,,2.0,,1.0,1.0,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,1.0,,,
13558864,away,FC Groningen,Leandro Bacuna,,,leandro-bacuna,L. Bacuna,D,8,187,435,M,74545,EUR,682732800,M,7,7,False,43.0,37.0,7.0,4.0,0.0,19.0,21.0,18.0,23.0,4.0,68.0,58.0,6.8,8.0,0.0308344,1,,1.0,,1.0,5.0,,,,2.0,,4.0,3.0,,,1.0,,,1.0,1.0,True,,,,,0.0159,,,,1.0,1.0,,,,,,,
13558864,away,FC Groningen,Stije Resink,Stije Resink,,stije-resink,S. Resink,M,6,186,608,M,1090328,EUR,1053993600,M,6,6,False,68.0,57.0,8.0,2.0,0.0,30.0,31.0,27.0,37.0,9.0,90.0,86.0,6.7,16.0,0.0345547,0,,,,5.0,7.0,1.0,3.0,3.0,2.0,,3.0,2.0,,,,2.0,,2.0,2.0,,,,,1.0,,,,,1.0,,,,1.0,,,,
13558864,away,FC Groningen,Jorg Schreuders,Jorg Schreuders,,jorg-schreuders,J. Schreuders,M,14,177,234,M,1424404,EUR,1094688000,M,14,14,False,32.0,25.0,,,0.0,11.0,13.0,14.0,19.0,2.0,75.0,37.0,7.3,7.0,0.0126414,1,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,0.749,0.8285,,,,,1.0,,,,,,
13558864,away,FC Groningen,Luciano Valente,Luciano Valente,,luciano-valente,L. Valente,M,10,189,1455,M,1121400,EUR,1065225600,M,10,10,False,54.0,47.0,4.0,3.0,0.0,10.0,13.0,38.0,42.0,1.0,86.0,69.0,6.5,16.0,0.249657,1,,1.0,1.0,7.0,2.0,3.0,4.0,1.0,,,,,1.0,,1.0,1.0,,3.0,,,,,,,0.0074,,,,,1.0,,1.0,,,,,
13558864,away,FC Groningen,Dave Kwakman,,,dave-kwakman,D. Kwakman,M,23,186,255,M,1146002,EUR,1091836800,M,16,16,False,35.0,31.0,1.0,,0.0,18.0,19.0,13.0,16.0,5.0,90.0,59.0,6.4,11.0,0.0180253,2,,,,5.0,8.0,2.0,2.0,1.0,1.0,,3.0,2.0,,,1.0,2.0,1.0,4.0,1.0,,,,,3.0,0.0366,,,,,2.0,,,,,,,
13558864,away,FC Groningen,Thom van Bergen,Thom van Bergen,,thom-van-bergen,T. v. Bergen,F,26,180,457,M,1413536,EUR,1073347200,F,26,26,False,21.0,17.0,,,0.0,9.0,10.0,8.0,11.0,3.0,87.0,34.0,6.3,12.0,0.00535911,1,,,,12.0,3.0,3.0,1.0,,2.0,,1.0,1.0,,3.0,2.0,3.0,,3.0,2.0,,,1.0,,1.0,0.0065,,,,,,,,,,,,
13558864,away,FC Groningen,Marvin Peersman,,,marvin-peersman,M. Peersman,D,43,185,131,M,76160,EUR,666144000,D,43,43,True,19.0,16.0,2.0,,0.0,10.0,11.0,6.0,8.0,1.0,45.0,25.0,6.4,4.0,0.0038518,0,,,,,2.0,,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
13558864,away,FC Groningen,Brynjólfur Darri Willumsson,,,brynjolfur-darri-willumsson,B. Darri Willumsson,F,9,185,358,M,907520,EUR,966038400,F,9,9,True,6.0,6.0,,,0.0,5.0,5.0,1.0,1.0,1.0,22.0,7.0,6.4,1.0,0.00026174,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
13558864,away,FC Groningen,Mats Seuntjens,,,mats-seuntjens,M. Seuntjens,M,20,187,138,M,163541,EUR,703468800,M,20,20,True,6.0,3.0,3.0,2.0,0.0,,1.0,4.0,6.0,1.0,15.0,8.0,6.6,3.0,0.0180794,0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
