match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_wonTackle,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_wasFouled,stat_challengeLost,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_savedShotsFromInsideTheBox,stat_outfielderBlock,stat_lastManTackle,stat_totalOffside,stat_goals
14131943,home,FC Arouca,Nico Mantl,,,nico-mantl,N. Mantl,G,58,193,162,M,888592,EUR,949795200,G,58,58,False,34.0,30.0,6.0,3.0,0.0,30.0,34.0,7.0,1.0,3.0,90.0,40.0,7.2,4.0,0.00014921,0.3533,0,0.0053000000000001,0.01,-0.07,-0.18,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131943,home,FC Arouca,Tiago Esgaio,,,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,57.0,41.0,9.0,2.0,0.0,23.0,26.0,5.0,,,90.0,81.0,6.1,19.0,0.0562559,,1,,0.21,0.0,-0.35,,18.0,31.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0642,1.0,-0.22,,,,,,,,,,,,,,,,
14131943,home,FC Arouca,Omar Fayed,Omar Fayed,,omar-fayed,O. Fayed,D,66,189,1607,M,1393731,EUR,1057276800,D,66,66,False,88.0,81.0,7.0,5.0,0.0,60.0,61.0,9.0,,,84.0,97.0,6.9,7.0,0.0130101,,0,,0.17,0.07,-0.18,,21.0,27.0,,,,,1.0,4.0,,,2.0,1.0,1.0,,1.0,,,,3.0,3.0,1.0,,,,,,,,,,,,,
14131943,home,FC Arouca,Jose Fontán,,,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,86.0,77.0,7.0,2.0,0.0,45.0,45.0,7.0,,,90.0,97.0,6.9,9.0,0.0138955,,1,,0.25,0.17,-0.27,,32.0,41.0,,,1.0,2.0,3.0,8.0,,,3.0,1.0,6.0,,2.0,0.1129,,-0.21,,,4.0,1.0,,,,,,,,,,,,
14131943,home,FC Arouca,Arnau Solà,,,arnau-sola,A. Solà,D,16,179,86,M,997025,EUR,1049414400,D,16,16,False,46.0,38.0,6.0,4.0,0.0,16.0,17.0,2.0,,,79.0,79.0,6.3,23.0,0.26198,,1,,0.3,-0.13,-0.34,,22.0,29.0,9.0,2.0,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,6.0,,0.0151,3.0,0.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
14131943,home,FC Arouca,Taichi Fukui,,,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,57.0,53.0,1.0,,0.0,25.0,25.0,4.0,,,90.0,68.0,6.5,6.0,0.025648,,1,,0.27,0.09,-0.15,,28.0,32.0,,,,,5.0,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,0.0277,,-0.07,1.0,,2.0,,,,2.0,,,,,,,,,
14131943,home,FC Arouca,David Simão,,,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,8,8,False,51.0,46.0,7.0,4.0,0.0,24.0,24.0,2.0,,,69.0,65.0,7.0,8.0,0.398278,,0,,0.35,0.07,-0.21,,22.0,27.0,3.0,2.0,,1.0,5.0,6.0,,,,4.0,3.0,1.0,3.0,,3.0,,,,2.0,,1.0,2.0,1.0,True,1.0,,,,,,,
14131943,home,FC Arouca,Alfonso Trezza,,,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,M,19,19,False,19.0,17.0,2.0,2.0,0.0,7.0,7.0,1.0,,,69.0,34.0,6.2,6.0,0.0472224,,0,,0.25,0.07,-0.18,,10.0,12.0,3.0,2.0,2.0,,6.0,2.0,,,2.0,,1.0,1.0,,,2.0,,1.0,,,,,1.0,2.0,,1.0,,,,,,,
14131943,home,FC Arouca,Hyun-ju Lee,,,hyun-ju-lee,H. Lee,M,14,172,709,M,1191120,EUR,1044576000,M,14,14,False,33.0,32.0,2.0,2.0,0.0,11.0,11.0,6.0,,,90.0,52.0,7.0,6.0,0.0466851,,3,,0.12,0.3,-0.14,,21.0,22.0,1.0,,1.0,1.0,5.0,9.0,1.0,2.0,,,1.0,2.0,1.0,0.2045,,-0.54,4.0,3.0,1.0,1.0,,4.0,1.0,,1.0,,,,,,,
14131943,home,FC Arouca,Naïs Djouahra,,,nais-djouahra,N. Djouahra,M,7,172,601,M,955133,EUR,943315200,M,7,7,False,45.0,36.0,4.0,2.0,0.0,8.0,9.0,4.0,,,90.0,68.0,6.7,20.0,0.0464512,,2,,0.09,0.26,-0.08,,28.0,36.0,4.0,,,,4.0,5.0,,1.0,1.0,1.0,2.0,2.0,,0.0902,,-0.31,5.0,3.0,2.0,,,,,,2.0,1.0,0.0846,,,,,
