match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_hitWoodwork,stat_punches,stat_errorLeadToAShot
13981614,home,Fiorentina,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,43,43,False,True,26.0,19.0,13.0,6.0,0.0,17.0,17.0,2.0,9.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,90.0,36.0,6.5,7.0,0.00024017,28.385013316973,5.0,-5.67,1.47,0.1211,0,-0.0076000000000001,0.02,0.01,-0.12,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981614,home,Fiorentina,Dodô,,,dodo,Dodô,D,2,166,3348,M,,822518,EUR,911260800,D,2,2,False,,52.0,51.0,2.0,1.0,0.0,21.0,22.0,30.0,30.0,3.0,11.0,,2.0,7.0,4.0,,,,90.0,82.0,7.9,10.0,0.103679,335.16491441851,31.0,244.755,24.675,,1,,0.38,0.41,-0.01,,6.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0787,131.1011722273,7.0,3.0,-0.16,,,,,,,,,,,,
13981614,home,Fiorentina,Pietro Comuzzo,Pietro Comuzzo,,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,,1210848,EUR,1108857600,D,15,15,False,,40.0,38.0,2.0,1.0,0.0,28.0,28.0,10.0,12.0,4.0,2.0,,5.0,4.0,,,,,90.0,49.0,7.6,2.0,0.004449,51.378196353728,10.0,3.15,5.775,,1,,0.09,0.02,0.18,,,,1.0,,,,,,,1.0,,,0.2215,,,,0.51,4.0,1.0,1.0,1.0,0.9413,,,,,,,
13981614,home,Fiorentina,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,,847467,EUR,873936000,D,5,5,False,,55.0,52.0,3.0,3.0,0.0,34.0,34.0,18.0,21.0,4.0,4.0,1.0,2.0,7.0,,,,,90.0,66.0,6.7,5.0,0.0037044,272.39509614868,26.0,182.49,54.705,,1,,0.09,0.09,-0.08,,,,1.0,,,,,1.0,,3.0,2.0,1.0,0.0751,79.93582313362,2.0,,-0.3,,,,1.0,,3.0,,,,,,
13981614,home,Fiorentina,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,,377118,EUR,773366400,D,21,21,False,,42.0,40.0,1.0,,0.0,27.0,27.0,13.0,15.0,2.0,3.0,2.0,3.0,5.0,,,,,83.0,60.0,7.4,5.0,0.0491428,55.489421471847,8.0,39.27,15.75,,3,,0.28,0.05,0.16,,3.0,,2.0,,,,,,1.0,1.0,1.0,,0.2632,,,,0.12,,2.0,,,0.569,,1.0,1.0,,,,
13981614,home,Fiorentina,Rolando Mandragora,,,rolando-mandragora,R. Mandragora,M,8,183,2103,M,,548178,EUR,867542400,M,8,8,False,,31.0,28.0,2.0,,0.0,9.0,9.0,19.0,22.0,2.0,1.0,1.0,,1.0,1.0,,,,65.0,37.0,6.9,6.0,0.195511,22.778959235579,4.0,15.645,6.615,,1,,0.36,0.04,-0.03,,4.0,1.0,,,,,,,,,,,0.0392,,,1.0,-0.14,1.0,,,,,,,1.0,,,,
13981614,home,Fiorentina,Nicolò Fagioli,,,nicolo-fagioli,N. Fagioli,M,44,178,4280,M,nicolofagioli,901850,EUR,981936000,M,44,44,False,,57.0,53.0,7.0,5.0,0.0,13.0,13.0,40.0,44.0,3.0,4.0,,,4.0,1.0,,,,90.0,76.0,7.0,12.0,0.151624,187.57933926122,21.0,60.165,17.43,,2,,0.38,0.3,-0.3,,6.0,1.0,,1.0,2.0,2.0,,2.0,,1.0,,1.0,0.0404,30.387434258444,2.0,5.0,-0.11,,,,,,2.0,,,,,,
13981614,home,Fiorentina,Cher Ndour,,,ndour-cher,C. Ndour,M,27,190,2173,M,,1114422,EUR,1090886400,M,27,27,False,,31.0,22.0,3.0,1.0,0.0,11.0,14.0,11.0,17.0,5.0,6.0,1.0,1.0,2.0,1.0,,,,89.0,45.0,6.6,11.0,0.00825102,75.712653356827,8.0,-3.78,6.825,,2,,-0.06,-0.27,0.23,,2.0,,3.0,,,,,1.0,,2.0,2.0,,0.1704,,,,-0.5,3.0,1.0,,1.0,0.0816,1.0,1.0,,,,,
13981614,home,Fiorentina,Fabiano Parisi,,,fabiano-parisi,F. Parisi,D,65,178,788,M,,972886,EUR,973728000,F,65,65,False,,32.0,29.0,4.0,3.0,0.0,8.0,8.0,21.0,24.0,2.0,2.0,,,3.0,2.0,,,,83.0,45.0,7.1,9.0,0.175888,149.81116627784,15.0,73.185,24.78,,2,,0.29,0.38,0.14,,2.0,1.0,,,2.0,,1.0,,,,,1.0,0.0707,72.233488153724,3.0,2.0,-0.24,,2.0,,,0.3811,,,,,,,
13981614,home,Fiorentina,Moise Kean,,,moise-kean,M. Kean,F,20,183,15084,M,moise_kean,835601,EUR,951696000,F,20,20,False,,12.0,12.0,,,0.0,1.0,1.0,11.0,11.0,4.0,6.0,,1.0,,3.0,,,,90.0,29.0,6.6,7.0,0.00788861,78.062595690526,11.0,28.035,10.92,,2,,0.01,0.28,0.14,,2.0,,,1.0,5.0,3.0,,,1.0,,,2.0,0.5301,4.2126154583584,1.0,,-0.53,,1.0,,,0.4076,2.0,1.0,1.0,1.0,,,
