match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_totalCross,stat_unsuccessfulTouch,stat_shotOffTarget,stat_outfielderBlock,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,captain,stat_savedShotsFromInsideTheBox,stat_ownGoals,stat_bigChanceMissed
11451035,home,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186,12815,M,Livakovic40,190419,EUR,789609600,G,40,40,False,27.0,15.0,15.0,3.0,12.0,15.0,3.0,12.0,8.0,1.0,3.0,90.0,37.0,6.7,12.0,0.00046808,0,-0.4785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451035,home,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175,5509,M,,791616,EUR,883526400,D,21,21,False,35.0,28.0,2.0,1.0,16.0,17.0,12.0,18.0,7.0,,,83.0,59.0,7.2,9.0,0.0113852,0,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11451035,home,Fenerbahçe,Samet Akaydın,samet-akaydin,S. Akaydın,D,3,190,969,M,,863600,EUR,763516800,D,3,3,False,41.0,35.0,4.0,1.0,31.0,35.0,4.0,6.0,5.0,,,90.0,55.0,6.7,7.0,0.00100791,1,,,1.0,3.0,3.0,,1.0,,4.0,3.0,2.0,2.0,,,,1.0,1.0,2.0,0.0632,,,,,,,,,,,,,,,,
11451035,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189,3123,M,,1048324,EUR,988243200,D,24,24,False,52.0,43.0,8.0,3.0,33.0,37.0,10.0,16.0,4.0,,,90.0,66.0,6.7,11.0,0.0246375,0,,,,5.0,3.0,1.0,1.0,1.0,6.0,2.0,,,2.0,,,,,4.0,,Jayden Oosterwolde,,1.0,1.0,,,,,,,,,,,,
11451035,home,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,20994,M,ferdikadioglu,825844,EUR,939254400,D,7,7,False,44.0,39.0,3.0,2.0,18.0,18.0,21.0,27.0,4.0,,,90.0,59.0,6.9,8.0,0.025438,0,,,,3.0,2.0,1.0,1.0,,1.0,1.0,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,
11451035,home,Fenerbahçe,Miguel Crespo,miguel-crespo,M. Crespo,M,13,187,618,M,,972410,EUR,842400000,M,27,27,False,38.0,36.0,,,17.0,17.0,19.0,22.0,3.0,,,65.0,46.0,6.6,4.0,0.0131045,1,,,,6.0,1.0,,,,,,,,1.0,,,2.0,,4.0,0.0144,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11451035,home,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,fred08,243623,EUR,731289600,M,35,35,False,41.0,32.0,3.0,1.0,10.0,12.0,22.0,29.0,2.0,,,74.0,54.0,6.8,12.0,0.595685,1,,,,7.0,5.0,5.0,3.0,2.0,1.0,,1.0,1.0,2.0,,1.0,,,,0.161,,,,1.0,1.0,,1.0,,,,,,,,,
11451035,home,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180,4224,M,irfankahveci,226986,EUR,805766400,M,17,17,False,24.0,16.0,3.0,1.0,7.0,7.0,10.0,21.0,4.0,,,90.0,52.0,7.4,21.0,0.128161,1,,,,5.0,3.0,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,0.0198,,,4.0,6.0,,,2.0,1.0,1.0,1.0,0.5405,,,,,
11451035,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10874,M,szymanski_11,847983,EUR,926294400,M,53,53,False,29.0,25.0,2.0,2.0,8.0,9.0,18.0,22.0,2.0,,,90.0,41.0,7.1,8.0,0.438557,1,,,,8.0,1.0,2.0,3.0,,,,1.0,1.0,,,1.0,,,3.0,0.2703,,,2.0,,,,,1.0,1.0,1.0,0.3385,,,,,
11451035,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12216,M,dusantadic,38560,EUR,595987200,M,10,10,False,33.0,24.0,4.0,1.0,7.0,8.0,18.0,27.0,5.0,,,84.0,47.0,8.1,14.0,0.450888,1,,2.0,1.0,5.0,2.0,,,,1.0,,1.0,1.0,,,2.0,3.0,,1.0,0.0913,,,2.0,3.0,,,1.0,1.0,1.0,,0.0292,2.0,,,,
11451035,home,Fenerbahçe,Edin Džeko,edin-dzeko,E. Džeko,F,10,193,23278,M,EDzeko,14990,EUR,511401600,F,9,9,False,35.0,24.0,1.0,1.0,8.0,9.0,16.0,26.0,5.0,,,90.0,51.0,7.8,17.0,0.013112,3,,,4.0,6.0,6.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,2.0,0.6466,,,,3.0,,,1.0,,2.0,1.0,1.2637,,True,,,
11451035,home,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,,952600,EUR,917308800,M,5,5,True,18.0,16.0,1.0,1.0,11.0,12.0,5.0,6.0,3.0,,,25.0,24.0,6.9,3.0,0.00487725,0,,,,1.0,3.0,1.0,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
11451035,home,Fenerbahçe,Joshua King,joshua-king,J. King,F,7,180,2230,M,,100621,EUR,695433600,F,15,15,True,3.0,2.0,,,2.0,3.0,,,1.0,,,16.0,4.0,6.4,2.0,2.78e-05,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451035,home,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184,2870,M,,836683,EUR,923097600,D,16,16,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,14.0,5.0,6.8,,0.0002124,0,,,,,2.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
