match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_aerialWon,stat_bigChanceCreated,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented,stat_clearanceOffLine,stat_errorLeadToAShot
12499811,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,26.0,13.0,17.0,5.0,0.0,10.0,15.0,3.0,11.0,4.0,2.0,2.0,90.0,28.0,6.6,13.0,0.00113341,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6333,M,780014,EUR,878342400,D,23,23,False,,40.0,30.0,2.0,,0.0,10.0,12.0,20.0,30.0,5.0,,,90.0,61.0,7.0,16.0,0.0105892,0,,,2.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,73.0,66.0,6.0,2.0,0.0,33.0,34.0,33.0,39.0,11.0,,,90.0,79.0,7.3,8.0,0.472566,0,,,,,4.0,3.0,1.0,,2.0,,1.0,,,3.0,jonatah,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,70.0,63.0,8.0,3.0,0.0,37.0,38.0,26.0,32.0,3.0,,,90.0,80.0,7.0,10.0,0.0319216,1,,,,1.0,4.0,2.0,,,1.0,1.0,2.0,1.0,2.0,1.0,edmondtapsoba,,,,2.0,1.0,0.0319,,,,,,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,D,3,3,False,,48.0,40.0,1.0,1.0,0.0,15.0,16.0,27.0,37.0,3.0,,,90.0,72.0,7.5,15.0,0.473127,1,,,5.0,,5.0,5.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,pierohincapie,3.0,1.0,2.0,1.0,,0.0331,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,M,30,30,False,,26.0,22.0,1.0,1.0,0.0,2.0,2.0,20.0,30.0,5.0,,,90.0,54.0,6.6,16.0,0.0690328,2,,,6.0,4.0,9.0,5.0,3.0,,,,2.0,,2.0,1.0,jeremie_frimpong,1.0,,,,2.0,0.2911,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,,69.0,63.0,9.0,8.0,0.0,17.0,19.0,46.0,51.0,4.0,,,90.0,88.0,7.9,8.0,0.114489,0,,,1.0,,2.0,8.0,1.0,1.0,1.0,,3.0,2.0,1.0,1.0,Granit_Xhaka,2.0,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,False,,75.0,66.0,7.0,4.0,0.0,16.0,17.0,50.0,58.0,8.0,,,90.0,91.0,7.2,13.0,0.0849342,0,,,,,5.0,5.0,1.0,1.0,,2.0,3.0,1.0,2.0,3.0,exepalaciosok,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,,39.0,31.0,2.0,2.0,0.0,9.0,9.0,24.0,40.0,4.0,,,89.0,62.0,6.7,22.0,0.0378502,0,,,10.0,1.0,3.0,1.0,2.0,,,,,,4.0,1.0,grimaldo35,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Nathan Tella,nathan-tella,N. Tella,M,23,173,3098,M,920379,EUR,931132800,F,19,19,False,,14.0,12.0,,,0.0,5.0,6.0,7.0,9.0,2.0,,,85.0,36.0,6.6,7.0,0.0397658,6,,,1.0,4.0,6.0,9.0,3.0,2.0,,1.0,2.0,1.0,3.0,1.0,,1.0,,,,2.0,0.8795,,,3.0,,4.0,2.0,1.0,1.0,1.0,,,,,,,
12499811,home,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,,54.0,38.0,1.0,,0.0,9.0,10.0,29.0,47.0,2.0,,,90.0,88.0,7.0,32.0,0.301897,4,,,3.0,1.0,12.0,8.0,11.0,6.0,,,,,1.0,,FWirtz,,,2.0,,3.0,0.5697,,6.0,,,2.0,1.0,,,1.0,0.2476,,,,,,
12499811,home,Bayer 04 Leverkusen,Amine Adli,amine-adli,A. Adli,F,21,174,17615,M,991478,EUR,957916800,F,21,21,True,,2.0,,,,0.0,,,,2.0,,,,10.0,4.0,6.2,3.0,,1,,,,1.0,1.0,,,,,,,,1.0,,amine_ad10,,,,,,0.3575,,,,,,1.0,,,1.0,0.3608,,,,,,
12499811,home,Bayer 04 Leverkusen,Patrik Schick,patrik-schick,P. Schick,F,14,191,10655,M,280609,EUR,822441600,F,14,14,True,,,,,,0.0,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,p_shicky,,,,,,,,,,,,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Matěj Kovář,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Arthur,arthur,Arthur,D,13,173,2973,M,1174761,EUR,1047859200,D,13,13,True,,,,,,,,,,,,,,,,,,,0,Arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Aleix García,aleix-garcia,A. García,M,24,173,4597,M,796047,EUR,867456000,M,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,AlexGarcia97,,,,,,,,,,,,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170,7661,M,783126,EUR,851472000,M,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,EM10Buendia,,,,,,,,,,,,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Victor Okoh Boniface,victor-okoh-boniface,V. O. Boniface,F,22,193,28590,M,978521,EUR,977529600,F,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,boniface_jrn,,,,,,,,,,,,,,,,,,,,,,
12499811,home,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,M,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499811,away,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,8959,EUR,512265600,G,1,1,False,True,49.0,35.0,27.0,14.0,0.0,29.0,34.0,6.0,15.0,7.0,1.0,1.0,90.0,59.0,7.4,15.0,0.00337081,0,,,,,,1.0,,,3.0,,,,,,MNeuer,1.0,,,,,,,,,,1.0,,,,,,2.0,2.0,1.0,0.6085,,
12499811,away,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,D,27,27,False,,26.0,19.0,,,0.0,10.0,15.0,9.0,12.0,4.0,,,90.0,40.0,6.6,9.0,0.00493575,0,,,1.0,1.0,8.0,3.0,,,2.0,2.0,2.0,1.0,,2.0,KonradLaimer,,,,4.0,,,,1.0,,,1.0,,,,,,,,,,,
12499811,away,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,798583,EUR,909446400,D,2,2,False,,55.0,44.0,3.0,,0.0,35.0,41.0,9.0,14.0,6.0,,,90.0,75.0,7.7,11.0,0.00634578,0,,,,,5.0,11.0,1.0,1.0,6.0,4.0,5.0,3.0,,3.0,Upamecano,4.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,
