match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name,playerName,reason,rescinded,from,confirmed,description
13078960,FT,3.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
13078960,,,,,90,3.0,,1,,,substitution,123362648.0,False,True,regular,,,,,,,,,
13078960,,,,,90,3.0,,1,,,substitution,123362647.0,False,True,regular,,,,,,,,,
13078960,,,,,90,0.0,,1,,,injuryTime,,,,,4.0,,,,,,,,
13078960,,,,,89,,,2,,,substitution,123362622.0,False,True,regular,,,,,,,,,
13078960,,,,,89,,,2,,,substitution,123362623.0,False,True,regular,,,,,,,,,
13078960,,,,,86,,,5,,,substitution,123362617.0,False,True,regular,,,,,,,,,
13078960,,,,,83,,,8,,,substitution,123362607.0,False,False,regular,,,,,,,,,
13078960,,3.0,1.0,,81,,,10,,,goal,191920603.0,,True,regular,,1137900.0,Louis Oppie,,,,,,
13078960,,,,,75,,,16,,,substitution,123362577.0,False,False,regular,,,,,,,,,
13078960,,,,,75,,,16,,,substitution,123362578.0,False,False,regular,,,,,,,,,
13078960,,2.0,1.0,,63,,,28,,,goal,191919321.0,,False,regular,,111483.0,Michael Gregoritsch,,,,,,
13078960,,,,,54,,,37,,,card,121768599.0,,False,yellow,,1014222.0,Kiliann Sildillia,Kiliann Sildillia,Foul,False,,,
13078960,,,,,46,,,45,,,substitution,123362488.0,False,False,regular,,,,,,,,,
13078960,,,,,46,,,45,,,substitution,123362476.0,True,False,injury,,,,,,,,,
13078960,HT,2.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
13078960,,,,,45,0.0,,1,,,injuryTime,,,,,5.0,,,,,,,,
13078960,,2.0,0.0,,36,,,10,,,goal,191916307.0,,True,penalty,,1514419.0,Julian Kania,,,,penalty,,
13078960,,,,,35,,,11,,,card,121768517.0,,False,yellow,,569784.0,Maximilian Eggestein,Maximilian Eggestein,Argument,False,,,
13078960,,,,,34,,,12,,,varDecision,29935.0,,True,penaltyNotAwarded,,836708.0,Sam Schreck,,,,,False,
13078960,,1.0,0.0,,28,,,18,,,goal,191915874.0,,True,regular,,886258.0,Christopher Lannert,,,,,,
13078960,,,,,18,,,28,,,inGamePenalty,118505461.0,,False,missed,,882019.0,Florent Muslija,,goalkeeperSave,,,,Goalkeeper save
13078960,,,,,15,,,31,,,card,121768460.0,,True,yellow,,1014486.0,Maximilian Großer,Maximilian Großer,Foul,False,,,
