match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,player_firstName,player_lastName,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_penaltyConceded
10381992,home,AFC Ajax,Remko Pasveer,remko-pasveer,R. Pasveer,G,22,186,801,M,2622,EUR,437097600,G,22,22,False,28.0,25.0,5.0,2.0,24.0,25.0,1.0,3.0,9.0,1.0,1.0,90.0,33.0,6.5,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381992,home,AFC Ajax,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2450,M,982778,EUR,1042848000,D,15,15,False,38.0,35.0,1.0,1.0,12.0,12.0,24.0,27.0,3.0,,,84.0,64.0,7.7,6.0,1,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10381992,home,AFC Ajax,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21701,M,958959,EUR,992736000,D,2,2,False,53.0,50.0,5.0,3.0,22.0,22.0,28.0,31.0,5.0,,,90.0,59.0,6.3,5.0,2,,,,,3.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,,jurrientimber,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10381992,home,AFC Ajax,Daley Blind,daley-blind,D. Blind,D,17,180,2817,M,44864,EUR,636940800,D,17,17,False,117.0,110.0,14.0,11.0,47.0,50.0,63.0,67.0,9.0,,,90.0,133.0,7.7,11.0,0,,,,1.0,5.0,5.0,2.0,1.0,1.0,1.0,,1.0,4.0,3.0,1.0,1.0,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,
10381992,home,AFC Ajax,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174,794,M,836673,EUR,943747200,D,5,5,False,43.0,37.0,4.0,3.0,5.0,7.0,32.0,39.0,4.0,,,90.0,68.0,7.5,13.0,1,,3.0,,2.0,4.0,5.0,1.0,1.0,1.0,2.0,,1.0,3.0,2.0,1.0,,3.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,
10381992,home,AFC Ajax,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12245,M,38560,EUR,595987200,M,10,10,False,40.0,33.0,3.0,1.0,2.0,2.0,33.0,46.0,2.0,,,84.0,58.0,6.4,20.0,1,1.0,8.0,2.0,,6.0,,5.0,1.0,,,,,,,,,5.0,dusantadic,,,1.0,,,,,,,True,1.0,,,,,,,
10381992,home,AFC Ajax,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10882,M,847151,EUR,877651200,M,4,4,False,76.0,71.0,7.0,5.0,27.0,29.0,44.0,47.0,10.0,,,90.0,83.0,7.3,5.0,1,1.0,,,2.0,2.0,1.0,,,,,1.0,2.0,1.0,1.0,,,2.0,EdsonAlvarez19,,,,,,,,,,,,,,,,,,
10381992,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3631,M,959806,EUR,1021507200,M,8,8,False,37.0,30.0,,,6.0,7.0,24.0,30.0,1.0,,,69.0,52.0,7.5,11.0,3,,,,,5.0,4.0,2.0,2.0,1.0,,,,3.0,,1.0,1.0,2.0,,,1.0,,1.0,,,,,,,2.0,1.0,,,,,,
10381992,home,AFC Ajax,Antony,antony,Antony,M,7,172,219117,M,958380,EUR,951350400,F,11,11,False,57.0,46.0,3.0,2.0,8.0,8.0,40.0,51.0,4.0,,,90.0,86.0,9.4,19.0,4,1.0,2.0,2.0,,3.0,9.0,1.0,9.0,7.0,2.0,1.0,,,,3.0,,2.0,Antony,,,,1.0,,,,,2.0,,2.0,1.0,,,,,,
10381992,home,AFC Ajax,Brian Brobbey,brobbey-brian,B. Brobbey,F,9,180,7090,M,910048,EUR,1012521600,F,9,9,False,11.0,9.0,,,2.0,2.0,7.0,9.0,,,,69.0,20.0,6.6,3.0,3,1.0,,,2.0,2.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,,2.0,brianbrobbeyy,1.0,,2.0,1.0,,,1.0,,,,1.0,,1.0,,,,,
10381992,home,AFC Ajax,Steven Bergwijn,steven-bergwijn,S. Bergwijn,M,34,178,5149,M,361798,EUR,876268800,F,7,7,False,38.0,30.0,1.0,1.0,3.0,3.0,27.0,35.0,3.0,,,70.0,52.0,9.4,13.0,4,,,,,2.0,4.0,,2.0,,,,,2.0,2.0,2.0,,,StevenBergwijn,,,,,,,,,2.0,,4.0,3.0,2.0,,,,,
10381992,home,AFC Ajax,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179,1575,M,97410,EUR,730252800,M,6,6,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,21.0,4.0,6.6,,0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10381992,home,AFC Ajax,Lorenzo Lucca,lorenzo-lucca,L. Lucca,F,20,201,5041,M,962364,EUR,968544000,F,18,18,True,1.0,1.0,,,,,1.0,1.0,,,,21.0,3.0,6.2,,1,,,,,,2.0,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,1.0,,,,,
10381992,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182,1909,M,100386,EUR,693100800,F,23,23,True,25.0,23.0,1.0,1.0,5.0,5.0,19.0,21.0,,,,20.0,32.0,7.2,4.0,3,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,
10381992,home,AFC Ajax,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191,843,M,831677,EUR,943574400,D,3,3,True,6.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,,,11.0,8.0,6.7,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10381992,home,AFC Ajax,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89569,M,905163,EUR,965174400,M,20,20,True,9.0,9.0,2.0,2.0,6.0,6.0,3.0,3.0,3.0,,,11.0,12.0,6.9,1.0,0,,,,,,2.0,,2.0,2.0,,,,,,1.0,,,Kudus,,,,,,,,,,,,,,,,,,
10381992,home,AFC Ajax,Maarten Stekelenburg,maarten-stekelenburg,M. Stekelenburg,G,21,197,199,,1941,EUR,401500800,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381992,home,AFC Ajax,Jay Gorter,jay-gorter,J. Gorter,G,1,190,472,M,981603,EUR,959644800,G,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381992,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182,1216,M,1000228,EUR,1047859200,D,25,25,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381992,home,AFC Ajax,Lisandro Magallán,lisandro-magallan,L. Magallán,D,16,185,275,M,248125,EUR,749088000,D,29,29,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381992,home,AFC Ajax,Sean Klaiber,sean-klaiber,S. Klaiber,D,31,184,217,M,336535,EUR,775612800,D,12,12,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381992,away,FC Groningen,Michael Verrips,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,20,20,False,42.0,34.0,21.0,14.0,25.0,27.0,9.0,15.0,6.0,5.0,5.0,90.0,52.0,5.9,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,2.0,2.0,,
10381992,away,FC Groningen,Neraysho Kasanwirjo,neraysho-kasanwirjo,N. Kasanwirjo,D,21,185,416,M,961678,EUR,1013990400,D,21,21,False,21.0,18.0,6.0,5.0,12.0,15.0,6.0,7.0,7.0,,,89.0,44.0,6.1,7.0,0,,1.0,,,4.0,4.0,1.0,,,,,2.0,4.0,2.0,1.0,1.0,1.0,,,2.0,,,,,2.0,1.0,,,,,,,,,,
10381992,away,FC Groningen,Mike te Wierik,mike-te-wierik,M. t. Wierik,D,23,191,47,M,127554,EUR,707961600,D,5,5,False,30.0,25.0,5.0,2.0,18.0,18.0,7.0,12.0,4.0,,,90.0,48.0,6.0,7.0,1,,,,,2.0,2.0,,2.0,,,,2.0,1.0,1.0,,,,,1.0,,,1.0,,,8.0,1.0,,,,,,,,,,
10381992,away,FC Groningen,Radinio Balker,balker-radinio,R. Balker,D,12,190,152,M,947049,EUR,904780800,D,12,12,False,39.0,32.0,10.0,4.0,24.0,25.0,8.0,14.0,2.0,,,90.0,52.0,6.3,9.0,0,,,,2.0,3.0,4.0,,,,,,4.0,2.0,1.0,1.0,,,,2.0,1.0,,,,,3.0,1.0,,,,,,,,,1.0,
10381992,away,FC Groningen,Isak Dybvik Määttä,isak-dybvik-maatta,I. D. Määttä,F,25,188,289,M,980915,EUR,1000857600,D,18,18,False,19.0,14.0,4.0,2.0,11.0,13.0,3.0,6.0,4.0,,,90.0,37.0,4.4,10.0,0,,,,,8.0,1.0,,2.0,,,,1.0,,,2.0,3.0,,,,4.0,,,,,3.0,,1.0,,,,,,,,,1.0
10381992,away,FC Groningen,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1940,M,877037,EUR,959299200,M,27,27,False,10.0,3.0,,,1.0,1.0,2.0,10.0,1.0,,,62.0,21.0,6.9,11.0,2,,1.0,,,2.0,4.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,
