match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_totalCross,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_penaltyWon,player_sofascoreId
11391385,home,Lorient,Eli Junior Kroupi,eli-junior-kroupi,E. J. Kroupi,F,22,179,7447,M,1426228,EUR,1151020800,F,22,22,False,14.0,13.0,,,6.0,7.0,7.0,7.0,5.0,,3.0,2.0,,,,,,69.0,24.0,7.2,3.0,0.0158968,1,,,,1.0,4.0,1.0,,1.0,1.0,3.0,,,,,,0.0272,,1.0,1.0,1.0,1.0,0.0193,1.0,,,1.0,,,,,,,,,
11391385,home,Lorient,Mohamed Bamba,mohamed-bamba,M. Bamba,F,9,185,944,M,1405239,EUR,1007942400,F,9,9,True,4.0,4.0,,,2.0,2.0,2.0,2.0,4.0,,2.0,3.0,,,,,,21.0,9.0,7.4,,0.0303817,1,,,,2.0,2.0,,,,,1.0,1.0,,,,,0.319,,,,1.0,,0.6209,,,,,,,1.0,,,,,,
11391385,home,Lorient,Nathaniel Adjei,nathaniel-adjei,N. Adjei,D,32,191,432,M,1103079,EUR,1029888000,D,32,32,True,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,11.0,7.0,6.0,1.0,0.00019702,0,,Nathaniel Adjei,,1.0,2.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11391385,home,Lorient,Dominique Youfeigane,dominique-youfeigane,D. Youfeigane,G,,188,55,M,989832,EUR,949881600,G,94,94,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391385,home,Lorient,Gino Caoki,gino-caoki,G. Caoki,D,15,178,8,M,1634358,EUR,1090022400,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,,0,,Gino Caoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391385,home,Lorient,Loris Mouyokolo,mouyokolo-loris,L. Mouyokolo,D,24,194,63,M,1094793,EUR,990489600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391385,home,Lorient,Aurelien Pelon,pelon-aurelien,A. Pelon,D,17,186,18,M,1486795,EUR,1083801600,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391385,home,Lorient,Bonke Innocent,bonke-innocent,B. Innocent,M,,180,154,M,587402,EUR,822096000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391385,home,Lorient,Jean-Victor Makengo,jean-victor-makengo,J. Makengo,M,17,177,232,M,802138,EUR,897609600,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391385,home,Lorient,Royce Openda,openda-royce,R. Openda,F,35,164,1608,M,1634359,EUR,1019347200,F,35,35,True,,,,,,,,,,,,,,,,,,,,,,,0,,Royce Openda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391385,away,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196,105,M,798306,EUR,765676800,G,30,30,False,21.0,15.0,11.0,6.0,12.0,15.0,3.0,6.0,,1.0,6.0,,,3.0,,1.0,1.0,90.0,30.0,6.5,6.0,0.00031258,0,-1.5321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
11391385,away,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,52.0,41.0,10.0,6.0,19.0,22.0,22.0,33.0,6.0,1.0,7.0,1.0,,,,,,90.0,76.0,6.7,19.0,0.090105,1,,,,2.0,8.0,3.0,1.0,1.0,1.0,3.0,,1.0,1.0,,2.0,0.2228,3.0,2.0,2.0,,1.0,,1.0,True,,,,,,,,,,,
11391385,away,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195,254,M,980406,EUR,1010966400,D,6,6,False,61.0,56.0,9.0,4.0,34.0,35.0,22.0,26.0,1.0,3.0,3.0,,,,,,,90.0,64.0,6.1,5.0,0.0210769,0,,,,1.0,5.0,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
11391385,away,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,52.0,44.0,6.0,2.0,22.0,24.0,22.0,28.0,6.0,5.0,1.0,1.0,,,,,,90.0,63.0,6.8,8.0,0.0105096,2,,,,4.0,3.0,,,1.0,1.0,2.0,,1.0,1.0,,1.0,0.2011,,,,,,,,,,,,,,1.0,,,,,
11391385,away,Le Havre,Christopher Operi,christopher-operi,C. Operi,D,21,182,1311,M,858977,EUR,862272000,D,27,27,False,58.0,43.0,4.0,,18.0,26.0,29.0,47.0,8.0,2.0,10.0,,,,,,,90.0,101.0,6.5,29.0,0.174433,2,,,,3.0,6.0,5.0,,2.0,,,2.0,1.0,,,2.0,0.0752,15.0,,3.0,1.0,1.0,0.1863,4.0,,,,4.0,,,,,,1.0,,
11391385,away,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,M,7,7,False,17.0,11.0,,,8.0,9.0,3.0,8.0,5.0,,2.0,,,,,,,56.0,25.0,6.6,8.0,0.0042994,0,,,,2.0,1.0,1.0,,2.0,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,
11391385,away,Le Havre,Daler Kuzyaev,daler-kuzyaev,D. Kuzyaev,M,14,182,744,M,541426,EUR,727056000,M,14,14,False,37.0,31.0,,,17.0,20.0,14.0,18.0,7.0,,1.0,1.0,,,,,,70.0,46.0,6.5,9.0,0.0137033,0,,,,2.0,3.0,,,4.0,2.0,,,,,,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,
11391385,away,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,M,8,8,False,48.0,41.0,3.0,1.0,21.0,24.0,20.0,24.0,7.0,,3.0,5.0,,,,,,85.0,60.0,6.2,11.0,0.0170752,0,,,,2.0,11.0,1.0,,,,1.0,4.0,,1.0,,3.0,,,2.0,,,1.0,,1.0,,,,,,,,,,,,
11391385,away,Le Havre,Antoine Joujou,joujou-antoine,A. Joujou,F,77,189,199,M,1463265,EUR,1047427200,M,21,21,False,25.0,20.0,,,4.0,5.0,16.0,20.0,8.0,,6.0,2.0,,,,,,90.0,45.0,6.9,10.0,0.103323,2,,Antoine Joujou,,2.0,9.0,3.0,,2.0,2.0,4.0,,,,,1.0,0.0655,,4.0,2.0,,,,1.0,,,,,,,2.0,,,,,
11391385,away,Le Havre,Emmanuel Sabbi,emmanuel-sabbi,E. Sabbi,F,11,175,311,M,880765,EUR,882921600,F,11,11,False,7.0,5.0,2.0,2.0,,1.0,5.0,6.0,2.0,,,1.0,,,,,,56.0,13.0,7.0,3.0,0.0162441,1,,,,,4.0,,,1.0,1.0,2.0,1.0,,,,2.0,0.7884,,,,1.0,1.0,0.9933,,,,,,,1.0,,,,,,
11391385,away,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178,9086,M,1035986,EUR,1001289600,F,23,23,False,27.0,22.0,,,3.0,3.0,19.0,25.0,4.0,,1.0,2.0,,,,,,70.0,35.0,7.3,7.0,0.0347738,1,,,,1.0,4.0,1.0,,,,3.0,1.0,,,,,0.0567,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,
11391385,away,Le Havre,Oussama Targhalline,oussama-targhalline,O. Targhalline,M,28,186,7779,M,1095731,EUR,1021852800,M,5,5,True,43.0,41.0,2.0,2.0,16.0,17.0,25.0,26.0,1.0,,3.0,,,,,,,34.0,44.0,6.7,2.0,0.0223078,1,,Oussama Targhalline,,1.0,,,,,,,,,,,,0.0293,,,,,,,,,,,,,,1.0,,,,,targhaoussama
11391385,away,Le Havre,Steve Ngoura,ngoura-steve,S. Ngoura,F,9,193,398,M,1394411,EUR,1109030400,F,13,13,True,9.0,8.0,,,,,8.0,9.0,1.0,,2.0,,,,,,,34.0,12.0,6.7,3.0,0.116332,0,,,,1.0,4.0,,,,,,1.0,,,,2.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,
11391385,away,Le Havre,Nabil Alioui,alioui-nabil,N. Alioui,F,10,175,375,M,873049,EUR,919296000,F,10,10,True,10.0,9.0,2.0,1.0,1.0,1.0,10.0,12.0,,,1.0,,,,,,,20.0,17.0,7.0,2.0,0.25961,2,,,,,1.0,,,,,1.0,,,,,,0.0913,3.0,,,,,,1.0,,,1.0,2.0,,,2.0,,,,,
11391385,away,Le Havre,André Ayew,andre-ayew,A. Ayew,F,24,176,5860,M,27035,EUR,629856000,F,28,28,True,6.0,6.0,,,4.0,4.0,2.0,3.0,1.0,,1.0,,,,,,,20.0,11.0,8.5,2.0,0.00117636,2,,,,1.0,2.0,,,,,1.0,,,,,1.0,0.1425,1.0,,,2.0,,0.6174,,,,,,,2.0,,,,,,andreayew10
11391385,away,Le Havre,Rassoul Ndiaye,rassoul-ndiaye,R. Ndiaye,M,14,179,1884,M,992026,EUR,1008028800,M,19,19,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,11.0,2.0,6.3,,0.00011125,0,,,,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11391385,away,Le Havre,Mathieu Gorgelin,mathieu-gorgelin,M. Gorgelin,G,16,187,120,M,123226,EUR,649814400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391385,away,Le Havre,Oualid El Hajjam,oualid-el-hajjam,O. E. Hajjam,D,2,180,439,M,363532,EUR,666921600,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391385,away,Le Havre,Alois Confais,confais-alois,A. Confais,M,27,174,36,M,794374,EUR,842054400,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391385,away,Le Havre,Samuel Grandsir,samuel-grandsir,S. Grandsir,M,,168,123,M,839112,EUR,839980800,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
