match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_challengeLost,stat_wasFouled,stat_totalCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_clearanceOffLine
14035946,home,Royale Union Saint-Gilloise,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205.0,781,M,852394,EUR,948585600,G,37,37,False,34.0,28.0,13.0,7.0,0.0,25.0,27.0,3.0,7.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,41.0,7.6,6.0,0.00102393,53.721383656937,5.0,43.05,19.32,0.3996,0,0.3104,0.07,0.01,0.25,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035946,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196.0,311,M,303634,EUR,686793600,D,16,16,False,59.0,53.0,9.0,6.0,0.0,46.0,48.0,7.0,11.0,15.0,2.0,,,,,,90.0,88.0,7.8,7.0,0.00324931,99.853070944766,15.0,60.69,16.17,,2,,0.18,0.06,0.58,,True,2.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.2425,-0.04,,,,,,,,,,,,,,,,,,
14035946,home,Royale Union Saint-Gilloise,Fedde Leysen,fedde-leysen,F. Leysen,D,48,191.0,390,M,1088899,EUR,1057708800,D,48,48,False,6.0,4.0,2.0,,0.0,3.0,5.0,1.0,1.0,,,,,,,,12.0,7.0,6.5,2.0,0.0007381,,,,,,0,,0.02,,-0.03,,,,,1.0,,,,,,,,,1.0,,,Fedde Leysen,,,,,,,,,,,,,,,,,
14035946,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175.0,9946,M,895327,EUR,878860800,D,5,5,False,55.0,42.0,7.0,2.0,0.0,26.0,30.0,16.0,25.0,8.0,3.0,,,,,,90.0,85.0,7.7,13.0,0.0669553,73.803193777252,9.0,20.475,15.645,,0,,0.34,0.18,0.44,,,3.0,1.0,6.0,9.0,,,,,2.0,6.0,6.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,
14035946,home,Royale Union Saint-Gilloise,Kamiel Van de Perre,van-de-perre-kamiel,K. V. D. Perre,M,6,181.0,375,M,1146316,EUR,1076544000,M,6,6,False,42.0,29.0,5.0,2.0,0.0,16.0,19.0,13.0,23.0,1.0,9.0,,,,,,65.0,48.0,7.3,15.0,0.0786006,39.687834459187,7.0,11.865,10.29,,0,,0.16,0.03,0.17,,,2.0,1.0,3.0,3.0,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
14035946,home,Royale Union Saint-Gilloise,Louis Patris,louis-patris,L. Patris,M,27,187.0,275,M,923972,EUR,991872000,M,27,27,False,30.0,19.0,3.0,1.0,0.0,10.0,13.0,9.0,17.0,5.0,2.0,,,,,,90.0,52.0,8.0,14.0,0.253396,111.05521851044,12.0,74.025,16.17,,1,,0.36,0.3,0.2,,,2.0,4.0,7.0,7.0,1.0,,,,3.0,2.0,,3.0,0.0843,-0.2,,,1.0,,4.0,1.0,1.0,,2.0,1.0,0.0483,2.0,,,,,,
14035946,home,Royale Union Saint-Gilloise,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184.0,6525,M,1000472,EUR,947116800,M,8,8,False,54.0,44.0,2.0,2.0,0.0,21.0,23.0,23.0,31.0,3.0,5.0,,,,,,90.0,68.0,6.7,13.0,0.165758,78.574346479401,10.0,-5.25,11.55,,0,,0.3,0.01,-0.01,,,1.0,,5.0,,1.0,,,,2.0,,,1.0,,,,,2.0,,3.0,,,1.0,2.0,,,1.0,AdemZorgane,,,,,
14035946,home,Royale Union Saint-Gilloise,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179.0,194,M,133164,EUR,764380800,M,17,17,False,47.0,39.0,2.0,2.0,1.0,19.0,24.0,20.0,23.0,,6.0,,,,,,87.0,60.0,7.0,12.0,0.167971,111.8686172362,11.0,42.84,18.375,,3,,0.41,0.16,-0.01,,,1.0,1.0,8.0,2.0,2.0,1.0,2.0,,,,,5.0,0.286,-0.11,,,,,3.0,1.0,1.0,1.0,2.0,,,4.0,,,,,,
14035946,home,Royale Union Saint-Gilloise,Anan Khalaili,khalaili-anan,A. Khalaili,M,25,183.0,2317,M,1403362,EUR,1094169600,M,25,25,False,41.0,34.0,4.0,2.0,0.0,19.0,24.0,15.0,17.0,3.0,9.0,,,,,,90.0,66.0,8.2,13.0,0.295077,193.97166795716,18.0,105.84,34.125,,1,,0.49,0.43,0.21,,,1.0,6.0,4.0,13.0,1.0,,1.0,,2.0,4.0,3.0,,0.0269,-0.09,,,1.0,,1.0,4.0,3.0,3.0,1.0,,,2.0,,1.0,,,,
14035946,home,Royale Union Saint-Gilloise,Kevin Rodriguez,rodriguez-kevin,K. Rodríguez,F,13,190.0,3056,M,1431770,EUR,952128000,F,13,13,False,19.0,10.0,,,1.0,5.0,11.0,5.0,8.0,,3.0,,,,,,90.0,50.0,6.2,24.0,0.0114618,84.930242607268,13.0,24.045,12.495,,6,,-0.17,0.38,0.18,,,4.0,2.0,13.0,9.0,4.0,3.0,1.0,,,2.0,1.0,1.0,0.5408,-0.68,Kevin Rodríguez,,1.0,4.0,1.0,4.0,1.0,5.0,,2.0,0.2189,3.0,,1.0,1.0,,,
14035946,home,Royale Union Saint-Gilloise,Promise David,promise-david,P. David,F,12,196.0,4992,M,1119328,EUR,994118400,F,12,12,False,12.0,5.0,1.0,,0.0,2.0,2.0,3.0,10.0,1.0,1.0,,,,,,65.0,26.0,7.2,12.0,0.00212705,36.596084579141,7.0,20.37,7.98,,3,,-0.41,0.3,0.15,,,3.0,3.0,5.0,5.0,,1.0,,,1.0,,,1.0,0.4642,0.46,Promise David,,,2.0,1.0,1.0,,3.0,,2.0,0.581,,,,,1.0,,
14035946,home,Royale Union Saint-Gilloise,Ross Sykes,ross-sykes,R. Sykes,D,26,196.0,234,M,845558,EUR,922406400,D,26,26,True,48.0,37.0,13.0,5.0,0.0,20.0,25.0,17.0,23.0,9.0,,,,,,,78.0,70.0,6.9,14.0,0.0939904,27.001552636918,3.0,-3.885,7.56,,0,,0.27,0.01,-0.03,,,1.0,3.0,5.0,5.0,1.0,,,,3.0,2.0,,2.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,
14035946,home,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180.0,239,M,834244,EUR,880416000,M,4,4,True,8.0,8.0,1.0,1.0,0.0,1.0,1.0,7.0,7.0,1.0,1.0,,,,,,25.0,13.0,6.7,,0.0123953,16.132685422936,2.0,-0.73499999999999,5.985,,0,,0.11,-0.33,-0.04,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,
14035946,home,Royale Union Saint-Gilloise,Raul Florucz,raul-florucz,R. Florucz,F,30,182.0,964,M,1022491,EUR,992131200,F,30,30,True,6.0,5.0,,,0.0,,,5.0,6.0,,,,,,,,25.0,11.0,7.0,4.0,0.0210405,20.787221686102,2.0,19.635,12.705,,1,,0.17,0.04,0.0,,,,,2.0,,1.0,,,,,,,,0.541,0.32,,,,,,1.0,,1.0,,1.0,0.9889,,,,,1.0,,
14035946,home,Royale Union Saint-Gilloise,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167.0,2677,M,964764,EUR,1019260800,M,10,10,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,,,,,,,3.0,9.0,,3.0,0.0226878,29.520354486354,1.0,29.505,29.505,,0,,,,,,,,,2.0,2.0,1.0,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
14035946,home,Royale Union Saint-Gilloise,Vic Chambaere,chambaere-vic,V. Chambaere,G,1,190.0,143,M,1108599,EUR,1042156800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035946,home,Royale Union Saint-Gilloise,Mamadou Barry,mamadou-barry,M. Barry,D,3,195.0,286,M,1839317,EUR,1111276800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Mamadou Barry,,,,,,,,,,,,,,,,,
14035946,home,Royale Union Saint-Gilloise,Marc Giger,marc-giger,M. Giger,M,20,186.0,215,M,1406947,EUR,1080345600,F,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035946,home,Royale Union Saint-Gilloise,Sofiane Boufal,sofiane-boufal,S. Boufal,F,17,175.0,14022,M,257205,EUR,748224000,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sofianeboufal_19,,,,,
14035946,home,Royale Union Saint-Gilloise,Guilherme Smith,guilherme-da-silva,G. Smith,F,11,183.0,665,M,1820381,EUR,1055289600,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035946,away,Cercle Brugge,Maxime Delanghe,maxime-delanghe,M. Delanghe,G,21,189.0,144,M,909953,EUR,990576000,G,21,21,False,18.0,11.0,13.0,6.0,0.0,8.0,11.0,3.0,7.0,2.0,4.0,,3.0,3.0,1.0,1.0,90.0,24.0,6.3,7.0,0.00120331,3.4110738778279,1.0,-3.255,-3.255,0.137,0,-0.1628,0.0,-0.01,-0.2,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035946,away,Cercle Brugge,Gary Magnee,magnee-gary,G. Magnee,M,15,173.0,149,M,990265,EUR,939686400,D,15,15,False,36.0,22.0,8.0,2.0,0.0,9.0,11.0,13.0,25.0,1.0,8.0,,,,,,90.0,79.0,7.0,30.0,0.208301,126.57485487537,19.0,-37.8,9.03,,0,,0.24,0.13,-0.2,,,4.0,1.0,10.0,6.0,2.0,,,2.0,,3.0,2.0,,,,,,3.0,,8.0,3.0,2.0,1.0,1.0,,,2.0,,1.0,,,,
