match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_fouls,captain,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_bigChanceMissed
11450060,home,Adana Demirspor,Shahrudin Mahammadaliyev,,,sahrudin-mahammadaliyev,Ş. Mahammadaliev,G,1,185,5783,M,shahrudin1,813105,EUR,771379200,G,71,71,False,29.0,29.0,3.0,3.0,29.0,29.0,2.0,6.0,1.0,3.0,4.0,1.0,1.0,1.0,90.0,41.0,8.1,0.00015656,0,0.8427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450060,home,Adana Demirspor,Youcef Atal,,,youcef-atal,Y. Atal,D,20,176,9823,M,youcefatal,894238,EUR,832291200,D,31,31,False,34.0,24.0,1.0,1.0,14.0,17.0,,6.0,,,,,,,90.0,70.0,7.8,0.193652,1,,11.0,21.0,4.0,1.0,1.0,3.0,5.0,9.0,1.0,8.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,19.0,0.0345,3.0,,,,,,,,,
11450060,home,Adana Demirspor,Andreaw Gravillon,,,andreaw-gravillon,A. Gravillon,D,26,188,179,M,,827934,EUR,886896000,D,5,5,False,50.0,44.0,8.0,3.0,27.0,29.0,2.0,2.0,,,,,,,90.0,60.0,6.9,0.0112034,1,,17.0,21.0,,,3.0,,5.0,2.0,1.0,2.0,2.0,,,2.0,,,,8.0,0.016,,1.0,1.0,,,,,,,
11450060,home,Adana Demirspor,Semih Güler,,,semih-guler,S. Güler,D,6,184,112,M,,325155,EUR,786153600,D,4,4,False,69.0,57.0,13.0,7.0,36.0,39.0,1.0,1.0,,,,,,,90.0,81.0,7.5,0.0316682,1,,21.0,30.0,,,2.0,2.0,3.0,5.0,,,,,,2.0,3.0,1.0,,15.0,0.0654,1.0,,1.0,True,1.0,1.0,2.0,1.0,,
11450060,home,Adana Demirspor,Milad Mohammadi,,,milad-mohammadi,M. Mohammadi,D,4,178,1050,M,,812531,EUR,749260800,D,13,13,False,34.0,24.0,2.0,,12.0,16.0,1.0,5.0,,,,,,,90.0,56.0,7.5,0.184234,4,,14.0,24.0,6.0,2.0,1.0,,6.0,4.0,3.0,,,,2.0,,1.0,,,15.0,0.2161,4.0,2.0,2.0,,,,4.0,4.0,,
11450060,home,Adana Demirspor,Édouard Michut,,,edouard-michut,É. Michut,M,20,178,701,M,,1048011,EUR,1046736000,M,20,20,False,27.0,24.0,,,14.0,15.0,1.0,3.0,,,,,,,71.0,36.0,7.2,0.00654628,0,,10.0,12.0,,,,1.0,2.0,6.0,2.0,2.0,2.0,,,2.0,,1.0,,3.0,,1.0,,,,,,2.0,1.0,,
11450060,home,Adana Demirspor,Maestro,,,maestro,Maestro,M,58,173,1198,M,,1002146,EUR,1059955200,M,58,58,False,53.0,50.0,2.0,2.0,22.0,24.0,1.0,11.0,,,,,,,90.0,72.0,7.3,0.0383432,0,,28.0,29.0,,,,3.0,8.0,11.0,1.0,6.0,4.0,,,2.0,1.0,3.0,,10.0,,1.0,,1.0,,,,1.0,1.0,4.0,
11450060,home,Adana Demirspor,Yusuf Sarı,,,yusuf-sari,Y. Sarı,M,7,168,562,M,,896364,EUR,911520000,M,7,7,False,26.0,20.0,4.0,3.0,4.0,4.0,1.0,1.0,,,,,,,90.0,45.0,7.4,0.237153,3,,18.0,32.0,10.0,2.0,,,1.0,3.0,,2.0,1.0,,1.0,,1.0,,,16.0,0.2115,4.0,2.0,,,,,2.0,1.0,,
11450060,home,Adana Demirspor,Emre Akbaba,,,emre-akbaba,E. Akbaba,M,8,180,414,M,,343527,EUR,718156800,M,8,8,False,31.0,20.0,1.0,,4.0,5.0,,2.0,,,,,,,90.0,46.0,7.3,0.164052,5,,16.0,26.0,,,2.0,4.0,4.0,9.0,,1.0,,,3.0,1.0,1.0,3.0,,13.0,0.3597,4.0,2.0,1.0,,,,2.0,1.0,,1.0
11450060,home,Adana Demirspor,Nani,,,nani,Nani,F,17,177,2176,M,,17740,EUR,532569600,M,30,30,False,16.0,13.0,,,7.0,9.0,,3.0,,,,,,,45.0,23.0,6.5,0.0345641,2,,6.0,7.0,,,,2.0,3.0,2.0,,2.0,,,1.0,,,,,6.0,0.0496,,1.0,,,,,,,1.0,
11450060,home,Adana Demirspor,Mario Balotelli,,,mario-balotelli,M. Balotelli,F,,189,11878,M,SuperMario,25530,EUR,650419200,F,9,9,False,25.0,16.0,4.0,1.0,6.0,6.0,,1.0,,,,,,,90.0,34.0,7.3,0.0535611,7,,10.0,19.0,,,,1.0,,3.0,,,,,1.0,,,2.0,1.0,9.0,0.364,,2.0,,,4.0,,,,,
11450060,home,Adana Demirspor,Stiven Mendoza,,,steven-mendoza,S. Mendoza,M,7,171,1016,M,,354510,EUR,709603200,F,11,11,True,18.0,16.0,1.0,,5.0,5.0,,2.0,,,,,,,45.0,29.0,6.5,0.0126173,3,,11.0,14.0,1.0,,,,1.0,4.0,,3.0,2.0,,,,1.0,1.0,,5.0,0.2216,,2.0,,,1.0,,1.0,1.0,,1.0
11450060,home,Adana Demirspor,Yusuf Barası,,,yusuf-barasi,Y. Barası,F,9,182,285,M,,1000187,EUR,1049068800,F,56,56,True,4.0,4.0,,,,,,1.0,,,,,,,19.0,6.0,6.4,0.0105136,0,,4.0,5.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
11450060,home,Adana Demirspor,Yılmaz Aktaş,Yilmaz Aktas,,yilmaz-aktas,Y. Aktaş,G,1,191,17,M,,1550939,EUR,1052697600,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450060,home,Adana Demirspor,Pape Abou Cissé,Pape,Abou Cissé,pape-abou-cisse,P. A. Cissé,D,,197,811,M,,790198,EUR,811036800,D,66,66,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450060,home,Adana Demirspor,İsmail Çokçalış,,,ismail-cokcalis,İ. Çokçalış,D,16,176,32,M,,906050,EUR,961545600,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450060,home,Adana Demirspor,Burhan Ersoy,,,burhan-ersoy,B. Ersoy,D,24,187,41,M,,1640309,EUR,1055462400,M,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450060,home,Adana Demirspor,Jovan Manev,Jovan Manev,,jovan-manev,J. Manev,D,29,185,186,M,,1111781,EUR,980380800,D,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450060,home,Adana Demirspor,Abdulsamet Burak,,,abdulsamet-burak,A. Burak,D,3,182,40,M,,900798,EUR,831945600,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450060,home,Adana Demirspor,José Rodríguez,José,Rodríguez,jose-rodriguez,J. Rodríguez,M,,180,60,M,,138394,EUR,787536000,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450060,home,Adana Demirspor,Tayfun Aydoğan,,,tayfun-aydogan,T. Aydoğan,M,8,175,43,M,,816435,EUR,833328000,M,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450060,away,Kayserispor,Bilal Bayazit,,,bilal-bayazit,B. Bayazit,G,25,185,235,M,,825850,EUR,923529600,G,25,25,False,49.0,33.0,20.0,4.0,31.0,32.0,4.0,8.0,1.0,4.0,6.0,3.0,,,90.0,65.0,8.5,0.00036668,0,1.2664,2.0,17.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,
