match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_wasFouled,stat_aerialLost,stat_shotOffTarget,player_firstName,player_lastName,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goalAssist,stat_totalOffside,stat_errorLeadToAGoal
11396380,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,33.0,24.0,14.0,5.0,22.0,24.0,2.0,9.0,2.0,4.0,1.0,1.0,1.0,1.0,90.0,39.0,6.4,9.0,0.00023149,0,-0.6422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396380,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3446,M,,800951,EUR,879724800,D,26,26,False,39.0,31.0,3.0,1.0,21.0,27.0,11.0,14.0,2.0,5.0,,,,,90.0,61.0,6.8,12.0,0.0958397,1,,2.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,0.046,1.0,,,,,,,,,,,,,,,,,,,
11396380,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,aussenrist15,16632,EUR,598233600,D,15,15,False,95.0,88.0,20.0,16.0,54.0,55.0,34.0,40.0,6.0,4.0,,,,,90.0,116.0,7.2,11.0,0.667393,1,,,,1.0,5.0,4.0,1.0,2.0,,1.0,3.0,1.0,,,0.0189,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11396380,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,85.0,82.0,4.0,2.0,57.0,57.0,25.0,28.0,2.0,10.0,,,,,90.0,98.0,7.3,4.0,0.0085974,0,,,,1.0,2.0,5.0,,,,,3.0,3.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11396380,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,rbens,577726,EUR,797990400,D,5,5,False,86.0,76.0,9.0,3.0,43.0,45.0,33.0,42.0,3.0,13.0,,,,,90.0,110.0,7.3,12.0,0.020762,2,,1.0,,1.0,4.0,7.0,2.0,1.0,1.0,,3.0,3.0,1.0,1.0,0.2048,,,,3.0,,2.0,1.0,2.0,,,,,,,,,,,,
11396380,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,emrecan23,138156,EUR,758332800,M,23,23,False,49.0,41.0,9.0,5.0,14.0,16.0,27.0,33.0,,3.0,,,,,67.0,59.0,7.3,9.0,0.0267226,1,,,,1.0,1.0,7.0,,,,,5.0,4.0,1.0,1.0,0.0387,2.0,,,1.0,,1.0,,1.0,,,True,,,,,,,,,
11396380,home,Borussia Dortmund,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,177,8484,M,marcel7sabitzer,133908,EUR,763862400,M,20,20,False,8.0,8.0,,,5.0,5.0,3.0,3.0,1.0,2.0,,,,,45.0,15.0,7.2,2.0,0.0100997,2,,,,,1.0,1.0,1.0,,,,,,1.0,,0.2693,,,,,,1.0,,,,,,2.0,1.0,0.819,,,,,,
11396380,home,Borussia Dortmund,Marco Reus,marco-reus,M. Reus,M,18,180,21759,M,Reus11,37092,EUR,612576000,M,11,11,False,33.0,29.0,,,14.0,15.0,15.0,18.0,2.0,2.0,,,,,89.0,49.0,7.6,8.0,0.215572,4,,,,,2.0,3.0,,,,,2.0,2.0,3.0,2.0,0.5455,1.0,,,2.0,,1.0,,2.0,,,,2.0,,1.4409,1.0,1.0,1.0,,,
11396380,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,19,19,False,34.0,29.0,,,16.0,17.0,14.0,23.0,,5.0,,,,,90.0,54.0,6.7,18.0,0.298026,0,,6.0,1.0,,12.0,2.0,2.0,4.0,2.0,,,,1.0,2.0,,4.0,5.0,,1.0,,,1.0,,,,,,,,1.0,,,1.0,1.0,
11396380,home,Borussia Dortmund,Jamie Gittens,jamie-bynoe-gittens,J. Gittens,M,11,178,23992,M,jbgittens,1140599,EUR,1091923200,M,43,43,False,26.0,18.0,,,4.0,4.0,14.0,22.0,,3.0,,,,,67.0,40.0,8.0,13.0,0.0675426,6,,,,1.0,7.0,2.0,,4.0,1.0,,,,,1.0,0.4525,1.0,2.0,,1.0,,,1.0,1.0,,,,5.0,1.0,0.8563,,1.0,,1.0,,
