match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_blockedScoringAttempt,stat_totalClearance,stat_errorLeadToAShot,stat_expectedGoals,captain,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_accurateCross,stat_keyPass,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceMissed,player_sofascoreId
11401945,home,Heracles Almelo,Michael Brouwer,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,1,1,False,39.0,18.0,25.0,4.0,15.0,22.0,3.0,17.0,19.0,1.0,7.0,8.0,90.0,67.0,7.6,22.0,0.0004074,0,-0.6391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188,36,M,984880,EUR,965174400,D,3,3,False,29.0,21.0,5.0,2.0,14.0,20.0,7.0,11.0,7.0,,,,90.0,52.0,6.0,15.0,0.00213766,0,,,,2.0,2.0,1.0,8.0,6.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Sven Sonnenberg,sven-sonnenberg,S. Sonnenberg,D,4,194,16,M,836713,EUR,916704000,D,4,4,False,39.0,35.0,4.0,2.0,29.0,31.0,6.0,8.0,3.0,,,,90.0,55.0,6.4,6.0,0.00354094,1,,,,,,2.0,,3.0,,,,3.0,1.0,1.0,2.0,,1.0,8.0,1.0,0.0463,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Justin Hoogma,justin-hoogma,J. Hoogma,D,4,190,87,M,833246,EUR,897523200,D,21,21,False,35.0,31.0,5.0,1.0,30.0,30.0,1.0,5.0,2.0,,,,90.0,46.0,6.4,4.0,0.00248245,0,,,,,,,1.0,3.0,,,,,2.0,2.0,,1.0,,7.0,,,True,1.0,1.0,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Ruben Roosken,ruben-roosken,R. Roosken,D,12,183,99,M,988990,EUR,951955200,D,12,12,False,37.0,26.0,9.0,2.0,14.0,19.0,12.0,20.0,11.0,,,,90.0,53.0,6.5,13.0,0.0138314,0,,,,2.0,,,2.0,4.0,,,,2.0,4.0,3.0,,2.0,,3.0,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Bryan Limbombe,bryan-limbombe,B. Limbombe,M,7,172,160,M,996988,EUR,989798400,M,7,7,False,8.0,7.0,,,3.0,3.0,4.0,6.0,2.0,,,,72.0,26.0,5.9,13.0,0.116452,0,,,,1.0,1.0,,9.0,4.0,,6.0,3.0,1.0,,,2.0,1.0,,,,,,,1.0,4.0,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,26.0,23.0,7.0,6.0,15.0,16.0,8.0,10.0,4.0,,,,90.0,48.0,6.6,8.0,0.0029425,1,,,,,,,5.0,7.0,,3.0,1.0,,3.0,2.0,,,1.0,1.0,,0.0195,,1.0,3.0,3.0,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Sem Scheperman,scheperman-sem,S. Scheperman,M,32,188,82,M,1189738,EUR,1024790400,M,32,32,False,29.0,26.0,,,24.0,27.0,2.0,2.0,6.0,,,,79.0,39.0,6.4,5.0,0.00311787,0,,,,,1.0,,7.0,5.0,2.0,1.0,,1.0,5.0,5.0,1.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Emil Hansson,emil-hansson,E. Hansson,M,7,172,243,M,794362,EUR,897868800,M,29,29,False,22.0,15.0,,,6.0,7.0,10.0,16.0,7.0,,,,90.0,37.0,6.8,12.0,0.16238,0,,,,1.0,1.0,,1.0,4.0,,1.0,1.0,,3.0,2.0,4.0,,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,
11401945,home,Heracles Almelo,Anas Ouahim,anas-ouahim,A. Ouahim,M,10,175,200,M,845102,EUR,874972800,F,10,10,False,20.0,13.0,3.0,1.0,8.0,11.0,5.0,9.0,3.0,,,,90.0,33.0,6.3,13.0,0.00352233,0,,,,,1.0,1.0,5.0,8.0,2.0,2.0,,,2.0,,3.0,,,,,,,,5.0,,,,2.0,,,,,,,,,,
11401945,home,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183,72,M,132674,EUR,751248000,F,8,8,False,9.0,8.0,,,4.0,4.0,5.0,8.0,,,,,72.0,18.0,6.3,8.0,0.0496878,0,,,,3.0,1.0,,5.0,,,,,,,,3.0,2.0,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,
11401945,home,Heracles Almelo,Stijn Bultman,bultman-stijn,S. Bultman,D,18,185,61,M,1486433,EUR,1106956800,D,35,35,True,5.0,5.0,,,5.0,5.0,,,,,,,18.0,6.0,6.5,,9.994e-05,0,,Stijn Bultman,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Mohamed Sankoh,mohamed-sankoh,M. Sankoh,F,44,180,334,M,982779,EUR,1066262400,F,44,44,True,1.0,,,,,,,1.0,1.0,,,,18.0,3.0,6.4,2.0,,0,,Mohamed,Sankoh,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Marko Vejinović,marko-vejinovic,M. Vejinović,M,18,186,29,M,40947,EUR,634003200,M,18,18,True,13.0,12.0,1.0,1.0,10.0,11.0,2.0,2.0,,,,,11.0,13.0,6.5,1.0,0.00149703,0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Robin Jalving,robin-jalving,R. Jalving,G,,193,14,M,856545,EUR,955411200,G,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Sylian Mokono,sylian-mokono,S. Mokono,D,2,178,31,M,945970,EUR,922060800,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Navajo Bakboord,navajo-bakboord,N. Bakboord,D,,177,75,M,837264,EUR,917568000,D,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Sava Arangel Čestić,sava-arangel-cestic,S. A. Čestić,D,6,192,85,M,1014566,EUR,982540800,D,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Melih İbrahimoğlu,melih-ibrahimoglu,M. Ibrahimoglu,M,77,175,133,M,998462,EUR,963792000,M,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Antonio Satriano,satriano-antonio,A. Satriano,F,45,185,74,M,996813,EUR,1067472000,F,9,9,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401945,home,Heracles Almelo,Lasse Wehmeyer,lasse-wehmeyer,L. Wehmeyer,F,7,177,19,M,1413134,EUR,1032307200,F,39,39,True,,,,,,,,,,,,,,,,,,0,,Lasse Wehmeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401945,away,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,False,30.0,29.0,3.0,2.0,28.0,28.0,1.0,2.0,12.0,1.0,,,90.0,37.0,7.0,1.0,0.00045611,0,0.2812,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,2.0,2.0,,,,,,,,
11401945,away,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,92.0,86.0,5.0,4.0,32.0,32.0,54.0,61.0,7.0,,,,90.0,107.0,8.7,9.0,0.508371,2,,,,1.0,,,2.0,2.0,,2.0,1.0,2.0,,,,,,1.0,,0.8645,,,1.0,1.0,,3.0,,,,1.0,1.0,1.0,1.0,0.8683,,,
11401945,away,Feyenoord,Gernot Trauner,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,81.0,79.0,6.0,4.0,52.0,52.0,27.0,29.0,5.0,,,,73.0,92.0,7.8,2.0,0.0340295,1,,,,,1.0,1.0,1.0,5.0,,,,1.0,4.0,3.0,,,,3.0,,0.0115,True,1.0,,,,1.0,,,,,1.0,,,,,,
11401945,away,Feyenoord,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,101.0,96.0,4.0,3.0,61.0,62.0,37.0,41.0,11.0,,,,90.0,112.0,8.6,5.0,0.217943,2,,,,2.0,,1.0,1.0,2.0,1.0,,,,,,,,,4.0,,0.1088,,1.0,1.0,,2.0,3.0,,,,3.0,1.0,1.0,,0.0722,1.0,,
11401945,away,Feyenoord,Quilindschy Hartman,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,5,5,False,49.0,42.0,,,18.0,18.0,24.0,35.0,6.0,,,,73.0,73.0,7.5,14.0,0.658399,1,,,,4.0,1.0,2.0,5.0,6.0,1.0,1.0,,2.0,4.0,2.0,,2.0,1.0,1.0,,0.0165,,,,,,1.0,,,,1.0,,,,,1.0,,
11401945,away,Feyenoord,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,87.0,78.0,8.0,5.0,16.0,16.0,62.0,71.0,6.0,,,,90.0,112.0,7.7,15.0,0.268892,1,,,,,1.0,1.0,12.0,9.0,4.0,6.0,2.0,4.0,5.0,2.0,,1.0,,1.0,,0.0964,,,1.0,2.0,,1.0,,,,,1.0,,,,1.0,,
11401945,away,Feyenoord,Quinten Timber,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,20.0,17.0,,,6.0,7.0,11.0,13.0,5.0,,,,82.0,34.0,7.1,9.0,0.031034,4,,,,,,1.0,8.0,3.0,,3.0,1.0,,1.0,1.0,1.0,3.0,,,,0.4846,,,,3.0,,,,,,,2.0,2.0,1.0,0.8609,,1.0,
11401945,away,Feyenoord,Javairô Dilrosun,javairo-dilrosun,J. Dilrosun,F,24,175,728,M,803028,EUR,898473600,M,11,11,False,46.0,43.0,2.0,1.0,12.0,12.0,32.0,43.0,5.0,,,,90.0,74.0,6.9,16.0,0.198879,3,,,,9.0,,,5.0,4.0,,4.0,,,1.0,1.0,,1.0,1.0,,,0.0552,,,3.0,,1.0,,,,,,2.0,,,,,,
11401945,away,Feyenoord,Calvin Stengs,calvin-stengs,C. Stengs,M,23,187,1733,M,857480,EUR,913939200,M,10,10,False,32.0,29.0,1.0,1.0,6.0,6.0,26.0,31.0,2.0,,,,73.0,46.0,9.2,9.0,0.468037,2,,,,5.0,1.0,,4.0,2.0,,,,,,,3.0,2.0,,,,0.5575,,,2.0,1.0,3.0,4.0,,,,,,2.0,2.0,1.0835,,,
11401945,away,Feyenoord,Luka Ivanušec,luka-ivanusec,L. Ivanušec,F,18,175,3285,M,822462,EUR,912038400,M,17,17,False,49.0,43.0,1.0,,4.0,4.0,42.0,53.0,4.0,,,,90.0,68.0,8.3,13.0,0.469892,2,,,,8.0,1.0,1.0,3.0,7.0,1.0,3.0,2.0,,2.0,1.0,1.0,,,,,0.0765,,,2.0,,3.0,6.0,,,,,,2.0,,0.1235,,,LukaIvanusec
11401945,away,Feyenoord,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,9.0,4.0,,,,,4.0,9.0,1.0,,,,75.0,17.0,6.8,10.0,0.00743688,1,,,,,,,3.0,1.0,,2.0,,,,,2.0,,,,,0.0998,,,1.0,1.0,,1.0,,,,,,1.0,,0.0267,1.0,,sant.gimenez
11401945,away,Feyenoord,Thomas Beelen,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,True,11.0,11.0,,,4.0,4.0,7.0,7.0,1.0,,,,17.0,12.0,6.6,,0.00212601,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11401945,away,Feyenoord,Marcos López,marcos-lopez,M. López,D,15,176,2887,M,883745,EUR,943056000,D,15,15,True,21.0,21.0,,,3.0,3.0,18.0,19.0,1.0,,,,17.0,24.0,6.9,1.0,0.0167229,0,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
11401945,away,Feyenoord,Thomas Van den Belt,thomas-van-den-belt,T. V. d. Belt,M,20,181,290,M,945233,EUR,992822400,M,16,16,True,10.0,10.0,1.0,1.0,2.0,2.0,8.0,8.0,1.0,,,,17.0,17.0,7.1,1.0,0.0158792,2,,,,,,,,2.0,,,,,1.0,1.0,1.0,,1.0,,,0.1208,,,1.0,,,1.0,,,,,1.0,,,,,,
11401945,away,Feyenoord,Ayase Ueda,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,9,9,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,,,,15.0,3.0,6.5,,0.0130945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bee18
11401945,away,Feyenoord,Ondrej Lingr,lingr-ondrej,O. Lingr,M,9,175,293,M,794968,EUR,907718400,M,32,32,True,6.0,6.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,,,,8.0,12.0,6.7,,0.00137181,5,,,,,,1.0,1.0,2.0,,,,,1.0,,,1.0,,,,0.5414,,,,,,,,,,,2.0,3.0,,0.3258,,2.0,
11401945,away,Feyenoord,Kostas Lamprou,kostas-lamprou,K. Lamprou,G,31,176,186,M,42876,EUR,685065600,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
