match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_totalOffside,stat_challengeLost,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_goalAssist
10438003,home,Portimonense SAD,Kosuke Nakamura,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,36.0,15.0,28.0,8.0,8.0,10.0,7.0,26.0,1.0,1.0,1.0,2.0,10.0,1.0,1.0,2.0,90.0,43.0,6.6,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438003,home,Portimonense SAD,Park Ji-soo,park-ji-soo,P. Ji-soo,D,5,184,69,M,958647,EUR,771465600,D,23,23,False,32.0,22.0,12.0,5.0,15.0,18.0,7.0,14.0,6.0,1.0,1.0,4.0,5.0,,,,90.0,48.0,7.1,13.0,0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438003,home,Portimonense SAD,Pedrão,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,29.0,25.0,4.0,4.0,19.0,21.0,6.0,8.0,7.0,,,14.0,6.0,,,,90.0,51.0,7.4,5.0,0,1.0,4.0,2.0,,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10438003,home,Portimonense SAD,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,36.0,30.0,7.0,5.0,17.0,20.0,13.0,16.0,5.0,,,7.0,4.0,,,,90.0,56.0,7.5,7.0,2,1.0,2.0,1.0,2.0,3.0,3.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,
10438003,home,Portimonense SAD,Fahd Moufi,fahd-moufi,F. Moufi,D,18,179,913,M,801066,EUR,831254400,M,18,18,False,16.0,7.0,3.0,,3.0,7.0,5.0,12.0,8.0,2.0,1.0,2.0,8.0,,,,90.0,48.0,6.9,16.0,0,3.0,3.0,4.0,1.0,,,4.0,,,,2.0,,,,2.0,3.0,1.0,,,,,,,,,,,
10438003,home,Portimonense SAD,Lucas Ventura,lucas-ventura,Lucas Ventura,M,25,180,163,M,879934,EUR,895536000,M,25,25,False,12.0,9.0,1.0,,6.0,7.0,3.0,5.0,4.0,,,1.0,5.0,,,,76.0,26.0,6.8,5.0,4,,2.0,3.0,,,,2.0,,,,,2.0,,1.0,,,,1.0,1.0,2.0,,,,,,,,
10438003,home,Portimonense SAD,Pedro Sá,pedro-sa,P. Sá,M,21,175,37,M,803145,EUR,754704000,M,21,21,False,4.0,1.0,2.0,,1.0,2.0,,2.0,,,,1.0,2.0,,,,20.0,7.0,3.1,4.0,0,,,2.0,1.0,,,,,,,,1.0,,,,,,1.0,,,True,,,,,,,
10438003,home,Portimonense SAD,Moustapha Seck,moustapha-seck,M. Seck,D,24,176,148,M,807292,EUR,825033600,M,14,14,False,23.0,13.0,3.0,1.0,6.0,8.0,11.0,26.0,4.0,2.0,1.0,1.0,6.0,,,,90.0,50.0,7.2,22.0,2,,,3.0,1.0,1.0,1.0,2.0,,,,3.0,1.0,,1.0,2.0,11.0,4.0,1.0,1.0,,,1.0,1.0,,,,,
10438003,home,Portimonense SAD,Maurício,mauricio,Maurício,M,27,180,163,M,33538,EUR,593395200,F,8,8,False,30.0,23.0,4.0,2.0,13.0,18.0,10.0,12.0,6.0,,,1.0,8.0,,,,89.0,44.0,7.1,9.0,1,,2.0,2.0,,1.0,,3.0,,,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,
10438003,home,Portimonense SAD,Welinton Junior,welinton-junior,W. Junior,M,93,175,43,M,329307,EUR,739497600,F,93,93,False,8.0,4.0,,,,,4.0,9.0,6.0,7.0,3.0,1.0,1.0,,,,89.0,36.0,6.2,18.0,6,3.0,,13.0,,,,3.0,,,,6.0,3.0,,3.0,,1.0,,2.0,1.0,2.0,,,,1.0,,,,
