match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_totalCross,captain,stat_dispossessed,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_keyPass,stat_blockedScoringAttempt,stat_goodHighClaim,player_sofascoreId,stat_shotOffTarget,stat_lastManTackle,stat_bigChanceCreated,stat_hitWoodwork
10389809,home,Ajaccio,Benjamin Leroy,,,benjamin-leroy,B. Leroy,G,16,184.0,45,M,80392,EUR,607910400,G,1,1,False,25.0,8.0,24.0,7.0,5.0,8.0,3.0,17.0,2.0,2.0,2.0,3.0,90.0,30.0,7.4,17.0,0.0,0.0,0.0020302,0,0.5749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389809,home,Ajaccio,Mohamed Youssouf,,,mohamed-youssouf,M. Youssouf,D,20,168.0,49,M,38081,EUR,575337600,D,20,20,False,19.0,9.0,9.0,3.0,4.0,8.0,5.0,11.0,4.0,4.0,,,90.0,44.0,6.3,18.0,0.0,0.0,0.00168333,0,,1.0,1.0,7.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389809,home,Ajaccio,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,21,186.0,314,M,842744,EUR,888364800,D,25,25,False,17.0,12.0,5.0,,12.0,12.0,,5.0,6.0,6.0,,,90.0,36.0,7.5,6.0,0.0,0.0,0.0001197,0,,1.0,2.0,4.0,8.0,,,,3.0,1.0,3.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,
10389809,home,Ajaccio,Clement Vidal,,,clement-vidal,C. Vidal,D,5,181.0,43,M,940993,EUR,961286400,D,15,15,False,18.0,12.0,8.0,4.0,7.0,9.0,5.0,9.0,5.0,3.0,,,90.0,28.0,8.2,6.0,0.0319,0.2447,0.0034567,1,,2.0,,3.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10389809,home,Ajaccio,Ismaël Diallo,,,ismael-diallo,I. Diallo,D,5,177.0,979,M,359208,EUR,854496000,D,3,3,False,20.0,14.0,3.0,,11.0,13.0,3.0,8.0,2.0,8.0,,,77.0,37.0,7.6,10.0,0.0,0.0,0.00319926,0,,1.0,,2.0,5.0,1.0,1.0,1.0,2.0,,,1.0,2.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,
10389809,home,Ajaccio,Mathieu Coutadeur,,,mathieu-coutadeur,M. Coutadeur,M,,170.0,9,M,16655,EUR,511660800,M,6,6,False,22.0,19.0,2.0,1.0,14.0,17.0,5.0,5.0,3.0,,,,82.0,35.0,6.7,6.0,0.0,0.0,0.00998629,0,,,,4.0,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,True,1.0,,,,,,,,,,,
10389809,home,Ajaccio,Cyrille Bayala,,,cyrille-bayala,C. Bayala,F,,181.0,606,M,785876,EUR,832896000,M,14,14,False,20.0,14.0,3.0,2.0,7.0,9.0,8.0,14.0,2.0,6.0,,,90.0,37.0,6.6,14.0,0.0,0.0,0.093918,0,,6.0,4.0,9.0,7.0,1.0,1.0,,1.0,3.0,1.0,,,1.0,2.0,,,,3.0,,,1.0,1.0,,,,,,,,,
10389809,home,Ajaccio,Mickaël Barreto,,,mickael-barreto,M. Barreto,M,4,174.0,23,M,143904,EUR,664156800,M,4,4,False,27.0,20.0,8.0,4.0,9.0,9.0,11.0,23.0,2.0,7.0,,,90.0,46.0,6.0,19.0,0.0,0.0,0.0283457,0,,,1.0,6.0,1.0,,4.0,,,2.0,2.0,,,,,,,,5.0,,,,,1.0,1.0,,,,,,,
10389809,home,Ajaccio,Vincent Marchetti,,,vincent-marchetti,V. Marchetti,M,4,181.0,112,M,795508,EUR,867974400,M,8,8,False,13.0,8.0,5.0,3.0,5.0,9.0,3.0,4.0,2.0,5.0,,,69.0,24.0,6.7,7.0,0.0,0.0,0.238557,0,,,,2.0,2.0,1.0,,,,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,
10389809,home,Ajaccio,Riad Nouri,,,riad-nouri,R. Nouri,M,,178.0,36,M,74061,EUR,486950400,M,5,5,False,18.0,16.0,2.0,1.0,9.0,9.0,7.0,10.0,,2.0,,,69.0,24.0,6.2,6.0,0.0,0.0,0.00857642,0,,1.0,,5.0,1.0,2.0,,,1.0,1.0,,,,1.0,,,,,1.0,,2.0,,1.0,,,,,,,,,
10389809,home,Ajaccio,Ben Hamed Toure,,,toure-ben-hamed,B. H. Toure,F,71,185.0,94,M,1493253,EUR,1061424000,F,33,33,False,13.0,11.0,,,5.0,5.0,6.0,8.0,1.0,2.0,,,77.0,34.0,6.4,7.0,0.0627,0.0,0.00553303,1,,8.0,1.0,13.0,8.0,1.0,4.0,3.0,1.0,3.0,3.0,,1.0,1.0,3.0,,,,,,1.0,,,1.0,,1.0,,,,,,
10389809,home,Ajaccio,Tony Strata,,,strata-tony,T. Strata,D,66,177.0,281,M,1488511,EUR,1094515200,D,31,31,True,5.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,,2.0,,,21.0,8.0,6.6,2.0,0.0,0.0,0.00028924,0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
10389809,home,Ajaccio,Ivane Chegra,Ivane Chegra,,chegra-ivane,I. Chegra,M,47,180.0,284,M,1465190,EUR,1078272000,F,38,38,True,3.0,1.0,1.0,,,,1.0,3.0,,2.0,,,21.0,11.0,6.1,5.0,0.0289,0.0,0.00128793,1,,1.0,,8.0,2.0,3.0,1.0,,2.0,1.0,2.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,
10389809,home,Ajaccio,Mehdi Puch-Herrantz,,,puch-herrantz-mehdi,M. Puch-Herrantz,M,37,175.0,377,M,1469348,EUR,1074556800,M,37,37,True,4.0,3.0,1.0,1.0,,,3.0,4.0,,1.0,,,13.0,9.0,6.7,2.0,0.0,0.0,0.0052806,0,,1.0,,4.0,3.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,
10389809,home,Ajaccio,Moussa Soumano,Moussa Soumano,,soumano-moussa,M. Soumano,F,9,185.0,184,M,1461935,EUR,1120953600,F,34,34,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,1.0,,,13.0,6.0,6.5,2.0,0.0,0.0,0.00393331,0,,2.0,,5.0,1.0,,,,,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,
10389809,home,Ajaccio,Thomas Mangani,,,thomas-mangani,T. Mangani,M,,183.0,41,M,14142,EUR,546652800,M,23,23,True,,,,,,,,1.0,,,,,8.0,1.0,6.5,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10389809,home,Ajaccio,Francois-Joseph Sollacaro,,,francois-joseph-sollacaro,F. Sollacaro,G,,181.0,23,M,556980,EUR,764208000,G,16,16,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389809,home,Ajaccio,Cedric Avinel,,,cedric-avinel,C. Avinel,D,,183.0,14,M,23568,EUR,526780800,D,21,21,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389809,home,Ajaccio,Anthony Khelifa,Anthony,Khelifa,khelifa-anthony,A. Khelifa,D,3,,203,M,1459147,EUR,1127174400,D,35,35,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389809,home,Ajaccio,Kevin Spadanuda,,,spadanuda-kevin,K. Spadanuda,M,7,177.0,69,M,993155,EUR,853372800,M,27,27,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389809,away,Olympique de Marseille,Rubén Blanco,,,ruben-blanco,R. Blanco,G,,188.0,391,M,180515,EUR,806630400,G,36,36,False,13.0,13.0,,,13.0,13.0,,,,3.0,,,45.0,18.0,6.6,,0.0,0.0,7.423e-05,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,
10389809,away,Olympique de Marseille,Chancel Mbemba,,,chancel-mbemba,C. Mbemba,D,18,182.0,34725,M,238612,EUR,776304000,D,99,99,False,82.0,78.0,3.0,2.0,24.0,24.0,55.0,61.0,2.0,8.0,,,90.0,100.0,7.3,9.0,0.0973,0.0,0.0968036,1,,,5.0,1.0,9.0,,1.0,,1.0,2.0,,,1.0,,3.0,,,,3.0,,,1.0,,,,,,chancel22,1.0,,,
10389809,away,Olympique de Marseille,Leonardo Balerdi,,,leonardo-balerdi,L. Balerdi,D,5,188.0,7165,M,928236,EUR,917308800,D,5,5,False,62.0,55.0,3.0,2.0,33.0,35.0,22.0,27.0,,6.0,,,64.0,77.0,7.4,9.0,0.0784,0.0,0.0109835,1,,1.0,5.0,4.0,9.0,,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,,,,,,1.0,,,,,,,leobalerdi5,1.0,1.0,,
10389809,away,Olympique de Marseille,Sead Kolašinac,,,sead-kolasinac,S. Kolašinac,D,23,183.0,3276,M,142148,EUR,740534400,D,23,23,False,68.0,58.0,2.0,,30.0,34.0,28.0,35.0,1.0,3.0,,,90.0,75.0,6.6,12.0,0.0,0.0,0.0298583,0,,2.0,7.0,5.0,9.0,,,,1.0,1.0,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,
