match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,captain,stat_bigChanceCreated,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_lastManTackle,stat_goals
12514233,home,SC Farense,Ricardo Velho,ricardo-velho,R. Velho,G,24,188,499,M,845792,EUR,903571200,G,33,33,False,26.0,15.0,22.0,11.0,0.0,4.0,4.0,11.0,22.0,2.0,2.0,1.0,10.0,1.0,2.0,1.0,90.0,33.0,6.8,11.0,0.0354967,0,-1.7739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514233,home,SC Farense,Marco Moreno,marco-moreno,M. Moreno,D,21,190,81,M,997094,EUR,982627200,D,3,3,False,27.0,21.0,9.0,5.0,0.0,12.0,14.0,9.0,13.0,,2.0,2.0,3.0,,,,56.0,39.0,6.6,9.0,0.00769681,0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12514233,home,SC Farense,Claudio Falcão,claudio-falcao,C. Falcão,D,29,187,132,M,845699,EUR,773193600,D,29,29,False,47.0,39.0,7.0,6.0,0.0,17.0,18.0,22.0,29.0,3.0,6.0,2.0,2.0,,,,90.0,60.0,7.4,9.0,0.0711639,2,,,,6.0,,,,,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0994,2.0,,,,,,,,,,,,,
12514233,home,SC Farense,Lucas Áfrico,lucas-africo,L. Áfrico,D,40,188,120,M,939792,EUR,791942400,D,44,44,False,51.0,41.0,9.0,4.0,0.0,22.0,24.0,19.0,27.0,7.0,8.0,2.0,3.0,,,,90.0,61.0,7.1,10.0,0.014277,3,,,,3.0,,,,,3.0,,1.0,1.0,,2.0,1.0,1.0,,0.1447,,1.0,0.2534,,,,,,,,,,,
12514233,home,SC Farense,Elves Baldé,elves-balde,E. Baldé,F,21,168,195,M,846040,EUR,938822400,M,7,7,False,12.0,5.0,,,0.0,2.0,3.0,3.0,11.0,,3.0,1.0,3.0,,,,41.0,24.0,5.6,10.0,0.00363963,0,,,,3.0,1.0,,,1.0,2.0,,,,,,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,
12514233,home,SC Farense,Zé Carlos,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,M,8,8,False,61.0,48.0,7.0,3.0,0.0,22.0,24.0,26.0,37.0,1.0,10.0,2.0,7.0,,,,90.0,82.0,6.7,19.0,0.0974467,0,,Zé Carlos,,13.0,3.0,1.0,1.0,1.0,3.0,5.0,,,,,7.0,4.0,2.0,,2.0,,,,,,,,,,,,,
12514233,home,SC Farense,Miguel Menino,menino-miguel,M. Menino,M,8,181,78,M,1163100,EUR,1042156800,M,93,93,False,11.0,7.0,1.0,,0.0,3.0,3.0,4.0,8.0,,1.0,1.0,1.0,,,,56.0,17.0,6.7,5.0,0.00198285,0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12514233,home,SC Farense,Paulo Victor,paulo-victor,P. Victor,D,64,180,200,M,1108505,EUR,987120000,M,2,2,False,24.0,16.0,5.0,3.0,0.0,5.0,6.0,12.0,20.0,,4.0,,6.0,,,,69.0,52.0,6.5,22.0,0.0442201,0,,Paulo Victor,,8.0,,3.0,,1.0,1.0,1.0,,,,,3.0,3.0,3.0,,,,,2.0,3.0,1.0,,,,,,,,
12514233,home,SC Farense,Rony Lopes,rony-lopes,R. Lopes,M,16,174,626,M,190147,EUR,820108800,F,20,20,False,7.0,5.0,1.0,,0.0,1.0,1.0,4.0,7.0,,1.0,,2.0,,,,45.0,14.0,6.8,3.0,0.0186259,2,,,,2.0,1.0,,,,,,2.0,,,1.0,1.0,,1.0,0.1035,2.0,,,1.0,,,,,,,,,,
12514233,home,SC Farense,Tomané,tomane,Tomané,F,7,185,176,M,126076,EUR,719798400,F,9,9,False,21.0,12.0,,,0.0,4.0,5.0,8.0,16.0,5.0,9.0,2.0,2.0,,,,90.0,43.0,6.7,16.0,0.0776731,3,,,,12.0,1.0,1.0,,4.0,7.0,2.0,1.0,1.0,,,1.0,1.0,1.0,0.2726,,1.0,0.0783,,3.0,,1.0,1.0,,,,,,
