match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_aerialLost,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_shotOffTarget,stat_bigChanceMissed,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceCreated,captain,stat_goalAssist,stat_hitWoodwork,stat_outfielderBlock,stat_ownGoals
11352381,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,13,13,False,34.0,33.0,1.0,1.0,32.0,33.0,1.0,1.0,2.0,8.0,1.0,3.0,5.0,1.0,1.0,1.0,90.0,47.0,7.7,2.0,0.00030833,0,0.4033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352381,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,59.0,52.0,3.0,,13.0,14.0,39.0,52.0,2.0,6.0,,,,,,,90.0,81.0,8.0,15.0,0.0597975,1,,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.113,0.2339,1.0,,,,,,,,,,,,,,,,,,,
11352381,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,83.0,71.0,1.0,,40.0,46.0,31.0,37.0,5.0,5.0,,,,,,,90.0,93.0,6.9,12.0,0.0221907,0,,,2.0,6.0,1.0,,,,1.0,1.0,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,
11352381,home,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,mickyvdven,998247,EUR,987638400,D,37,37,False,71.0,67.0,4.0,3.0,35.0,35.0,32.0,36.0,2.0,6.0,,,,,,,90.0,85.0,8.0,5.0,0.0185368,1,,,2.0,8.0,,1.0,1.0,1.0,5.0,2.0,,,0.0529,0.4308,,,,3.0,2.0,1.0,,,,,,,,,,,,,,
11352381,home,Tottenham Hotspur,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,udogiethree,983572,EUR,1038441600,D,38,38,False,45.0,40.0,3.0,2.0,14.0,14.0,26.0,32.0,1.0,4.0,,,,,,,90.0,59.0,6.8,9.0,0.0822697,0,,1.0,5.0,3.0,,,,,,,2.0,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,
11352381,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,YB8,844842,EUR,841363200,M,8,8,False,44.0,41.0,2.0,2.0,10.0,11.0,31.0,33.0,,4.0,,,,,,,45.0,53.0,7.1,5.0,0.0322098,4,,,2.0,3.0,1.0,1.0,,,3.0,1.0,1.0,,0.1244,0.0377,,,,,,2.0,,,,,3.0,,,,,,,,,
11352381,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,False,25.0,21.0,2.0,,9.0,9.0,12.0,18.0,1.0,5.0,,,,,,,45.0,31.0,6.6,7.0,0.0159084,0,,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
11352381,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,M,22,22,False,49.0,44.0,1.0,,7.0,8.0,37.0,46.0,,8.0,,,,,,,89.0,66.0,7.2,14.0,0.146089,2,,5.0,4.0,3.0,1.0,1.0,,2.0,2.0,1.0,1.0,,0.8425,0.7767,2.0,,,,,1.0,,3.0,1.0,,1.0,2.0,,,,,,,,
11352381,home,Tottenham Hotspur,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,Madders,356398,EUR,848707200,M,10,10,False,60.0,50.0,,,7.0,7.0,44.0,56.0,,1.0,,,,,,,76.0,72.0,7.2,14.0,0.186918,2,,3.0,2.0,4.0,1.0,,,,,,,,0.0856,,4.0,,,,,1.0,,2.0,1.0,3.0,,,1.0,2.0,,,,,,
11352381,home,Tottenham Hotspur,Timo Werner,timo-werner,T. Werner,F,36,180,19084,M,timowerner,232306,EUR,826070400,M,16,16,False,41.0,31.0,1.0,,8.0,9.0,25.0,37.0,,3.0,,,,,,,76.0,56.0,7.2,15.0,0.716483,1,,5.0,6.0,4.0,3.0,,,,1.0,1.0,1.0,1.0,0.0237,,1.0,,,,,,,3.0,1.0,2.0,,,2.0,1.0,1.0,,,,,
11352381,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,HMSon,111505,EUR,710553600,F,7,7,False,39.0,32.0,1.0,,11.0,11.0,21.0,29.0,,3.0,,,,,,,90.0,44.0,7.3,9.0,0.223288,2,,1.0,,,,1.0,,1.0,,,,,0.1627,0.0912,2.0,,,,,1.0,,,,,,,,1.0,,True,1.0,1.0,,
11352381,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,True,32.0,27.0,1.0,1.0,13.0,15.0,14.0,17.0,,1.0,,,,,,,45.0,40.0,6.8,9.0,0.0418529,0,,,6.0,3.0,1.0,,,1.0,,,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,,,
11352381,home,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,5,5,True,59.0,52.0,3.0,3.0,24.0,25.0,28.0,34.0,,4.0,,,,,,,45.0,66.0,7.3,7.0,0.0174598,3,,,2.0,2.0,1.0,2.0,,2.0,,,1.0,,0.115,0.342,,,,1.0,,,,,,1.0,,,,1.0,,,,,,
11352381,home,Tottenham Hotspur,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,locelso_giovani,798835,EUR,829008000,M,18,18,True,17.0,17.0,1.0,1.0,7.0,7.0,10.0,10.0,,,,,,,,,14.0,24.0,7.1,,0.00848617,1,,,1.0,4.0,1.0,,,,1.0,1.0,,,0.0341,,,,,,,,,,,3.0,1.0,,,,,,,,,
11352381,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,M,21,21,True,9.0,6.0,,,4.0,5.0,2.0,4.0,,1.0,,,,,,,14.0,14.0,6.7,5.0,0.00541214,0,,,2.0,1.0,2.0,,,1.0,1.0,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,
11352381,home,Tottenham Hotspur,Dane Scarlett,scarlett-dane,D. Scarlett,F,44,180,2445,M,,998772,EUR,1080086400,F,44,44,True,1.0,1.0,,,,,1.0,1.0,,,,,,,,,8.0,3.0,6.4,1.0,0.00142359,0,,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,
11352381,home,Tottenham Hotspur,Brandon Austin,austin-brandon,B. Austin,G,40,188,1395,M,,859896,EUR,915753600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352381,home,Tottenham Hotspur,Emerson Royal,emerson-royal,E. Royal,D,22,183,10057,M,emerson_royal,856123,EUR,916272000,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352381,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352381,home,Tottenham Hotspur,Radu Drăguşin,radu-dragusin,R. Drăguşin,D,3,191,13683,M,radudragusin5,997103,EUR,1012694400,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352381,away,Nottingham Forest,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,,78152,EUR,699062400,G,26,26,False,25.0,16.0,18.0,9.0,12.0,17.0,4.0,8.0,3.0,5.0,1.0,2.0,5.0,1.0,,,90.0,38.0,6.8,9.0,0.0004972,0,-1.0877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352381,away,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,,927356,EUR,987120000,D,7,7,False,35.0,28.0,3.0,1.0,13.0,14.0,16.0,24.0,2.0,8.0,,,,,,,87.0,65.0,6.6,16.0,0.0173148,1,,3.0,6.0,6.0,2.0,,,1.0,3.0,3.0,2.0,,0.0141,,1.0,,,,,3.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,,1.0,
11352381,away,Nottingham Forest,Andrew Omobamidele,andrew-omobamidele,A. Omobamidele,D,2,188,720,M,,983066,EUR,1024790400,D,32,32,False,38.0,35.0,4.0,2.0,27.0,28.0,8.0,10.0,5.0,5.0,,,,,,,90.0,47.0,6.5,3.0,0.00142608,0,,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
