match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,captain,stat_wasFouled,player_sofascoreId,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11368686,home,Granada,Myrto Uzuni,myrto-uzuni,M. Uzuni,F,10,178,1807,M,895533,EUR,801878400,F,11,11,False,1.0,1.0,,,1.0,1.0,,,,,,,,75.0,9.0,7.0,5.0,5.303e-05,3,,,,,,,3.0,,1.0,,,,,,,4.0,1.0,1.0,,,,,0.8831,,,,,,1.0,2.0,,1.0,1.0404,1.0,,,,,
11368686,home,Granada,Gonzalo Villar,gonzalo-villar,G. Villar,M,12,181,1019,M,914765,EUR,890611200,M,24,24,True,4.0,3.0,1.0,1.0,,,3.0,4.0,1.0,2.0,,,,26.0,11.0,6.5,2.0,0.0196146,0,,,,,,,2.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
11368686,home,Granada,José Callejón,jose-callejon,J. Callejón,F,,178,736,M,40965,EUR,540000000,F,9,9,True,6.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,,,,,,15.0,8.0,6.6,3.0,0.00071848,0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,home,Granada,Martin Hongla,martin-hongla,M. Hongla,M,78,183,1195,M,856062,EUR,890006400,M,6,6,True,3.0,1.0,,,,,1.0,3.0,,,,,,10.0,3.0,6.4,2.0,0.00031555,0,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11368686,home,Granada,Matías Arezo,matias-arezo,M. Arezo,F,19,178,2640,M,975814,EUR,1037836800,F,8,8,True,2.0,,,,,,,2.0,,,,,,10.0,4.0,6.5,3.0,,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11368686,home,Granada,Raúl Fernández,raul-fernandez,R. Fernández,G,13,196,94,M,31828,EUR,574214400,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,home,Granada,Marc Martínez,marc-martinez,M. Martínez,G,1,185,33,M,232548,EUR,639187200,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,home,Granada,Raúl Torrente,raul-torrente,R. Torrente,D,4,193,720,M,1134758,EUR,1000080000,D,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,home,Granada,Kamil Piątkowski,kamil-piatkowski,K. Piątkowski,D,91,191,2396,M,942335,EUR,961545600,D,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,home,Granada,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175,157,M,986726,EUR,951177600,D,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,home,Granada,Faitout Maouassa,faitout-maouassa,F. Maouassa,M,27,172,207,M,801287,EUR,899683200,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,home,Granada,Antonio Puertas,antonio-puertas,A. Puertas,M,7,183,210,M,316406,EUR,698630400,M,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,home,Granada,Theo Corbeanu,theo-corbeanu,T. Corbeanu,M,7,190,261,M,1121430,EUR,1021593600,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184,563,M,369004,EUR,839721600,G,1,1,False,29.0,15.0,22.0,8.0,8.0,11.0,7.0,18.0,1.0,9.0,,1.0,1.0,90.0,39.0,6.6,14.0,0.00287694,0,-0.4084,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
11368686,away,Deportivo Alavés,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,866810,EUR,839116800,D,2,2,False,38.0,32.0,2.0,2.0,22.0,24.0,10.0,17.0,1.0,3.0,,,,90.0,74.0,6.0,17.0,0.0107863,0,,,,3.0,4.0,1.0,9.0,6.0,1.0,2.0,1.0,,1.0,3.0,2.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0
11368686,away,Deportivo Alavés,Nahuel Tenaglia,nahuel-tenaglia,N. Tenaglia,D,14,182,1025,M,896073,EUR,824860800,D,14,14,False,53.0,45.0,12.0,7.0,28.0,33.0,17.0,21.0,4.0,7.0,,,,90.0,66.0,6.7,9.0,0.0140149,0,,,,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,,1.0,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Rafa Marín,rafa-marin,R. Marín,D,4,190,2354,M,984623,EUR,1021766400,D,16,16,False,57.0,45.0,14.0,6.0,30.0,32.0,15.0,25.0,2.0,8.0,,,,90.0,65.0,6.5,12.0,0.00751439,0,,,,,2.0,2.0,4.0,5.0,,,,,1.0,1.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Rubén Duarte,ruben-duarte,R. Duarte,D,5,180,322,M,253415,EUR,813974400,D,3,3,False,31.0,23.0,6.0,4.0,7.0,9.0,17.0,29.0,2.0,1.0,,,,90.0,63.0,6.8,16.0,0.180892,1,,,,7.0,1.0,2.0,3.0,3.0,1.0,,,,,,,,1.0,,True,1.0,,,0.0043,1.0,,,1.0,,,1.0,,,0.0512,,,,,,
11368686,away,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180,265,M,891931,EUR,868233600,M,6,6,False,52.0,41.0,7.0,2.0,24.0,26.0,17.0,26.0,,5.0,,,,90.0,67.0,6.7,15.0,0.0188578,0,,,,,,,4.0,6.0,1.0,2.0,2.0,2.0,,2.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176,1655,M,855832,EUR,964310400,M,8,8,False,37.0,27.0,8.0,5.0,10.0,15.0,17.0,22.0,,5.0,,,,64.0,50.0,6.9,14.0,0.0341713,0,,,,,1.0,1.0,4.0,7.0,,2.0,2.0,,,2.0,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179,1926,M,1084399,EUR,924825600,M,22,22,False,12.0,9.0,,,2.0,2.0,8.0,14.0,,2.0,,,,45.0,20.0,6.5,8.0,0.0193334,0,,,,4.0,1.0,,3.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,
11368686,away,Deportivo Alavés,Joaquin Panichelli,panichelli-joaquin,J. Panichelli,F,9,190,11517,M,1410925,EUR,1033948800,M,29,29,False,17.0,12.0,,,5.0,7.0,7.0,10.0,,1.0,,,,71.0,28.0,7.1,9.0,0.0497866,3,,Joaquín Panichelli,,,1.0,8.0,1.0,11.0,,,,,,2.0,2.0,3.0,1.0,,,1.0,,1.0,0.0773,,,,1.0,,1.0,1.0,,,0.2882,,,,,,
11368686,away,Deportivo Alavés,Luis Rioja,luis-rioja,L. Rioja,M,11,173,860,M,900433,EUR,750729600,M,11,11,False,9.0,7.0,,,1.0,2.0,6.0,10.0,,1.0,,,,45.0,14.0,6.3,6.0,0.00724455,1,,,,3.0,1.0,,2.0,,1.0,,,,,,,1.0,,,,,,1.0,0.0246,,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14784,M,1503836,EUR,1083715200,F,32,32,False,14.0,11.0,1.0,1.0,6.0,6.0,5.0,8.0,1.0,,,,,64.0,25.0,6.4,10.0,0.00812107,0,,Samuel,Aghehowa,,1.0,3.0,5.0,4.0,,2.0,,,,,,2.0,,2.0,,1.0,samuaghehowa9,,,,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Abderrahman Rebbach,abderrahman-rebbach,A. Rebbach,M,21,176,1315,M,1082968,EUR,902793600,F,21,21,True,9.0,8.0,1.0,1.0,4.0,4.0,4.0,8.0,,,,,,45.0,27.0,6.8,10.0,0.00964727,1,,,,3.0,,,3.0,5.0,,6.0,3.0,,,,,3.0,,,,2.0,,,0.0182,,,,1.0,,1.0,,,,,1.0,,,,,
11368686,away,Deportivo Alavés,Álex Sola,alex-sola,Á. Sola,M,7,178,195,M,966836,EUR,928886400,D,7,7,True,17.0,13.0,,,6.0,6.0,7.0,13.0,,5.0,,,,45.0,27.0,6.8,10.0,0.0153783,0,,,,2.0,,,4.0,2.0,1.0,3.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,1.0,,,,,
11368686,away,Deportivo Alavés,Carlos Benavídez,carlos-benavidez,C. Benavídez,M,23,185,382,M,873717,EUR,891216000,M,23,23,True,22.0,17.0,3.0,,7.0,11.0,10.0,11.0,1.0,2.0,,,,26.0,31.0,6.8,6.0,0.00652217,1,,,,,1.0,1.0,4.0,3.0,1.0,,,,2.0,2.0,1.0,,1.0,1.0,,,,,0.1315,,,,,,,1.0,,,0.1434,,,,,,
11368686,away,Deportivo Alavés,Kike García,kike-garcia,K. García,F,19,186,1005,M,84972,EUR,627955200,F,15,15,True,7.0,6.0,,,,,6.0,7.0,,,,,,26.0,7.0,6.6,1.0,0.0089013,0,,,,,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
11368686,away,Deportivo Alavés,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16028,M,1099352,EUR,1040169600,F,20,20,True,13.0,13.0,,,2.0,2.0,12.0,13.0,,1.0,,,,19.0,19.0,6.7,2.0,0.0445689,1,,,,2.0,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,giulisimeone,1.0,0.0807,1.0,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Jesús Owono,jesus-owono,J. Owono,G,13,183,434,M,990659,EUR,983404800,G,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188,4060,M,1101232,EUR,921024000,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,abdel.abqar,,,,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Javi López,lopez-javi,J. López,D,25,183,401,M,945404,EUR,1009843200,D,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Jon Guridi,jon-guridi,J. Guridi,M,18,179,324,M,788141,EUR,793929600,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Xeber Alkain,xeber-alkain,X. Alkain,M,7,174,53,M,1010409,EUR,867283200,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368686,away,Deportivo Alavés,Ianis Hagi,ianis-hagi,I. Hagi,M,14,180,7098,M,756344,EUR,909014400,M,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,ianishagi,,,,,,,,,,,,,,,,,,
