match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_aerialLost,stat_challengeLost,stat_errorLeadToAShot,stat_wasFouled,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_onTargetScoringAttempt,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_bigChanceCreated
10389771,home,Troyes,Gauthier Gallon,gauthier-gallon,G. Gallon,G,93,186,119,M,340561,EUR,735523200,G,30,30,False,25.0,19.0,11.0,5.0,18.0,20.0,1.0,5.0,7.0,2.0,90.0,32.0,6.1,6.0,0.0,0.0,0.00065279,0,-0.6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389771,home,Troyes,Erik Palmer-Brown,erik-palmer-brown,E. Palmer-Brown,D,14,190,558,M,540112,EUR,861840000,D,4,4,False,46.0,42.0,2.0,,25.0,27.0,17.0,19.0,4.0,,90.0,54.0,6.6,5.0,0.0,0.0,0.00632214,0,,,,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10389771,home,Troyes,Adil Rami,adil-rami,A. Rami,D,3,190,278,,24057,EUR,504489600,D,23,23,False,44.0,36.0,9.0,4.0,27.0,31.0,9.0,13.0,8.0,,90.0,56.0,6.3,9.0,0.0,0.0,0.00658513,0,,,,2.0,7.0,5.0,,2.0,2.0,3.0,,3.0,,,1.0,True,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10389771,home,Troyes,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,17,17,False,53.0,41.0,11.0,5.0,22.0,26.0,19.0,27.0,7.0,,90.0,66.0,6.5,14.0,0.0155,0.0,0.0111981,1,,,,2.0,3.0,4.0,,,,5.0,,2.0,1.0,,2.0,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10389771,home,Troyes,Thierno Baldé,thierno-balde,T. Baldé,D,18,182,214,M,997189,EUR,1023667200,M,18,18,False,33.0,29.0,1.0,1.0,11.0,12.0,18.0,23.0,4.0,,90.0,53.0,7.0,8.0,0.0,0.0,0.0446825,0,,,,1.0,2.0,8.0,1.0,5.0,5.0,1.0,,,,,1.0,,,,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,
10389771,home,Troyes,Rominigue Kouamé,rominigue-kouame,R. Kouamé,M,6,177,330,M,846446,EUR,850780800,M,6,6,False,54.0,52.0,4.0,4.0,28.0,29.0,24.0,25.0,12.0,,90.0,65.0,6.7,4.0,0.0,0.0,0.0247514,0,,,,1.0,6.0,5.0,,1.0,1.0,3.0,,,2.0,2.0,4.0,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,
10389771,home,Troyes,Lucien Agoumé,lucien-agoume,L. Agoumé,M,18,185,2096,M,960006,EUR,1013212800,M,8,8,False,28.0,23.0,4.0,1.0,12.0,13.0,11.0,15.0,3.0,,45.0,36.0,6.1,7.0,0.0,0.0,0.0102794,0,,,,1.0,7.0,2.0,,1.0,,1.0,,1.0,1.0,,2.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
10389771,home,Troyes,Papa Ndiaga Yade,papa-ndiaga-yade,P. N. Yade,F,90,186,615,M,991359,EUR,947030400,M,26,26,False,22.0,15.0,1.0,1.0,6.0,7.0,9.0,16.0,1.0,,45.0,42.0,6.6,12.0,0.1058,0.0465,0.0143307,2,,,,,4.0,1.0,,3.0,1.0,2.0,,1.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10389771,home,Troyes,Rony Lopes,rony-lopes,R. Lopes,M,16,174,626,M,190147,EUR,820108800,F,11,11,False,28.0,20.0,3.0,3.0,7.0,8.0,14.0,27.0,4.0,,90.0,53.0,7.4,19.0,0.075,0.0283,0.161204,2,,,,1.0,4.0,8.0,2.0,4.0,3.0,1.0,,1.0,2.0,,1.0,,,,,2.0,,2.0,1.0,7.0,1.0,1.0,1.0,,,,,,,,,,,
10389771,home,Troyes,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,F,29,29,False,15.0,11.0,,,3.0,3.0,8.0,12.0,3.0,,61.0,25.0,6.2,11.0,0.0,0.0,0.00702547,0,,,,,5.0,2.0,1.0,4.0,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,
10389771,home,Troyes,Mama Baldé,mama-balde,M. Baldé,F,17,183,1081,M,557166,EUR,815616000,F,7,7,False,16.0,12.0,1.0,1.0,5.0,5.0,7.0,11.0,3.0,,90.0,38.0,6.3,13.0,0.1092,0.1227,0.0318647,2,,,,,9.0,4.0,3.0,6.0,3.0,1.0,,2.0,1.0,1.0,,,3.0,,,,,3.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,
10389771,home,Troyes,Yasser Larouci,larouci-yasser,Y. Larouci,D,76,175,3600,M,927360,EUR,978307200,D,39,39,True,15.0,12.0,1.0,1.0,7.0,8.0,5.0,7.0,2.0,,45.0,29.0,6.8,7.0,0.0888,0.0,0.0379356,1,,Yasser,Larouci,,3.0,3.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,2.0,,,,,,larouci.yasseroff,,,,,,,,,
10389771,home,Troyes,Xavier Chavalerin,xavier-chavalerin,X. Chavalerin,M,7,178,42,M,157029,EUR,668304000,M,24,24,True,15.0,10.0,,,5.0,7.0,5.0,8.0,5.0,,45.0,31.0,7.0,9.0,0.0,0.0,0.0208182,0,,,,,4.0,4.0,1.0,1.0,1.0,,1.0,1.0,3.0,2.0,2.0,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,
10389771,home,Troyes,Ike Ugbo,ugbo-ike,I. Ugbo,F,11,185,426,M,791987,EUR,906336000,F,9,9,True,7.0,5.0,,,3.0,3.0,2.0,4.0,1.0,,29.0,13.0,6.4,4.0,0.0383,0.0,0.00246291,1,,,,1.0,5.0,2.0,,3.0,1.0,,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,
10389771,home,Troyes,Jessy Moulin,jessy-moulin,J. Moulin,G,,185,35,,9086,EUR,505958400,G,40,40,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389771,home,Troyes,Andreas Bruus,andreas-bruus,A. Bruus,D,5,183,81,M,826070,EUR,916444800,D,19,19,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389771,home,Troyes,Jackson Porozo,jackson-porozo,J. Porozo,D,12,192,728,M,978518,EUR,965347200,D,2,2,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
