match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_totalCross,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_challengeLost,captain,stat_totalOffside,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_punches,stat_clearanceOffLine,stat_penaltyWon,stat_penaltyMiss
11369848,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,1,1,False,28.0,26.0,6.0,4.0,21.0,22.0,5.0,6.0,1.0,11.0,1.0,1.0,6.0,1.0,1.0,6.0,90.0,42.0,8.5,2.0,0.0,0.0,0.00383297,0,0.7319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369848,home,KV Mechelen,Sandy Walsh,sandy-walsh,S. Walsh,D,14,185,7746,M,163199,EUR,795139200,D,5,5,False,5.0,5.0,,,1.0,1.0,4.0,4.0,,,,,,,,,15.0,7.0,5.0,2.0,0.0,0.0,0.569498,0,,,,sandywalsh,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11369848,home,KV Mechelen,Jordi Vanlerberghe,jordi-vanlerberghe,J. Vanlerberghe,D,30,189,145,M,284727,EUR,835833600,D,30,30,False,77.0,67.0,13.0,9.0,35.0,36.0,32.0,42.0,2.0,6.0,,,,,,,90.0,88.0,6.9,12.0,0.0,0.0,0.0487583,0,,,,,1.0,,,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369848,home,KV Mechelen,Elias Cobbaut,elias-cobbaut,E. Cobbaut,D,33,188,177,M,828570,EUR,880329600,D,22,22,False,112.0,102.0,16.0,10.0,29.0,30.0,73.0,83.0,4.0,6.0,,,,,,,90.0,118.0,7.1,11.0,0.0355,0.0,0.181175,2,,,,,,,,,,,1.0,3.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
11369848,home,KV Mechelen,Daam Foulon,daam-foulon,D. Foulon,M,5,180,205,M,826170,EUR,922147200,D,23,23,False,60.0,54.0,2.0,1.0,16.0,19.0,39.0,47.0,9.0,6.0,,,,,,,90.0,87.0,7.1,17.0,0.0383,0.0558,0.0502475,2,,,,,8.0,1.0,,,3.0,,6.0,4.0,2.0,,,4.0,3.0,1.0,,1.0,4.0,2.0,1.0,1.0,3.0,,,,,,,,,,
11369848,home,KV Mechelen,Mory Konate,mory-konate,M. Konate,M,8,191,1273,M,889927,EUR,753321600,M,8,8,False,53.0,46.0,2.0,2.0,14.0,16.0,32.0,37.0,4.0,7.0,,,,,,,90.0,68.0,7.1,11.0,0.0195,0.0,0.029127,1,,,,,5.0,,,,2.0,1.0,,2.0,4.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,3.0,2.0,,,,,,,,,
11369848,home,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,68.0,57.0,6.0,3.0,8.0,9.0,49.0,62.0,3.0,6.0,,,,,,,90.0,81.0,7.3,17.0,0.307,0.0,0.0691865,2,,,,,3.0,2.0,,,,2.0,3.0,1.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,True,1.0,,,,,,,
11369848,home,KV Mechelen,Patrick Pflücke,patrick-pflucke,P. Pflücke,M,14,170,191,M,281283,EUR,849312000,M,77,77,False,41.0,36.0,7.0,6.0,8.0,8.0,30.0,38.0,2.0,2.0,,,,,,,64.0,57.0,7.8,12.0,0.1191,0.3369,0.358785,2,,,,,3.0,1.0,,,,2.0,5.0,,,,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,,1.0,,,,,,
11369848,home,KV Mechelen,Kerim Mrabti,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,M,19,19,False,32.0,25.0,2.0,1.0,7.0,7.0,18.0,25.0,3.0,6.0,1.0,,,,,,90.0,46.0,6.9,11.0,0.1954,0.0,0.0769278,2,,,,,7.0,2.0,,,3.0,2.0,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,,,,,
11369848,home,KV Mechelen,Nikola Storm,nikola-storm,N. Storm,F,26,178,277,M,149796,EUR,780883200,M,11,11,False,25.0,18.0,1.0,,5.0,5.0,14.0,27.0,1.0,5.0,1.0,,,,,,79.0,44.0,6.3,20.0,0.0541,0.0,0.0350475,2,,,,,3.0,2.0,,,,,7.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,3.0,,,,,,,,,,
