match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_totalOffside,stat_shotOffTarget,stat_challengeLost,stat_errorLeadToAShot,stat_accurateCross,player_sofascoreId,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_hitWoodwork
14032407,home,RSC Anderlecht,Colin Coosemans,,,colin-coosemans,C. Coosemans,G,26,185,265,M,122399,EUR,712800000,G,26,26,False,True,26.0,22.0,11.0,8.0,0.0,19.0,21.0,3.0,5.0,8.0,1.0,90.0,32.0,6.8,4.0,0.00166904,35.921730505372,6.0,13.442326181794,0.0,0,0.07,-0.09,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032407,home,RSC Anderlecht,Killian Sardella,,,killian-sardella,K. Sardella,D,54,177,483,M,909964,EUR,1020297600,D,54,54,False,,69.0,57.0,11.0,4.0,0.0,29.0,32.0,28.0,37.0,7.0,,90.0,98.0,7.4,19.0,0.16317,397.51567590536,35.0,182.52385304554,4.0,2,0.4,0.35,0.14,4.0,1.0,2.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.2158,0.0695,23.863209406216,87.388309867866,1.0,-0.27,,,,,,,,,,,,,,,,,,,
14032407,home,RSC Anderlecht,Lucas Hey,Lucas Hey,,lucas-hey,L. Hey,D,3,189,338,M,1122698,EUR,1050192000,D,3,3,False,,66.0,60.0,8.0,4.0,0.0,31.0,33.0,29.0,33.0,3.0,,90.0,74.0,7.3,7.0,0.0109083,201.33871418398,19.0,109.37845900297,0.0,0,0.19,0.08,0.41,,1.0,2.0,1.0,2.0,,,,,,4.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
14032407,home,RSC Anderlecht,Mihajlo Ilić,,,mihajlo-ilic,M. Ilić,D,15,192,610,M,1193085,EUR,1054684800,D,15,15,False,,54.0,48.0,12.0,10.0,0.0,33.0,36.0,15.0,18.0,2.0,,90.0,71.0,7.6,7.0,0.0068428,74.778197029916,12.0,37.430127668494,0.0,1,0.19,0.04,0.49,,2.0,4.0,3.0,7.0,,,,1.0,,7.0,1.0,2.0,2.0,1.0,1.0,0.0251,0.146,,,1.0,0.02,1.0,1.0,,,,,,,,,,,,,,,,,
14032407,home,RSC Anderlecht,Ali Maamar,,,ali-maamar,A. Maamar,M,79,182,2960,M,1440668,EUR,1111536000,D,79,79,False,,57.0,46.0,8.0,2.0,0.0,16.0,20.0,30.0,37.0,8.0,,90.0,91.0,6.9,16.0,0.0231941,123.56077990802,15.0,42.406127848637,2.0,0,0.22,0.1,0.21,1.0,3.0,3.0,6.0,8.0,,,,,,4.0,1.0,5.0,,3.0,2.0,,,16.094853115949,31.040208283459,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
14032407,home,RSC Anderlecht,Enric Llansana,,,enric-llansana,E. Llansana,M,24,183,331,M,916951,EUR,987033600,M,24,24,False,,48.0,42.0,1.0,1.0,0.0,13.0,15.0,29.0,33.0,4.0,,90.0,65.0,7.0,11.0,0.0444579,98.561876869058,14.0,13.876358654185,0.0,1,0.19,0.08,0.29,2.0,,,4.0,6.0,,,,,,2.0,,5.0,4.0,2.0,4.0,0.0194,,,,,-0.09,,1.0,,,1.0,,,,,,,,,,,,,,
14032407,home,RSC Anderlecht,Nathan De Cat,Nathan De Cat,,nathan-de-cat,N. D. Cat,M,74,192,1676,M,1637689,EUR,1216425600,M,74,74,False,,34.0,27.0,8.0,5.0,0.0,10.0,12.0,17.0,22.0,8.0,,54.0,49.0,6.8,10.0,0.0150897,41.232903332869,6.0,-21.883919194432,0.0,3,0.16,0.01,-0.09,,,1.0,3.0,3.0,1.0,,,,2.0,3.0,1.0,2.0,2.0,1.0,,0.1579,,,,,-0.11,,,,,1.0,2.0,1.0,,,,,,,,,,,,
14032407,home,RSC Anderlecht,Tristan Degreef,,,degreef-tristan,T. Degreef,M,83,177,391,M,1436187,EUR,1106092800,M,83,83,False,,28.0,22.0,3.0,3.0,0.0,3.0,4.0,19.0,24.0,7.0,,69.0,42.0,6.8,10.0,0.0233903,149.63991305758,13.0,83.109098707511,3.0,1,0.08,0.17,0.13,1.0,1.0,,3.0,3.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,0.0469,,38.276565800472,69.093412036241,1.0,-0.15,,1.0,,,1.0,,,,,,,,,,,,,,
14032407,home,RSC Anderlecht,Yari Verschaeren,,,verschaeren-yari,Y. Verschaeren,M,10,172,1142,M,901898,EUR,994896000,M,10,10,False,,43.0,41.0,3.0,3.0,0.0,11.0,11.0,30.0,32.0,3.0,,69.0,57.0,7.2,8.0,0.248665,68.106461873603,9.0,18.870426470422,0.0,2,0.33,-0.06,-0.06,3.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,3.0,,0.0654,,,,2.0,-0.07,,,,,1.0,2.0,,1.0,,,,,,,,,,,
14032407,home,RSC Anderlecht,Adriano Bertaccini,,,adriano-bertaccini,A. Bertaccini,F,91,173,745,M,867250,EUR,966124800,M,91,91,False,,13.0,10.0,,,0.0,,,10.0,13.0,1.0,,54.0,25.0,6.5,9.0,0.00846096,28.157391072572,5.0,9.8956842401977,0.0,1,0.03,0.06,-0.14,1.0,,,6.0,3.0,4.0,2.0,,1.0,,,,1.0,,2.0,,0.0114,0.0154,,,2.0,-0.09,,,1.0,1.0,,3.0,,,,,,,,,,,,,
