match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,player_sofascoreId,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_errorLeadToAShot
12448240,home,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2142,M,1012928,EUR,1042761600,G,22,22,False,39.0,27.0,16.0,4.0,0.0,23.0,25.0,4.0,14.0,1.0,9.0,2.0,4.0,90.0,47.0,6.9,12.0,0.00420992,0,0.1676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448240,home,NEC Nijmegen,Brayann Pereira,brayann-pereira,B. Pereira,D,2,172,178,M,1012639,EUR,1053475200,D,2,2,False,35.0,33.0,1.0,1.0,0.0,15.0,16.0,19.0,25.0,1.0,7.0,,,90.0,65.0,7.5,8.0,0.0510695,1,,,,6.0,1.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,1.0,0.0425,0.0765,3.0,,,,,,,,,,,,,,
12448240,home,NEC Nijmegen,Philippe Sandler,philippe-sandler,P. Sandler,D,3,188,233,M,842275,EUR,855532800,D,3,3,False,53.0,49.0,6.0,3.0,0.0,30.0,31.0,19.0,22.0,,4.0,,,59.0,59.0,6.7,4.0,0.022789,0,,,,,,1.0,1.0,4.0,,1.0,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,
12448240,home,NEC Nijmegen,Bram Nuytinck,bram-nuytinck,B. Nuytinck,D,17,190,135,M,70930,EUR,641779200,D,17,17,False,66.0,60.0,8.0,4.0,0.0,48.0,50.0,12.0,16.0,3.0,4.0,,,90.0,81.0,7.2,7.0,0.00697394,2,,,,,,3.0,5.0,9.0,,,,1.0,1.0,2.0,,3.0,,0.1311,0.1152,,True,4.0,2.0,1.0,1.0,1.0,,,,,,,,
12448240,home,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,88.0,78.0,16.0,10.0,0.0,48.0,52.0,30.0,37.0,2.0,7.0,,,90.0,106.0,7.5,13.0,0.674629,1,,,,1.0,,,3.0,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,0.0263,,2.0,,1.0,,,,,c.verdonk,2.0,1.0,,,,,
12448240,home,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,42.0,40.0,1.0,1.0,0.0,27.0,28.0,13.0,14.0,2.0,1.0,,,86.0,54.0,6.9,4.0,0.0915205,1,,,,,,,1.0,6.0,,,,,1.0,1.0,1.0,4.0,1.0,0.3059,,1.0,,1.0,,,,2.0,,,1.0,1.0,1.0,,,
12448240,home,NEC Nijmegen,Kodai Sano,kodai-sano,K. Sano,M,23,176,1274,M,1184054,EUR,1064448000,M,23,23,False,53.0,45.0,9.0,6.0,0.0,25.0,27.0,20.0,27.0,,9.0,,,90.0,66.0,6.7,12.0,0.0614726,2,,Kodai Sano,,1.0,,1.0,10.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,4.0,0.068,0.0361,,,1.0,2.0,,,,,,1.0,,,,,
12448240,home,NEC Nijmegen,Sontje Hansen,sontje-hansen,S. Hansen,M,27,172,611,M,1199057,EUR,1021680000,M,10,10,False,19.0,16.0,2.0,2.0,0.0,8.0,8.0,9.0,14.0,,1.0,,,86.0,37.0,7.4,10.0,0.0406959,2,,,,3.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.821,0.8588,1.0,,,,,,2.0,,,,1.0,,1.0,,
12448240,home,NEC Nijmegen,Sami Ouaissa,sami-ouaissa,S. Ouaissa,M,25,180,488,M,1394147,EUR,1096675200,M,25,25,False,19.0,13.0,2.0,1.0,0.0,2.0,3.0,13.0,23.0,,3.0,,,86.0,46.0,7.1,18.0,0.397136,4,,Sami Ouaissa,,7.0,2.0,,4.0,4.0,,4.0,2.0,,1.0,1.0,1.0,,2.0,0.4233,,2.0,,1.0,,1.0,,5.0,,,3.0,,,,,
12448240,home,NEC Nijmegen,Başar Önal,basar-onal,B. Önal,F,11,173,621,M,1193676,EUR,1089072000,M,11,11,False,23.0,17.0,1.0,,0.0,7.0,8.0,10.0,17.0,1.0,5.0,,,68.0,38.0,6.5,13.0,0.0763545,2,,Basar Onal,,2.0,,,3.0,3.0,1.0,2.0,,1.0,,2.0,1.0,1.0,,0.7693,0.8586,1.0,,,,1.0,,2.0,,,,1.0,,,,
12448240,home,NEC Nijmegen,Koki Ogawa,koki-ogawa,K. Ogawa,F,18,186,1469,M,831860,EUR,870998400,F,18,18,False,9.0,5.0,,,0.0,3.0,4.0,2.0,5.0,,2.0,,,90.0,17.0,6.1,6.0,0.00807734,3,,,,,,5.0,7.0,2.0,1.0,,,2.0,,1.0,1.0,,1.0,0.975,0.6512,,,1.0,,1.0,,1.0,,,,2.0,,,,
12448240,home,NEC Nijmegen,Thomas Ouwejan,thomas-ouwejan,T. Ouwejan,D,5,184,243,M,798180,EUR,844041600,D,5,5,True,15.0,10.0,2.0,,0.0,4.0,5.0,9.0,16.0,,,,,31.0,27.0,7.4,8.0,0.637902,2,,,,6.0,3.0,,2.0,1.0,,,,,,1.0,,,2.0,0.0587,,4.0,,,,1.0,,,,2.0,1.0,,,,,
12448240,home,NEC Nijmegen,Rober González,rober-gonzalez,R. González,M,11,169,147,M,910022,EUR,978739200,M,7,7,True,8.0,6.0,,,0.0,,,6.0,10.0,,2.0,,,22.0,17.0,6.9,6.0,0.00783255,0,,,,2.0,,,2.0,5.0,,2.0,1.0,,,1.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,,
12448240,home,NEC Nijmegen,Iván Márquez,ivan-marquez,I. Márquez,D,44,191,78,M,862479,EUR,771120000,D,4,4,True,2.0,,,,0.0,,,,2.0,1.0,,,,9.0,3.0,6.6,2.0,,0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12448240,home,NEC Nijmegen,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172,213,M,385708,EUR,822873600,F,32,32,True,1.0,,,,0.0,,,,1.0,,,,,9.0,2.0,6.3,2.0,,0,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,
12448240,home,NEC Nijmegen,Kento Shiogai,shiogai-kento,K. Shiogai,F,7,180,1146,M,1499696,EUR,1111795200,F,9,9,True,1.0,,,,0.0,,,,1.0,,,,,9.0,4.0,6.6,2.0,,1,,,,,,,1.0,1.0,1.0,,,,,,,,,0.0371,,,,1.0,,,,,,,1.0,,,,,
