match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,captain,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt
10408450,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,30.0,22.0,15.0,8.0,16.0,18.0,6.0,12.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,90.0,36.0,7.1,9.0,0.0,0.0,0.00176305,0,0.1781,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408450,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,15,15,False,27.0,18.0,7.0,2.0,12.0,13.0,6.0,17.0,6.0,2.0,2.0,5.0,,,,90.0,47.0,7.6,17.0,0.3104,0.6242,0.00336908,2,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10408450,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,51.0,42.0,10.0,4.0,27.0,30.0,15.0,21.0,2.0,1.0,,3.0,,,,90.0,58.0,7.0,9.0,0.0,0.0,0.00702831,0,,,1.0,,,,,,,2.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,
10408450,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,45.0,41.0,6.0,3.0,35.0,36.0,6.0,9.0,,,,3.0,,,,90.0,47.0,6.8,4.0,0.0,0.0,0.00175095,0,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,
10408450,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,6,6,False,49.0,43.0,7.0,4.0,27.0,33.0,16.0,17.0,2.0,6.0,,7.0,3.0,,,90.0,64.0,7.3,9.0,0.0,0.0,0.0174469,0,,1.0,1.0,1.0,,,,,,2.0,,,1.0,1.0,,1.0,,,,2.0,2.0,,,,,,,
10408450,home,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,44577,EUR,574646400,D,18,18,False,32.0,28.0,5.0,3.0,15.0,16.0,13.0,20.0,7.0,4.0,1.0,4.0,1.0,,,90.0,55.0,6.7,11.0,0.0564,0.0,0.0187654,1,,4.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,3.0,1.0,,,,2.0,1.0,1.0,,,,,,
10408450,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,10,10,False,28.0,23.0,3.0,1.0,16.0,20.0,8.0,9.0,5.0,2.0,1.0,7.0,1.0,,,58.0,39.0,6.5,8.0,0.0186,0.023,0.0223271,1,,1.0,,2.0,2.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,
10408450,home,Mallorca,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,4,4,False,45.0,39.0,3.0,1.0,27.0,28.0,12.0,17.0,3.0,7.0,,4.0,3.0,,,83.0,57.0,6.9,9.0,0.0,0.0,0.006736,0,,,1.0,,,,,,,1.0,,,2.0,1.0,3.0,,,,,3.0,3.0,,,,,,,
10408450,home,Mallorca,Clément Grenier,clement-grenier,C. Grenier,M,,186,105,M,39009,EUR,663206400,M,8,8,False,29.0,28.0,3.0,3.0,14.0,14.0,14.0,17.0,2.0,2.0,,4.0,1.0,,,67.0,36.0,7.0,5.0,0.0,0.0,0.287497,0,,2.0,,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,
10408450,home,Mallorca,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,917087,EUR,982540800,F,19,19,False,20.0,15.0,2.0,1.0,8.0,10.0,8.0,13.0,5.0,3.0,,,,,,90.0,32.0,6.9,11.0,0.0,0.0,0.0144296,0,,3.0,,1.0,3.0,3.0,,,,,,,,3.0,2.0,2.0,,,,,,,1.0,,1.0,kanginlee,,
10408450,home,Mallorca,Vedat Muriqi,vedat-muriqi,V. Muriqi,F,7,194,5879,M,310874,EUR,767145600,F,7,7,False,13.0,8.0,1.0,,1.0,1.0,7.0,13.0,3.0,4.0,,1.0,1.0,,,83.0,22.0,6.3,8.0,0.2182,0.0,0.0509933,1,,1.0,3.0,1.0,1.0,,1.0,,,2.0,,,,,,1.0,,,,,,1.0,,,1.0,vedatmuriqi,1.0,
10408450,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,M,14,14,True,7.0,6.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,2.0,,2.0,1.0,,,32.0,18.0,6.6,4.0,0.0,0.0,0.00178405,0,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,2.0,,,,,1.0,,,,,,,,
10408450,home,Mallorca,Iddrisu Baba,iddrisu-baba,I. Baba,M,14,182,943,M,914014,EUR,822268800,M,12,12,True,12.0,9.0,1.0,,6.0,7.0,3.0,5.0,3.0,3.0,1.0,5.0,1.0,,,23.0,17.0,6.4,4.0,0.0,0.0,0.00204511,0,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,
