match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,captain,stat_goalAssist,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim,stat_totalOffside,player_sofascoreId
11372040,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187,289,M,996979,EUR,1015632000,G,1,1,False,33.0,20.0,20.0,7.0,16.0,20.0,4.0,13.0,2.0,14.0,2.0,4.0,1.0,1.0,1.0,90.0,48.0,8.2,13.0,0.00074988,0,1.5495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11372040,home,Oud-Heverlee Leuven,Joel Schingtienne,Joel Schingtienne,,schingtienne-joel,J. Schingtienne,D,3,188,255,M,1388438,EUR,1029283200,D,23,23,False,31.0,28.0,3.0,3.0,23.0,23.0,6.0,10.0,2.0,1.0,,,,,,90.0,44.0,7.4,4.0,0.286691,0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11372040,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190,193,M,949101,EUR,971136000,D,28,28,False,39.0,36.0,4.0,2.0,32.0,32.0,4.0,7.0,4.0,3.0,,,,,,90.0,51.0,6.9,5.0,0.00376112,0,,,,2.0,2.0,1.0,,1.0,,3.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11372040,home,Oud-Heverlee Leuven,Federico Ricca,Federico,Ricca,federico-ricca,F. Ricca,D,16,175,168,M,590036,EUR,786240000,D,14,14,False,69.0,53.0,15.0,7.0,34.0,37.0,19.0,32.0,2.0,3.0,,,,,,90.0,77.0,6.9,16.0,0.021901,0,,,,3.0,,,,,,2.0,2.0,4.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11372040,home,Oud-Heverlee Leuven,Richie Sagrado,Richie Sagrado,,richie-sagrado,R. Sagrado,M,20,182,282,M,1198069,EUR,1075420800,M,52,52,False,19.0,17.0,,,3.0,3.0,14.0,16.0,,2.0,,,,,,82.0,36.0,6.8,8.0,0.0396372,1,,,,2.0,3.0,1.0,,,1.0,5.0,,9.0,2.0,,,,,1.0,1.0,1.0,2.0,1.0,0.0254,,,,,,,,,,,
11372040,home,Oud-Heverlee Leuven,Ezechiel Banzuzi,Ezechiel Banzuzi,,ezechiel-banzuzi,E. Banzuzi,M,6,191,1087,M,1155383,EUR,1108512000,M,11,11,False,28.0,22.0,1.0,1.0,15.0,18.0,7.0,10.0,3.0,5.0,,,,,,69.0,42.0,6.4,12.0,0.0189795,0,,,,4.0,3.0,1.0,,,,1.0,1.0,8.0,,1.0,,1.0,,,4.0,,1.0,1.0,,,,,,,,,,,,
11372040,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,M,8,8,False,58.0,48.0,9.0,6.0,27.0,30.0,22.0,33.0,1.0,5.0,,,,,,90.0,80.0,7.4,17.0,0.0715713,1,,5.0,1.0,7.0,2.0,,,,1.0,2.0,1.0,8.0,1.0,5.0,,3.0,2.0,,,,2.0,3.0,0.0241,True,1.0,1.0,,,,,,,,
11372040,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170,293,M,1028340,EUR,886204800,M,30,30,False,37.0,29.0,4.0,2.0,12.0,14.0,17.0,24.0,2.0,5.0,,,,,,90.0,63.0,7.4,14.0,0.11449,0,,1.0,,4.0,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,3.0,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,
11372040,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175,445,M,862821,EUR,898646400,F,88,88,False,34.0,24.0,5.0,1.0,4.0,6.0,20.0,32.0,,5.0,,,,,,82.0,49.0,6.8,17.0,0.0442524,3,,4.0,,1.0,,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,2.0,,,0.1574,,,,1.0,1.0,1.0,0.0563,,,,
11372040,home,Oud-Heverlee Leuven,Jón Dagur Þórsteinsson,,,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,16,177,285,M,862449,EUR,912038400,F,7,7,False,16.0,13.0,,,5.0,6.0,10.0,17.0,,2.0,,,,,,69.0,37.0,6.7,12.0,0.124305,1,,7.0,2.0,2.0,3.0,,1.0,,1.0,3.0,,10.0,,1.0,,,,2.0,1.0,,,2.0,0.0262,,,1.0,,,,,,,,
11372040,home,Oud-Heverlee Leuven,Jonatan Braut Brunes,,,jonatan-braut-brunes,J. B. Brunes,F,18,188,722,M,840521,EUR,965606400,F,9,9,False,15.0,11.0,,,5.0,6.0,6.0,9.0,,,,,,,,61.0,20.0,6.7,6.0,0.00681414,2,,,,1.0,,,,,,,1.0,1.0,2.0,1.0,,,,,,2.0,,,0.0546,,,,,,,,,,,
11372040,home,Oud-Heverlee Leuven,Nathaniel Opoku,Nathaniel Opoku,,opoku-nathaniel,N. Opoku,F,24,183,196,M,1473154,EUR,995760000,F,21,21,True,7.0,5.0,1.0,1.0,,,5.0,8.0,,,,,,,,29.0,10.0,6.6,4.0,0.0321989,0,,1.0,,,,,,,1.0,3.0,,5.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
