match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_totalOffside,player_firstName,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_goals
11369359,home,Barcelona,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,22,187,119658,M,terStegen,88625,EUR,704592000,G,1,1,False,True,45.0,39.0,12.0,7.0,37.0,40.0,2.0,5.0,1.0,8.0,2.0,1.0,3.0,1.0,90.0,55.0,7.6,6.0,0.00095008,0,0.2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369359,home,Barcelona,João Cancelo,joao-cancelo,J. Cancelo,D,2,182,90478,M,JCancelo,138892,EUR,769996800,D,2,2,False,,57.0,48.0,8.0,5.0,31.0,34.0,18.0,26.0,1.0,8.0,,,,,90.0,92.0,7.7,19.0,0.0504346,1,,3.0,1.0,5.0,7.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,0.0218,0.1734,1.0,,,,,,,,,,,,,,
11369359,home,Barcelona,Andreas Christensen,andreas-christensen,A. Christensen,D,15,188,56340,M,andreaschristensen3,186795,EUR,829094400,D,15,15,False,,62.0,59.0,4.0,3.0,48.0,49.0,11.0,13.0,,4.0,,,,,60.0,62.0,6.6,3.0,0.00217441,0,,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11369359,home,Barcelona,Iñigo Martínez,inigo-martinez,I. Martínez,D,26,181,62317,M,IñigoMartínez,173883,EUR,674438400,D,5,5,False,,91.0,86.0,15.0,12.0,73.0,74.0,13.0,17.0,2.0,2.0,,,,,90.0,102.0,7.6,7.0,0.0129555,0,,,,5.0,4.0,,,,,,1.0,1.0,,2.0,,,,,5.0,1.0,2.0,,,,,,,,,,,
11369359,home,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,AlejandroBalde,997035,EUR,1066435200,D,3,3,False,,39.0,29.0,5.0,2.0,14.0,20.0,15.0,22.0,2.0,2.0,,,,,79.0,58.0,7.1,16.0,0.0843891,0,,3.0,,1.0,2.0,,,,,2.0,,,2.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,
11369359,home,Barcelona,Pablo Gavi,gavi,Gavi,M,6,173,250088,M,Gavi,1103693,EUR,1091664000,M,6,6,False,,29.0,25.0,4.0,3.0,12.0,14.0,13.0,15.0,2.0,5.0,,,,,90.0,44.0,7.0,7.0,0.00614074,0,,,,3.0,6.0,,,,,,4.0,2.0,3.0,2.0,1.0,,,1.0,2.0,,,1.0,,,,,,,,,,
11369359,home,Barcelona,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182,14412,M,oriolromeu,69416,EUR,685670400,M,18,18,False,,40.0,34.0,4.0,3.0,23.0,24.0,11.0,16.0,1.0,2.0,,,,,60.0,52.0,6.6,8.0,0.0340079,0,,,,3.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11369359,home,Barcelona,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,22,22,False,,70.0,60.0,6.0,4.0,43.0,45.0,17.0,28.0,1.0,9.0,,,,,90.0,79.0,6.9,16.0,0.0312424,0,,3.0,,2.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
11369359,home,Barcelona,Ferran Torres,ferran-torres,F. Torres,F,7,185,144391,M,FerranTorres,855833,EUR,951782400,F,7,7,False,,30.0,19.0,3.0,1.0,7.0,12.0,12.0,19.0,,5.0,,,,,90.0,43.0,6.7,17.0,0.0746954,1,,1.0,,3.0,2.0,,3.0,2.0,,,,,3.0,,,0.0693,,1.0,1.0,,,2.0,,,1.0,1.0,,,,,,
11369359,home,Barcelona,João Félix,joao-felix,J. Félix,F,79,181,127180,M,JFélix,851671,EUR,942192000,F,14,14,False,,18.0,13.0,3.0,2.0,2.0,4.0,11.0,14.0,2.0,5.0,,,,,90.0,42.0,8.4,12.0,0.196956,4,,,,7.0,7.0,,2.0,1.0,3.0,1.0,,,3.0,5.0,4.0,0.2915,0.5769,3.0,,1.0,,,,,2.0,,1.0,2.0,1.0,1.0,,
11369359,home,Barcelona,Fermín López,fermin-lopez,F. López,M,16,176,179218,M,FermínLópez,1153270,EUR,1052611200,F,32,32,False,,15.0,13.0,2.0,2.0,4.0,4.0,9.0,12.0,,4.0,,,,,79.0,29.0,6.8,7.0,0.0131047,3,,1.0,,3.0,4.0,1.0,2.0,1.0,2.0,,2.0,1.0,3.0,1.0,1.0,0.5597,0.6032,,,,,1.0,Fermín López,,,,,,1.0,,1.0,
11369359,home,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,RAraújo,925097,EUR,920764800,D,4,4,True,,25.0,22.0,5.0,3.0,19.0,20.0,3.0,5.0,,,,,,,30.0,27.0,6.7,3.0,0.00170343,0,,,,,2.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,
