match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_duelLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_wasFouled,stat_wonContest,stat_shotOffTarget,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId
12504381,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,34.0,13.0,28.0,7.0,0.0,6.0,8.0,7.0,26.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,90.0,43.0,6.2,22.0,0.00916568,0,-0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504381,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,32.0,26.0,4.0,,0.0,18.0,20.0,8.0,12.0,1.0,4.0,2.0,,,,,,,,90.0,51.0,6.5,9.0,0.0052702,0,,True,4.0,8.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
12504381,home,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192,1399,M,1050692,EUR,1072569600,D,42,42,False,36.0,23.0,4.0,,0.0,18.0,23.0,5.0,13.0,9.0,15.0,5.0,,2.0,,,,,,90.0,61.0,6.8,17.0,0.00118886,0,,,7.0,9.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12504381,home,Hellas Verona,Nicolás Valentini,nicolas-valentini,N. Valentini,D,6,184,1144,M,1116570,EUR,986515200,D,6,6,False,26.0,16.0,8.0,3.0,0.0,10.0,14.0,6.0,12.0,5.0,7.0,1.0,,1.0,,,,,,70.0,41.0,6.4,11.0,0.00335813,1,,,2.0,6.0,2.0,1.0,2.0,,,,,Nicolás Valentini,,1.0,1.0,0.0462,,,,,,,,,,,,,,
12504381,home,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,M,38,38,False,17.0,13.0,2.0,,0.0,4.0,6.0,10.0,12.0,,,4.0,,1.0,,,,,,90.0,33.0,6.2,10.0,0.0248647,0,,,5.0,,,,2.0,2.0,2.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,
12504381,home,Hellas Verona,Cheikh Niasse,niasse-cheikh,C. Niasse,M,36,188,1378,M,972523,EUR,948240000,M,10,10,False,25.0,18.0,,,0.0,10.0,13.0,8.0,12.0,3.0,8.0,5.0,,3.0,,,,,,85.0,42.0,6.6,12.0,0.00398319,0,,,8.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,,
12504381,home,Hellas Verona,Ondrej Duda,ondrej-duda,O. Duda,M,11,181,1121,M,246319,EUR,786585600,M,33,33,False,31.0,23.0,8.0,4.0,0.0,11.0,14.0,13.0,18.0,,7.0,6.0,,2.0,,,,,,90.0,49.0,6.6,13.0,0.0702139,0,,,6.0,3.0,2.0,1.0,2.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,
12504381,home,Hellas Verona,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,12,178,1470,M,897594,EUR,944784000,M,12,12,False,10.0,6.0,1.0,,0.0,3.0,3.0,3.0,7.0,1.0,5.0,3.0,,1.0,,,,,,68.0,25.0,7.0,6.0,0.00524371,0,,,,1.0,2.0,2.0,,,,2.0,1.0,,,,1.0,,,,,,,2.0,,,,,,,,
12504381,home,Hellas Verona,Antoine Bernede,antoine-bernede,A. Bernede,M,24,177,421,M,837080,EUR,927676800,F,24,24,False,12.0,9.0,2.0,1.0,0.0,3.0,4.0,6.0,8.0,,,2.0,,,,,,,,45.0,16.0,6.5,5.0,0.0225228,0,,,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,
12504381,home,Hellas Verona,Tomáš Suslov,tomas-suslov,T. Suslov,F,31,175,1258,M,964154,EUR,1023408000,F,31,31,False,15.0,7.0,3.0,,0.0,5.0,8.0,2.0,7.0,,7.0,4.0,,,,,,,,76.0,31.0,6.6,13.0,0.00035666,0,,,7.0,,3.0,3.0,3.0,,1.0,5.0,1.0,,,,,,,,,,2.0,2.0,,,,,,,,
