match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_totalOffside
12514010,home,CD Nacional,Lucas França,lucas-franca,L. França,G,37,194,104,M,832672,EUR,822009600,G,37,37,False,29.0,21.0,16.0,8.0,0.0,13.0,13.0,8.0,16.0,8.0,3.0,90.0,35.0,7.2,8.0,0.00096055,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514010,home,CD Nacional,Gustavo García,gustavo-garcia,G. García,D,2,175,678,M,1002443,EUR,1010102400,D,22,22,False,28.0,21.0,8.0,3.0,0.0,15.0,16.0,7.0,16.0,4.0,,90.0,64.0,7.8,16.0,0.0482049,0,,,4.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12514010,home,CD Nacional,Ulisses,ulisses,Ulisses,D,4,183,102,M,926869,EUR,938476800,D,4,4,False,42.0,36.0,5.0,1.0,0.0,32.0,33.0,4.0,9.0,5.0,,90.0,56.0,7.3,6.0,0.00144217,0,,,,,3.0,5.0,6.0,,1.0,1.0,7.0,1.0,1.0,1.0,,,1.0,,3.0,2.0,,,,,,,,,,,,,,,
12514010,home,CD Nacional,Ze Vitor,ze-vitor,Zé Vitor,D,38,189,125,M,1112474,EUR,981676800,D,38,38,False,47.0,36.0,10.0,3.0,0.0,28.0,28.0,8.0,19.0,4.0,,90.0,60.0,7.3,11.0,0.0085048,0,,,,,4.0,4.0,5.0,,,,8.0,1.0,1.0,1.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,
12514010,home,CD Nacional,José Gomes,jose-gomes,J. Gomes,D,5,185,33,M,344181,EUR,837820800,D,5,5,False,22.0,15.0,6.0,3.0,0.0,9.0,9.0,7.0,17.0,5.0,,90.0,50.0,7.7,14.0,0.0105759,1,,,4.0,1.0,3.0,1.0,7.0,,,,4.0,,2.0,4.0,4.0,1.0,,1.0,,1.0,1.0,0.0309,,,,,,,,,,,,,
12514010,home,CD Nacional,Daniel Penha,daniel-penha,D. Penha,M,14,170,229,M,862256,EUR,908582400,M,17,17,False,25.0,16.0,2.0,,0.0,5.0,6.0,11.0,21.0,4.0,,82.0,41.0,7.6,12.0,0.00924326,2,,,2.0,,1.0,5.0,7.0,2.0,3.0,3.0,1.0,,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.1782,1.0,1.0,1.0,0.4415,,,,,,,,,
12514010,home,CD Nacional,Matheus Dias,dias-matheus,Matheus Dias,M,6,187,228,M,1020610,EUR,1020902400,M,88,88,False,33.0,27.0,5.0,4.0,0.0,19.0,23.0,8.0,10.0,3.0,,90.0,48.0,7.0,8.0,0.0129861,1,,,,,,4.0,5.0,,,,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,3.0,1.0,0.0161,,,,,1.0,,,,,,,,
12514010,home,CD Nacional,Luís Esteves,luis-esteves,L. Esteves,M,10,171,237,M,1097527,EUR,892080000,M,10,10,False,35.0,30.0,4.0,2.0,1.0,19.0,21.0,12.0,17.0,6.0,,90.0,54.0,8.0,10.0,0.29234,2,Luís,Esteves,3.0,1.0,2.0,5.0,7.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,2.0,,0.0957,,2.0,,,1.0,True,2.0,,,,,,
12514010,home,CD Nacional,Rúben Macedo,ruben-macedo,R. Macedo,F,20,171,33,M,318943,EUR,826329600,F,7,7,False,7.0,2.0,3.0,1.0,0.0,,1.0,4.0,10.0,6.0,,74.0,20.0,6.3,11.0,0.141676,2,,,4.0,2.0,,6.0,2.0,,2.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,0.8672,,,,,2.0,,,1.0,,,,,
12514010,home,CD Nacional,Tiago Reis,tiago-reis,T. Reis,F,23,183,225,M,975373,EUR,934588800,F,72,72,False,9.0,3.0,1.0,,0.0,2.0,4.0,1.0,5.0,,,61.0,18.0,6.6,8.0,0.00175794,3,,,,,2.0,2.0,3.0,,,,,,,1.0,,1.0,,,1.0,,2.0,0.587,1.0,,,0.3019,1.0,,,1.0,1.0,,,,
12514010,home,CD Nacional,Arvin Appiah,arvin-appiah,A. Appiah,D,25,173,145,M,934229,EUR,978652800,F,70,70,False,9.0,6.0,,,0.0,3.0,5.0,4.0,6.0,5.0,,61.0,20.0,6.9,5.0,0.0886319,0,,,2.0,1.0,,3.0,3.0,,1.0,1.0,,,1.0,,,1.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,
12514010,home,CD Nacional,Gabriel Santos,gabriel-santos,Gabriel Santos,F,90,185,75,M,1010620,EUR,921542400,F,77,77,True,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,1.0,,29.0,15.0,6.9,5.0,0.0247577,3,,,,,1.0,2.0,4.0,,1.0,,,,,1.0,,2.0,2.0,2.0,,1.0,1.0,0.0912,,2.0,,,,,,,,,,,
12514010,home,CD Nacional,Adrián Butzke,adrian-butzke,A. Butzke,F,3,191,100,M,991292,EUR,922752000,F,9,9,True,9.0,3.0,1.0,,1.0,1.0,1.0,2.0,8.0,2.0,,29.0,19.0,7.2,9.0,0.00257671,2,,,,,7.0,3.0,8.0,,,,,,1.0,,,2.0,1.0,1.0,1.0,1.0,,0.1476,1.0,1.0,,0.1281,1.0,,,,1.0,,,,
12514010,home,CD Nacional,Isaac,isaac,Isaac,F,41,181,546,M,1471239,EUR,1080259200,F,23,23,True,7.0,5.0,1.0,,0.0,4.0,4.0,1.0,3.0,4.0,,16.0,19.0,7.5,6.0,0.00201969,1,Isaac,,,,1.0,2.0,4.0,1.0,1.0,1.0,,,,2.0,1.0,3.0,,1.0,,1.0,,0.133,1.0,,1.0,0.5253,,,,,,,,,
12514010,home,CD Nacional,Bruno Costa,bruno-costa,B. Costa,M,,174,140,M,343619,EUR,861408000,M,8,8,True,1.0,,,,0.0,,,1.0,2.0,,,8.0,3.0,6.5,2.0,0.0101049,0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
12514010,home,CD Nacional,Rui Encarnação,rui-encarnacao,R. Encarnação,G,1,185,30,M,1049407,EUR,891734400,G,1,1,True,,,,,,,,,,,,,,,,,0,Rui Filipe Teixeira da Encarnação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514010,home,CD Nacional,Afonso Freitas,afonso-freitas,A. Freitas,D,25,180,35,M,928812,EUR,955065600,D,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514010,home,CD Nacional,Francisco Gonçalves,francisco-goncalves,F. Gonçalves,D,33,188,30,M,1394244,EUR,1078444800,D,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514010,home,CD Nacional,Miguel Baeza,miguel-baeza,M. Baeza,M,8,177,123,M,902051,EUR,954115200,M,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
