match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,captain,stat_hitWoodwork,stat_totalOffside,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
11388459,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,40.0,35.0,12.0,7.0,0.0,30.0,31.0,5.0,9.0,1.0,1.0,4.0,1.0,2.0,2.0,90.0,44.0,7.2,5.0,0.00268113,0,0.7515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388459,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,59.0,53.0,4.0,2.0,0.0,18.0,19.0,35.0,42.0,1.0,6.0,5.0,,,,90.0,84.0,7.5,10.0,0.06829,2,,2.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,0.1766,1.0,,,,,,,,,,,,,,,,,
11388459,home,PSV Eindhoven,André Ramalho,,,andre-ramalho,A. Ramalho,D,5,182,5374,M,148155,EUR,698198400,D,5,5,False,53.0,50.0,3.0,1.0,0.0,23.0,23.0,27.0,30.0,2.0,4.0,3.0,,,,64.0,63.0,7.2,3.0,0.0661995,0,,,,2.0,1.0,,,,,3.0,2.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,
11388459,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,False,84.0,68.0,8.0,5.0,0.0,36.0,41.0,33.0,44.0,2.0,6.0,2.0,1.0,,,90.0,103.0,8.5,17.0,0.0627131,0,,1.0,1.0,2.0,1.0,,,,,2.0,3.0,3.0,1.0,,3.0,,8.0,,1.0,1.0,,,,,,,,,,,,
11388459,home,PSV Eindhoven,Sergiño Dest,,,sergino-dest,S. Dest,D,8,173,6120,M,906021,EUR,973209600,D,8,8,False,37.0,33.0,1.0,,0.0,13.0,15.0,21.0,28.0,1.0,9.0,4.0,2.0,,,90.0,74.0,7.6,16.0,0.0538934,2,,6.0,1.0,4.0,,4.0,1.0,,1.0,1.0,5.0,3.0,2.0,0.143,,,,,1.0,,sergino,1.0,,,,,,,,,,
11388459,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,M,22,22,False,64.0,57.0,2.0,,0.0,22.0,27.0,35.0,37.0,3.0,5.0,8.0,1.0,,,90.0,79.0,7.0,9.0,0.0824389,1,,,,1.0,,1.0,,1.0,,3.0,1.0,1.0,1.0,0.075,,2.0,3.0,,,,,,1.0,0.3769,,,,,,,,
11388459,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,92.0,78.0,10.0,8.0,0.0,18.0,21.0,62.0,80.0,2.0,7.0,9.0,1.0,,,90.0,125.0,9.0,26.0,0.503695,2,,9.0,,2.0,,,,,1.0,1.0,4.0,4.0,3.0,0.0622,4.0,,1.0,1.0,2.0,2.0,,1.0,,,1.0,,,,,,,
11388459,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,M,11,11,False,41.0,38.0,,,0.0,11.0,11.0,28.0,35.0,1.0,8.0,2.0,,,,80.0,63.0,7.7,14.0,0.7066,1,,5.0,,6.0,1.0,8.0,5.0,,1.0,,2.0,,2.0,0.2144,2.0,,,,1.0,1.0,johanbakayoko,,,,2.0,,,,,,,
11388459,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,33.0,27.0,,,0.0,6.0,7.0,21.0,27.0,,4.0,,2.0,,,90.0,44.0,6.7,9.0,0.0281332,1,,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0539,,2.0,,,,,,,,,,,,,,,,
11388459,home,PSV Eindhoven,Hirving Lozano,,,hirving-lozano,H. Lozano,F,11,175,6578,M,385320,EUR,807062400,M,27,27,False,28.0,23.0,1.0,,0.0,4.0,6.0,19.0,23.0,,7.0,6.0,2.0,,,90.0,50.0,7.7,9.0,0.263256,1,,1.0,,5.0,,6.0,4.0,,1.0,,1.0,,,0.0452,2.0,,2.0,2.0,,1.0,hirvinglozano,,,,1.0,,,,,,,
