match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_totalTackle,stat_fouls,stat_challengeLost,stat_lastManTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_aerialLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_outfielderBlock,stat_wasFouled,stat_totalContest,stat_wonContest,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_blockedScoringAttempt,stat_totalOffside,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_bigChanceMissed,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_clearanceOffLine,stat_goals
14288936,home,AVS - Futebol SAD,Adriel,Adriel,,adriel,Adriel,G,1,195,400,M,1106840,EUR,979430400,G,1,1,False,44.0,28.0,32.0,16.0,0.0,20.0,23.0,8.0,21.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,90.0,50.0,7.1,16.0,0.00857255,54.25169610803,10.0,22.365,11.865,0.1306,1.0,0,-0.3969,0.11,0.01,0.18,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288936,home,AVS - Futebol SAD,Cristian Castro,Cristian Castro,,cristian-castro,C. Castro,D,42,192,155,M,1067320,EUR,980380800,D,42,42,False,3.0,1.0,1.0,,0.0,1.0,1.0,,2.0,,1.0,,1.0,,,,,5.0,5.0,3.0,2.0,3.02e-06,3.468,1.0,0.0,0.0,,,0,,-0.01,0.0,-0.1,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288936,home,AVS - Futebol SAD,Carlos Ponck,,,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,26,26,False,32.0,27.0,4.0,1.0,0.0,23.0,23.0,4.0,9.0,3.0,4.0,10.0,2.0,,,,,90.0,45.0,6.8,6.0,0.00114922,41.882426271001,8.0,13.65,11.34,,,0,,-0.07,0.01,0.45,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14288936,home,AVS - Futebol SAD,Rúben Semedo,,,ruben-semedo,R. Semedo,D,35,189,290,M,344199,EUR,765417600,D,35,35,False,39.0,32.0,6.0,4.0,0.0,24.0,27.0,8.0,12.0,5.0,6.0,7.0,6.0,,,,,90.0,52.0,6.8,8.0,0.202604,95.373897761854,15.0,-20.265,4.515,,,1,,0.02,0.1,-0.03,,4.0,1.0,1.0,,,1.0,,1.0,3.0,1.0,3.0,0.0074,0.0324,-0.06,,,,,,,,,,,,,,,,,,
14288936,home,AVS - Futebol SAD,Kiki Afonso,,,kiki-afonso,K. Afonso,D,24,181,59,M,324345,EUR,787017600,D,24,24,False,41.0,28.0,10.0,4.0,0.0,19.0,21.0,9.0,20.0,2.0,4.0,3.0,3.0,,,,,90.0,65.0,6.6,16.0,0.00964596,74.908363362945,12.0,6.09,12.18,,,0,,0.04,0.05,-0.02,,4.0,1.0,1.0,1.0,,,,,2.0,,1.0,,,,True,2.0,1.0,,,,,,,,,,,,,,,
14288936,home,AVS - Futebol SAD,Gustavo Mendonca,,,mendonca-gustavo,G. Mendonça,M,23,176,44,M,1006114,EUR,1047340800,M,23,23,False,32.0,24.0,1.0,1.0,0.0,11.0,16.0,13.0,16.0,,2.0,7.0,2.0,,,,,80.0,45.0,6.9,8.0,0.00885888,55.239682862881,8.0,23.1,11.865,,1.0,0,,0.03,0.03,0.38,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,
14288936,home,AVS - Futebol SAD,Roni,Roni,,roni,Roni,M,70,174,495,M,1046440,EUR,924134400,M,70,70,False,36.0,32.0,6.0,2.0,0.0,21.0,24.0,11.0,12.0,1.0,3.0,9.0,7.0,,,,,72.0,51.0,7.3,5.0,0.00667771,128.23500341006,17.0,50.82,33.075,,2.0,0,,0.13,0.19,0.41,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,33.12221986824,1.0,,,,,,,,,,,
14288936,home,AVS - Futebol SAD,Pedro Lima,Pedro Lima,,pedro-lima,P. Lima,M,8,184,482,M,1067648,EUR,1048723200,M,8,8,False,27.0,19.0,3.0,2.0,0.0,8.0,10.0,11.0,17.0,,4.0,,6.0,,,,,80.0,38.0,6.6,11.0,0.0146328,162.74736975071,14.0,104.16,26.775,,2.0,2,,0.11,0.17,-0.11,,5.0,3.0,2.0,1.0,,1.0,1.0,,,1.0,,0.0698,0.1591,0.0,,,1.0,2.0,,67.751308608087,3.0,1.0,1.0,,,,,,,,,
14288936,home,AVS - Futebol SAD,Babatunde Akinsola,,,akinsola-babatunde,B. Akinsola,F,11,175,163,M,1133063,EUR,1047254400,F,11,11,False,28.0,21.0,2.0,1.0,0.0,11.0,13.0,10.0,15.0,1.0,4.0,1.0,7.0,,,,,90.0,52.0,6.6,19.0,0.0499832,215.61841052971,22.0,98.595,18.69,,1.0,2,,0.06,0.28,0.19,,6.0,2.0,1.0,1.0,,2.0,4.0,6.0,1.0,,2.0,0.0455,,-0.21,,,1.0,1.0,,58.494655027128,3.0,1.0,,3.0,2.0,1.0,,,,,,
14288936,home,AVS - Futebol SAD,Tomané,,,tomane,Tomané,F,7,185,176,M,126076,EUR,719798400,F,7,7,False,16.0,6.0,,,0.0,2.0,2.0,4.0,14.0,6.0,10.0,1.0,4.0,,,,,72.0,28.0,7.1,14.0,0.0341954,56.28138856657,8.0,15.225,11.235,,1.0,0,,0.04,0.1,-0.01,,6.0,1.0,1.0,1.0,,,1.0,2.0,3.0,,,,,,,,3.0,1.0,,9.6411269569486,1.0,,,1.0,,,,,,,,
14288936,home,AVS - Futebol SAD,Óscar Perea,Óscar,Perea,oscar-perea,Ó. Perea,F,14,174,1176,M,1185986,EUR,1127779200,F,14,14,False,7.0,5.0,1.0,,0.0,2.0,3.0,3.0,4.0,,2.0,,1.0,,,,,54.0,20.0,6.5,10.0,0.00385228,103.22895128822,10.0,79.695,29.295,,,2,,0.02,0.45,0.0,,5.0,,1.0,,,,2.0,3.0,1.0,,1.0,0.1292,,-0.54,,,2.0,1.0,,77.706585439757,4.0,1.0,2.0,,2.0,1.0,,,,,,
