match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,captain,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_interceptionWon,stat_fouls,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt,player_sofascoreId,stat_errorLeadToAGoal
12450876,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,18.0,11.0,10.0,3.0,0.0,9.0,10.0,2.0,8.0,2.0,3.0,1.0,1.0,1.0,3.0,90.0,26.0,7.2,7.0,0.00185731,0,0.3169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450876,home,Nantes,Kelvin Amian,kelvin-amian,K. Amian,D,98,179,199,M,802143,EUR,886896000,D,98,98,False,22.0,18.0,1.0,,0.0,3.0,3.0,15.0,20.0,2.0,2.0,,,,,90.0,48.0,7.6,9.0,0.127406,0,,1.0,1.0,1.0,2.0,7.0,1.0,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12450876,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,24.0,20.0,3.0,1.0,0.0,16.0,19.0,4.0,5.0,12.0,3.0,,,,,90.0,41.0,7.4,5.0,0.0102242,0,,,2.0,2.0,3.0,2.0,,,,,,,True,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
12450876,home,Nantes,Nathan Zeze,zeze-nathan,N. Zeze,D,44,190,847,M,1154687,EUR,1119052800,D,44,44,False,33.0,25.0,5.0,2.0,0.0,18.0,24.0,7.0,9.0,7.0,3.0,,,,,90.0,48.0,7.3,8.0,0.00273644,0,,,2.0,3.0,3.0,3.0,,,,,Nathan Zeze,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
12450876,home,Nantes,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,False,29.0,18.0,4.0,1.0,0.0,6.0,11.0,13.0,22.0,7.0,4.0,,,,,90.0,71.0,7.7,19.0,0.0627961,2,,4.0,1.0,3.0,6.0,9.0,,3.0,2.0,1.0,,,,2.0,,,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0.136,,,,,,,,,
12450876,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,45.0,34.0,9.0,5.0,1.0,16.0,16.0,18.0,30.0,4.0,2.0,,,,,88.0,52.0,7.0,13.0,0.0130125,0,,1.0,1.0,,3.0,,,,,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
12450876,home,Nantes,Douglas Augusto,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,34.0,28.0,2.0,2.0,0.0,14.0,15.0,14.0,20.0,1.0,5.0,,,,,90.0,51.0,7.3,8.0,0.0182623,1,,1.0,1.0,,4.0,6.0,1.0,5.0,3.0,,,,,1.0,,,2.0,1.0,,,,,1.0,0.0912,1.0,0.2572,,,,,,,
12450876,home,Nantes,Sorba Thomas,sorba-thomas,S. Thomas,M,7,185,586,M,911039,EUR,917222400,M,22,22,False,19.0,12.0,3.0,1.0,0.0,2.0,5.0,10.0,22.0,1.0,5.0,,,,,78.0,42.0,5.9,24.0,0.0111488,1,,8.0,,,7.0,1.0,3.0,,,,,,,,,,,,,4.0,,1.0,1.0,0.5973,,,1.0,1.0,,,,,
12450876,home,Nantes,Johann Lepenant,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,8,8,False,19.0,15.0,1.0,1.0,0.0,5.0,8.0,10.0,13.0,1.0,5.0,,,,,90.0,32.0,6.9,9.0,0.0202405,0,,2.0,,,4.0,3.0,2.0,3.0,2.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12450876,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,22.0,16.0,4.0,3.0,0.0,5.0,6.0,12.0,18.0,,11.0,,,,,78.0,42.0,7.5,15.0,0.334564,2,,2.0,5.0,,11.0,2.0,2.0,1.0,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,4.0,1.0,,,0.1564,2.0,0.5732,,,1.0,1.0,,,
12450876,home,Nantes,Matthis Abline,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,39,39,False,14.0,10.0,,,0.0,5.0,5.0,5.0,11.0,2.0,1.0,,,,,77.0,36.0,6.8,15.0,0.0346083,2,,2.0,3.0,,9.0,5.0,3.0,,,,,,,1.0,,5.0,,1.0,,4.0,3.0,,2.0,0.0887,1.0,0.1012,,,,,1.0,,
12450876,home,Nantes,Tino Kadewere,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,F,10,10,True,3.0,1.0,1.0,,0.0,,2.0,1.0,1.0,,,,,,,13.0,6.0,6.5,3.0,0.00054606,0,,,1.0,,1.0,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,
12450876,home,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,F,11,11,True,5.0,5.0,,,0.0,2.0,2.0,3.0,4.0,,1.0,,,,,12.0,11.0,6.6,3.0,0.00056949,0,,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,
12450876,home,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,True,2.0,,,,0.0,,1.0,,1.0,,,,,,,12.0,6.0,6.4,4.0,,0,,,,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,mostafamohamed11,
12450876,home,Nantes,Bahereba Guirassy,bahereba-guirassy,B. Guirassy,F,11,177,1755,M,1406007,EUR,1156809600,F,62,62,True,1.0,,,,0.0,,,,1.0,1.0,2.0,,,,,10.0,6.0,7.9,1.0,,1,,,,,,3.0,,,,,,,,,,,,,,3.0,3.0,,,0.3726,1.0,0.4285,,,,1.0,,,
12450876,home,Nantes,Hugo Barbet,hugo-barbet,H. Barbet,G,1,189,33,M,1162032,EUR,1006387200,G,50,50,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450876,home,Nantes,Mathieu Acapandié,mathieu-acapandie,M. Acapandié,D,22,182,128,M,1405926,EUR,1102982400,D,41,41,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Mathieu Acapandié,,,,,,,,,,,,,,,,,,,,,,
12450876,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450876,home,Nantes,Dehmaine Tabibou,dehmaine-assoumani,D. Tabibou,M,17,181,341,M,1405912,EUR,1113696000,M,59,59,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Dehmaine,Tabibou,,,,,,,,,,,,,,,,,,,,,
12450876,home,Nantes,Louis Leroux,louis-leroux,L. Leroux,M,66,184,364,M,1405998,EUR,1137974400,M,66,66,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450876,away,Auxerre,Donovan Léon,donovan-leon,D. Léon,G,16,186,316,M,159837,EUR,720748800,G,16,16,False,35.0,25.0,16.0,6.0,0.0,20.0,20.0,5.0,15.0,,8.0,,2.0,2.0,3.0,90.0,45.0,7.0,10.0,0.00286521,0,-0.6398,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450876,away,Auxerre,Paul Joly,paul-joly,P. Joly,D,26,182,234,M,1130986,EUR,960336000,D,26,26,False,67.0,50.0,9.0,7.0,0.0,27.0,33.0,23.0,40.0,6.0,5.0,,,,,90.0,109.0,6.6,31.0,0.0552749,0,,6.0,,3.0,5.0,9.0,2.0,3.0,3.0,1.0,Paul Joly,,,1.0,,3.0,3.0,,,3.0,1.0,,2.0,,,,,,,,,,1.0
12450876,away,Auxerre,Jubal,jubal,Jubal,D,5,190,384,M,329195,EUR,746582400,D,4,4,False,73.0,64.0,7.0,2.0,0.0,47.0,51.0,17.0,22.0,4.0,6.0,,,,,90.0,86.0,6.7,10.0,0.0214653,1,,,,2.0,5.0,5.0,1.0,3.0,2.0,,,,True,3.0,,,1.0,1.0,,,,1.0,,0.047,,,,,,,,,
12450876,away,Auxerre,Gabriel Osho,gabriel-osho,G. Osho,D,4,185,1150,M,920680,EUR,903052800,D,3,3,False,87.0,79.0,5.0,3.0,0.0,47.0,50.0,32.0,37.0,6.0,3.0,,,,,90.0,105.0,6.8,11.0,0.0138542,0,,,1.0,3.0,5.0,6.0,2.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,
12450876,away,Auxerre,Ki-Jana Hoever,ki-jana-hoever,K. Hoever,D,12,180,945,M,954044,EUR,1011312000,D,23,23,False,41.0,37.0,3.0,2.0,0.0,17.0,17.0,21.0,29.0,2.0,,,,,,86.0,70.0,7.3,13.0,0.0742814,0,,5.0,,,1.0,4.0,,3.0,3.0,,,,,,,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,
12450876,away,Auxerre,Elisha Owusu,elisha-owusu,E. Owusu,M,42,179,1294,M,904424,EUR,878860800,M,42,42,False,59.0,50.0,3.0,1.0,0.0,33.0,34.0,17.0,25.0,1.0,6.0,,,,,86.0,70.0,7.0,10.0,0.0795107,1,,,1.0,3.0,3.0,7.0,,3.0,2.0,,,,,2.0,,1.0,4.0,,,,,,1.0,0.0152,,,,,,,1.0,,
12450876,away,Auxerre,Rayan Raveloson,rayan-raveloson,R. Raveloson,M,45,182,2740,M,757742,EUR,853372800,M,97,97,False,62.0,57.0,4.0,4.0,0.0,30.0,31.0,27.0,33.0,3.0,8.0,,,,,90.0,81.0,7.3,10.0,0.0672569,3,,2.0,,,1.0,3.0,,,,1.0,,,,,,3.0,,1.0,,1.0,1.0,,2.0,0.0713,2.0,0.1527,,,,,1.0,,
12450876,away,Auxerre,Gaëtan Perrin,gaetan-perrin,G. Perrin,M,28,169,447,M,827506,EUR,834105600,M,10,10,False,36.0,31.0,1.0,1.0,0.0,15.0,16.0,17.0,30.0,,6.0,,,,,76.0,63.0,7.1,19.0,0.111408,2,,10.0,,,6.0,5.0,5.0,5.0,2.0,2.0,,,,1.0,,,1.0,,1.0,,,1.0,,0.1543,,,,,1.0,,1.0,,
12450876,away,Auxerre,Ado Onaiwu,ado-onaiwu,A. Onaiwu,M,45,180,644,M,489180,EUR,815788800,M,45,45,False,21.0,18.0,,,0.0,3.0,3.0,15.0,18.0,1.0,4.0,,,,,54.0,32.0,5.7,7.0,0.147165,2,,,1.0,1.0,3.0,3.0,,1.0,1.0,1.0,,,,,,2.0,,1.0,,1.0,,1.0,1.0,0.46,,,1.0,,,,1.0,,
12450876,away,Auxerre,Lassine Sinayoko,sinayoko-lassine,L. Sinayoko,F,10,186,10455,M,927005,EUR,944611200,M,17,17,False,39.0,31.0,,,0.0,20.0,21.0,12.0,21.0,1.0,3.0,,,,,90.0,62.0,7.1,17.0,0.670579,0,,3.0,3.0,2.0,8.0,9.0,2.0,3.0,2.0,2.0,,,,,,3.0,,2.0,1.0,4.0,2.0,,2.0,,,,,,,,,,
12450876,away,Auxerre,Thelonius Bair,bair-thelonius,T. Bair,F,9,191,426,M,936848,EUR,935712000,F,9,9,False,13.0,8.0,,,0.0,3.0,4.0,5.0,10.0,1.0,,,,,,58.0,18.0,6.8,8.0,0.00831785,1,,1.0,1.0,3.0,2.0,3.0,1.0,,,1.0,,,,,,1.0,,,,,,,,0.0172,1.0,0.1642,,1.0,,,,,
12450876,away,Auxerre,Lasso Coulibaly,lasso-coulibaly,L. Coulibaly,M,21,186,301,M,1126588,EUR,1034985600,M,21,21,True,9.0,9.0,,,0.0,5.0,5.0,4.0,5.0,,1.0,,,,,32.0,15.0,6.5,3.0,0.00445541,1,,1.0,2.0,,3.0,1.0,,,,,,,,,,1.0,,,,2.0,1.0,1.0,,0.1579,,,,,,,,,
12450876,away,Auxerre,Florian Ayé,florian-aye,F. Ayé,F,97,184,302,M,801280,EUR,853632000,F,19,19,True,4.0,2.0,,,0.0,1.0,2.0,1.0,2.0,,,,,,,14.0,5.0,6.5,2.0,0.0027222,1,,,,,,,,,,,,,,,,,,,,,,,,0.1899,,,,,,,1.0,,
12450876,away,Auxerre,Kévin Danois,kevin-danois,K. Danois,M,5,183,449,M,1151803,EUR,1088380800,M,27,27,True,7.0,6.0,,,0.0,1.0,1.0,5.0,6.0,1.0,,,,,,12.0,11.0,6.3,2.0,0.00893902,0,,,,,1.0,,,,,,Kévin Danois,,,1.0,,1.0,,,,,,,,,,,,,,,,,
12450876,away,Auxerre,Ben Viadere,ben-viadere,B. Viadere,M,,176,23,,1897490,EUR,1125619200,F,29,29,True,2.0,1.0,,,0.0,,,2.0,6.0,,,,,,,12.0,8.0,6.6,5.0,0.058123,0,,4.0,1.0,,2.0,1.0,,,,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
12450876,away,Auxerre,Théo De Percin,theo-de-percin,T. D. Percin,G,40,186,100,M,1095836,EUR,981072000,G,40,40,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Théo De Percin,,,,,,,,,,,,,,,,,,,,,,
12450876,away,Auxerre,Raphael Adiceam,raphael-adiceam,R. Adiceam,G,1,179,10,M,821737,EUR,646963200,G,37,37,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450876,away,Auxerre,Théo Pellenard,theo-pellenard,T. Pellenard,D,12,182,30,M,369546,EUR,762739200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450876,away,Auxerre,Madiou Keita,keita-madiou,M. Keita,D,13,189,303,M,1502649,EUR,1093737600,D,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Madiou Keita,,,,,,,,,,,,,,,,,,,,,,
