match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_aerialLost,stat_outfielderBlock,player_firstName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,player_lastName,stat_crossNotClaimed,stat_punches,stat_bigChanceMissed
11391404,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,24.0,22.0,6.0,4.0,21.0,21.0,1.0,3.0,1.0,6.0,1.0,2.0,4.0,90.0,32.0,7.2,2.0,0.00015409,0,-0.2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391404,home,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,D,11,11,False,35.0,27.0,4.0,1.0,10.0,10.0,17.0,30.0,6.0,4.0,,,,75.0,61.0,6.9,15.0,0.02179,1,,5.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.018,1.0,,,,,,,,,,,,,,,,,
11391404,home,Nantes,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,814023,EUR,886550400,D,24,24,False,48.0,42.0,4.0,2.0,34.0,35.0,9.0,14.0,1.0,5.0,,,,87.0,61.0,7.1,7.0,0.0193694,0,,1.0,2.0,3.0,7.0,,,,,,5.0,3.0,1.0,,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,
11391404,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,45.0,37.0,9.0,3.0,29.0,30.0,8.0,15.0,8.0,4.0,,,,90.0,60.0,7.2,8.0,0.00393554,0,,,2.0,,5.0,,1.0,1.0,,1.0,2.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
11391404,home,Nantes,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,1102502,EUR,1021507200,D,29,29,False,51.0,39.0,7.0,4.0,12.0,17.0,30.0,37.0,3.0,6.0,,,,90.0,81.0,7.4,15.0,0.247886,1,,3.0,1.0,2.0,4.0,1.0,2.0,1.0,,3.0,2.0,1.0,1.0,,,0.0329,3.0,3.0,,,Quentin Merlin,1.0,0.0342,,,,,,,,,,,
11391404,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,21.0,20.0,2.0,1.0,7.0,8.0,16.0,18.0,,4.0,,,,45.0,31.0,7.0,4.0,0.132858,2,,5.0,,1.0,1.0,,,,,1.0,1.0,,,,,0.2554,2.0,3.0,,,,1.0,0.2456,True,1.0,1.0,,,,,,,,
11391404,home,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,False,37.0,28.0,4.0,3.0,13.0,15.0,15.0,22.0,3.0,5.0,,,,90.0,51.0,6.8,12.0,0.0230493,1,,,,4.0,3.0,1.0,1.0,1.0,,3.0,2.0,1.0,2.0,,1.0,0.0444,,,2.0,,,,,,,1.0,,,,,,,,
11391404,home,Nantes,Douglas Augusto,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,54.0,45.0,5.0,3.0,21.0,23.0,24.0,31.0,1.0,12.0,,,,90.0,69.0,7.2,11.0,0.140745,1,,,1.0,5.0,6.0,,1.0,,1.0,3.0,3.0,1.0,,2.0,2.0,0.0263,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,
11391404,home,Nantes,Tino Kadewere,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,M,15,15,False,33.0,29.0,1.0,,6.0,7.0,23.0,26.0,,6.0,,,,90.0,53.0,7.1,11.0,0.252451,1,,,3.0,7.0,5.0,,1.0,,,,1.0,1.0,2.0,1.0,2.0,0.0665,4.0,,1.0,,,1.0,0.0438,,3.0,,,,,,,,,
11391404,home,Nantes,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,F,25,25,False,41.0,33.0,3.0,1.0,8.0,10.0,25.0,48.0,,4.0,,,,90.0,77.0,7.9,32.0,0.113108,9,,17.0,1.0,7.0,2.0,1.0,4.0,1.0,3.0,,,,2.0,,1.0,1.1324,1.0,,2.0,,,4.0,1.5338,,,2.0,1.0,1.0,,,,,,
