match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_unsuccessfulTouch,player_sofascoreId,stat_totalContest,stat_blockedScoringAttempt,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_hitWoodwork,player_lastName,stat_totalOffside,stat_challengeLost,stat_wonContest,stat_goodHighClaim,stat_outfielderBlock,stat_bigChanceCreated,stat_goals
12436584,home,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,994363,EUR,1029628800,G,1,1,False,24.0,24.0,1.0,1.0,0.0,23.0,23.0,1.0,1.0,7.0,2.0,2.0,90.0,31.0,6.3,1.0,0.00107957,0,-1.1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436584,home,Brighton & Hove Albion,Jack Hinshelwood,jack-hinshelwood,J. Hinshelwood,D,13,182,1561,M,1142315,EUR,1113177600,D,41,41,False,24.0,20.0,,,0.0,9.0,9.0,12.0,17.0,,,,72.0,40.0,6.5,7.0,0.0848904,0,,Jack Hinshelwood,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12436584,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,29,29,False,74.0,66.0,8.0,3.0,0.0,37.0,38.0,29.0,36.0,3.0,,,90.0,83.0,6.7,8.0,0.0762452,1,,,,,4.0,1.0,6.0,,,2.0,,,1.0,1.0,5.0,0.0225,0.0548,,,,,,,,,,,,,,,,,,
12436584,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,75.0,65.0,12.0,4.0,0.0,45.0,47.0,20.0,28.0,4.0,,,72.0,77.0,6.4,11.0,0.0139789,0,,,,,,2.0,,,,,1.0,,1.0,,1.0,,,True,1.0,,,,,,,,,,,,,,,,
12436584,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,44.0,39.0,2.0,1.0,0.0,16.0,19.0,27.0,32.0,3.0,,,90.0,72.0,6.3,13.0,0.138288,1,,,7.0,4.0,1.0,3.0,3.0,1.0,1.0,,,1.0,,,1.0,0.0181,,,1.0,pervisestupinan,2.0,1.0,1.0,2.0,,,,,,,,,,,
12436584,home,Brighton & Hove Albion,Diego Gómez,diego-gomez,D. Gómez,M,25,185,11180,M,1065588,EUR,1048723200,M,25,25,False,35.0,26.0,1.0,,0.0,17.0,20.0,9.0,18.0,1.0,,,72.0,44.0,6.7,14.0,0.0122071,0,,Diego Gomez,3.0,,,1.0,2.0,,,1.0,1.0,1.0,,,1.0,,,,2.0,,,,,1.0,1.0,,,,,,,,,,
12436584,home,Brighton & Hove Albion,Yasin Ayari,yasin-ayari,Y. Ayari,M,26,172,2693,M,1036269,EUR,1065398400,M,26,26,False,38.0,31.0,2.0,,0.0,15.0,17.0,16.0,21.0,1.0,,,90.0,58.0,7.3,10.0,0.0794512,3,,,,,1.0,7.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,,1.0,0.4115,,,2.0,,,,,5.0,4.0,3.0,1.0,,,,,,,,
12436584,home,Brighton & Hove Albion,Simon Adingra,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,M,11,11,False,14.0,10.0,,,0.0,2.0,2.0,9.0,14.0,2.0,,,90.0,25.0,6.7,9.0,0.224654,2,,,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,,2.0,,,,0.0862,,,2.0,simon.adingra,1.0,1.0,,,,1.0,,,1.0,,,,,,
12436584,home,Brighton & Hove Albion,Brajan Gruda,gruda-brajan,B. Gruda,M,10,178,2810,M,1198075,EUR,1085961600,M,8,8,False,14.0,12.0,,,0.0,4.0,4.0,8.0,12.0,,,,84.0,30.0,6.2,8.0,0.0196022,0,,Brajan Gruda,2.0,,,7.0,2.0,3.0,,1.0,2.0,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,
12436584,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,30.0,26.0,,,0.0,5.0,6.0,21.0,29.0,6.0,,,90.0,63.0,7.0,18.0,0.0367852,2,,,5.0,,1.0,8.0,8.0,1.0,1.0,1.0,2.0,1.0,,2.0,,0.2452,0.3739,,3.0,KaoruM,8.0,,,3.0,2.0,,,,,1.0,3.0,,,,
