match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_unsuccessfulTouch,stat_fouls,stat_wonContest,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_errorLeadToAShot,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside
14053806,home,NEC Nijmegen,Gonzalo Crettaz,,,gonzalo-crettaz,G. Crettaz,G,1,181.0,168,M,990798,EUR,951696000,G,1,1,False,52.0,20.0,36.0,4.0,0.0,18.0,22.0,2.0,30.0,2.0,2.0,7.0,1.0,2.0,2.0,4.0,1.0,1.0,90.0,62.0,6.9,32.0,0.00054601,101.46748766053,16.0,49.98,13.965,0.7934,0,-0.3134,0.09,-0.03,-0.04,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053806,home,NEC Nijmegen,Eli Dasa,,,eli-dasa,E. Dasa,D,14,177.0,314,M,127846,EUR,723340800,D,14,14,False,39.0,28.0,6.0,3.0,0.0,17.0,20.0,11.0,19.0,2.0,5.0,8.0,2.0,,,,,,90.0,66.0,7.3,16.0,0.0318294,185.0003064692,21.0,32.13,20.79,,1,,0.02,0.2,0.14,,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0236,44.584296175851,2.0,1.0,0.0,,,,,,,,,,,,,,,
14053806,home,NEC Nijmegen,Philippe Sandler,,,philippe-sandler,P. Sandler,D,3,188.0,233,M,842275,EUR,855532800,D,3,3,False,27.0,24.0,1.0,,0.0,13.0,13.0,11.0,14.0,1.0,1.0,1.0,,,,,,,45.0,31.0,6.4,5.0,0.0125938,154.30475500325,16.0,47.145,23.205,,0,,0.15,0.07,-0.19,,,1.0,2.0,,,,1.0,,,1.0,,,,19.807536974596,1.0,,,2.0,1.0,,,,,,,,,,,,,
14053806,home,NEC Nijmegen,Ahmetcan Kaplan,,,ahmetcan-kaplan,A. Kaplan,D,4,189.0,1602,M,1064177,EUR,1042675200,D,4,4,False,40.0,34.0,1.0,,0.0,21.0,23.0,13.0,17.0,7.0,11.0,7.0,,,,,,,90.0,66.0,7.4,9.0,0.0151413,143.98417755657,22.0,44.205,27.825,,0,,0.17,0.1,0.28,,,,,2.0,,,7.0,,,1.0,2.0,2.0,,42.959870650881,2.0,,,1.0,,2.0,,,,,,,,,,,,
14053806,home,NEC Nijmegen,Sami Ouaissa,Sami Ouaissa,,sami-ouaissa,S. Ouaissa,M,25,180.0,488,M,1394147,EUR,1096675200,M,25,25,False,14.0,10.0,1.0,1.0,0.0,6.0,7.0,4.0,7.0,,5.0,4.0,2.0,,,,,,75.0,36.0,6.7,15.0,0.116604,106.19598936109,14.0,25.725,16.59,,0,,0.07,0.11,-0.06,,7.0,1.0,5.0,3.0,,,2.0,,,1.0,1.0,1.0,,17.27824308198,1.0,,,4.0,,2.0,3.0,1.0,2.0,,,,,,,,,
14053806,home,NEC Nijmegen,Kodai Sano,Kodai Sano,,kodai-sano,K. Sano,M,23,176.0,1274,M,1184054,EUR,1064448000,M,23,23,False,30.0,19.0,6.0,2.0,0.0,10.0,11.0,9.0,19.0,3.0,6.0,4.0,,,,,,,90.0,59.0,6.3,22.0,0.00605131,92.556459192911,13.0,33.705,11.235,,1,,-0.09,0.17,-0.14,,3.0,,7.0,4.0,,,7.0,,1.0,3.0,1.0,,0.0171,,,,0.01,4.0,1.0,2.0,,2.0,2.0,1.0,1.0,,,,,,,
14053806,home,NEC Nijmegen,Noe Lebreton,,,noe-lebreton,N. Lebreton,M,20,178.0,173,M,1214957,EUR,1082592000,M,20,20,False,31.0,28.0,3.0,2.0,0.0,8.0,9.0,20.0,22.0,1.0,11.0,7.0,2.0,,,,,,90.0,53.0,7.7,8.0,0.25207,251.10563170357,19.0,55.23,28.56,,2,,0.43,0.38,-0.03,,1.0,3.0,8.0,4.0,1.0,,,,1.0,1.0,5.0,3.0,0.1493,116.83969369683,4.0,1.0,-0.12,1.0,1.0,3.0,,1.0,2.0,1.0,,,,,,,,
14053806,home,NEC Nijmegen,Başar Önal,Basar Onal,,basar-onal,B. Önal,F,11,173.0,621,M,1193676,EUR,1089072000,M,11,11,False,17.0,9.0,1.0,,0.0,2.0,3.0,7.0,14.0,,2.0,3.0,1.0,,,,,,75.0,38.0,6.0,23.0,0.0180986,126.84722217885,14.0,42.315,21.0,,0,,-0.52,0.06,-0.06,,5.0,,8.0,4.0,,,1.0,,,,1.0,1.0,,36.116597270077,2.0,1.0,,2.0,,,,1.0,3.0,,,,,,,,,
14053806,home,NEC Nijmegen,Tjaronn Chery,,,tjaronn-chery,T. Chery,M,10,170.0,874,M,35208,EUR,581385600,F,10,10,False,36.0,30.0,1.0,1.0,1.0,11.0,12.0,19.0,24.0,,2.0,5.0,1.0,,,,,,89.0,49.0,8.5,10.0,0.396829,239.26658862781,22.0,33.81,26.46,,3,,0.45,-0.52,0.14,,5.0,,2.0,2.0,1.0,,,,,,,,0.3166,75.764996315672,3.0,2.0,0.52,2.0,1.0,1.0,4.0,,,1.0,,True,1.0,1.0,1.0,1.0,0.6852,
14053806,home,NEC Nijmegen,Koki Ogawa,,,koki-ogawa,K. Ogawa,F,18,186.0,1469,M,831860,EUR,870998400,F,18,18,False,11.0,8.0,,,0.0,1.0,3.0,7.0,8.0,4.0,5.0,2.0,1.0,,,,,,75.0,19.0,7.5,5.0,0.0105553,30.455261147169,5.0,-5.775,5.88,,2,,-0.15,0.11,-0.01,,,4.0,5.0,,1.0,,,,,,,,0.4607,,,,0.5,1.0,,,,,1.0,,,,,,1.0,1.0,0.1089,
