match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_totalOffside,player_sofascoreId,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
12421056,home,RC Sporting Charleroi,Mohamed Koné,Mohamed Koné,,mohamed-kone,M. Koné,G,30,186,1004,M,1131009,EUR,1015459200,G,30,30,False,30.0,28.0,8.0,6.0,0.0,25.0,25.0,3.0,5.0,9.0,1.0,4.0,2.0,1.0,90.0,38.0,7.9,2.0,0.00050915,0,0.6459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421056,home,RC Sporting Charleroi,Jeremy Petris,,,jeremy-petris,J. Petris,D,29,183,120,M,910937,EUR,885945600,D,98,98,False,36.0,24.0,9.0,4.0,0.0,9.0,15.0,15.0,24.0,2.0,,,,,83.0,70.0,7.5,20.0,0.0243802,1,,3.0,4.0,4.0,10.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,0.033,,,,,,,,,,,,,,,,,,
12421056,home,RC Sporting Charleroi,Aiham Ousou,,,aiham-ousou,A. Ousou,D,4,186,1246,M,965265,EUR,947376000,D,4,4,False,41.0,33.0,6.0,3.0,0.0,30.0,34.0,3.0,7.0,4.0,,,,,90.0,54.0,7.0,11.0,0.00248166,0,,,4.0,5.0,7.0,1.0,,,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,
12421056,home,RC Sporting Charleroi,Stelios Andreou,,,andreou-stelios,S. Andreou,D,5,187,339,M,994282,EUR,1027468800,D,21,21,False,45.0,39.0,8.0,3.0,0.0,33.0,34.0,6.0,11.0,4.0,,,,,90.0,52.0,7.0,7.0,0.00431775,0,,,2.0,2.0,2.0,,,,3.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12421056,home,RC Sporting Charleroi,Vetle Winger Dragsnes,,,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187,53,M,548640,EUR,760492800,D,15,15,False,45.0,40.0,3.0,,1.0,24.0,26.0,18.0,22.0,3.0,,,,,90.0,82.0,7.8,15.0,0.202863,0,,3.0,1.0,6.0,8.0,3.0,1.0,,4.0,1.0,4.0,4.0,3.0,2.0,1.0,,1.0,2.0,,2.0,2.0,1.0,,,,,,,,,,,,
12421056,home,RC Sporting Charleroi,Adem Zorgane,,,adem-zorgane,A. Zorgane,M,8,184,6525,M,1000472,EUR,947116800,M,6,6,False,84.0,73.0,9.0,6.0,0.0,35.0,39.0,41.0,50.0,10.0,,,,,90.0,108.0,8.1,19.0,0.223352,3,,5.0,1.0,4.0,4.0,,,,1.0,1.0,3.0,2.0,2.0,,1.0,0.1052,1.0,,,4.0,3.0,,AdemZorgane,True,2.0,1.0,2.0,0.2171,,,,,,
12421056,home,RC Sporting Charleroi,Etienne Camara,Etienne Camara,,etienne-camara,E. Camara,M,5,190,290,M,1097542,EUR,1048982400,M,5,5,False,51.0,44.0,8.0,7.0,0.0,22.0,23.0,22.0,29.0,12.0,,,,,76.0,59.0,7.0,9.0,0.0211546,0,,1.0,1.0,2.0,4.0,,,,,,1.0,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,
12421056,home,RC Sporting Charleroi,Antoine Bernier,,,antoine-bernier,A. Bernier,M,17,170,106,M,834261,EUR,873849600,M,17,17,False,17.0,13.0,2.0,1.0,0.0,4.0,5.0,9.0,16.0,4.0,,,,,76.0,37.0,7.8,13.0,0.0500134,2,,4.0,,2.0,5.0,3.0,2.0,1.0,,1.0,3.0,2.0,2.0,,,0.3445,,1.0,,1.0,,2.0,,,,1.0,,0.3453,1.0,,,,,
12421056,home,RC Sporting Charleroi,Daan Heymans,,,heymans-daan,D. Heymans,M,38,186,544,M,845344,EUR,929404800,M,18,18,False,44.0,36.0,4.0,3.0,0.0,10.0,14.0,26.0,32.0,3.0,,,,,90.0,60.0,8.3,12.0,0.028744,7,,2.0,3.0,3.0,7.0,,,2.0,,,4.0,2.0,2.0,,2.0,0.733,,1.0,,1.0,,,,,,3.0,2.0,1.0434,1.0,,,,,
12421056,home,RC Sporting Charleroi,Parfait Guiagon,,,parfait-guiagon,P. Guiagon,M,10,169,1096,M,1030459,EUR,982800000,M,8,8,False,24.0,18.0,,,0.0,4.0,6.0,15.0,20.0,5.0,,,,,69.0,46.0,7.6,15.0,0.0907108,2,,2.0,,6.0,6.0,5.0,4.0,,,,2.0,2.0,4.0,,,0.1047,1.0,2.0,,4.0,1.0,,,,2.0,1.0,1.0,0.1179,,1.0,,,,
