match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_dispossessed,stat_totalOffside,stat_wonContest,stat_totalCross,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_outfielderBlock,player_sofascoreId,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
12624884,home,Damac FC,Florin Niță,florin-nita,F. Niță,G,185,1579,M,83551,EUR,552268800,G,1,1,False,22.0,14.0,16.0,8.0,0.0,10.0,13.0,4.0,9.0,2.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,33.0,6.3,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624884,home,Damac FC,Mohammed Alkhaibari,mohammed-alkhaibari,M. Alkhaibari,D,184,21,M,1048753,EUR,1019088000,D,87,87,False,37.0,33.0,7.0,5.0,0.0,21.0,23.0,12.0,14.0,3.0,1.0,1.0,,,,,,90.0,58.0,6.3,9.0,0,Mohammed Alkhaibari,,23,3.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624884,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,182,329,M,880083,EUR,646099200,D,15,15,False,24.0,20.0,6.0,3.0,0.0,16.0,18.0,4.0,6.0,2.0,3.0,,,,,,,90.0,35.0,6.7,6.0,3,,,5,1.0,3.0,5.0,,1.0,1.0,1.0,3.0,1.0,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12624884,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,185,1163,M,906407,EUR,702172800,D,3,3,False,32.0,26.0,12.0,8.0,0.0,15.0,16.0,11.0,16.0,4.0,1.0,,,,,,,90.0,44.0,6.8,7.0,1,,,3,,1.0,2.0,2.0,1.0,,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,
12624884,home,Damac FC,Noor Al-Rashidi,noor-al-rashidi,N. Al-Rashidi,D,179,18,M,1065328,EUR,794966400,M,4,4,False,21.0,17.0,5.0,4.0,0.0,10.0,12.0,7.0,9.0,1.0,4.0,,,,,,,66.0,43.0,6.6,12.0,1,Noor Al-Rashidi,,4,,9.0,7.0,1.0,3.0,2.0,2.0,1.0,4.0,,1.0,5.0,,1.0,,2.0,,2.0,,,,,,,,,,
12624884,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,171,4005,M,108673,EUR,736732800,M,32,32,False,28.0,24.0,5.0,2.0,0.0,11.0,12.0,18.0,22.0,,3.0,,,,,,,90.0,44.0,7.1,8.0,4,,,8,,,,,,,1.0,,,,,,,,4.0,,,,6.0,5.0,4.0,,,,,,,
12624884,home,Damac FC,Faisal Al-Sibyani,faisal-al-sibyani,F. Al-Sibyani,M,172,54,M,1217924,EUR,1057536000,M,6,6,False,13.0,11.0,,,0.0,8.0,9.0,3.0,4.0,,2.0,,,,,,,80.0,18.0,6.3,4.0,0,,,6,,6.0,2.0,,1.0,1.0,,1.0,2.0,,,,,,,2.0,,,,,,2.0,,,,,,
12624884,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,170,42,M,1214301,EUR,957571200,M,20,20,False,32.0,23.0,6.0,,0.0,7.0,10.0,19.0,28.0,,5.0,,,,,,,90.0,51.0,6.5,15.0,0,Dhari Al-Enezi,,20,,5.0,3.0,,1.0,,,,2.0,,,3.0,,,,2.0,,2.0,6.0,3.0,3.0,1.0,,,,,,
12624884,home,Damac FC,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,174,33,M,1095802,EUR,979171200,F,90,90,False,12.0,8.0,1.0,,0.0,2.0,2.0,6.0,11.0,,3.0,,,,,,,85.0,20.0,6.9,7.0,1,Hazzaa Ahmed Al-Ghamdi,,90,1.0,1.0,2.0,1.0,,,2.0,2.0,,,,,,,1.0,,,,1.0,,2.0,,1.0,,,,,
12624884,home,Damac FC,Habib Diallo,habib-diallo,H. Diallo,F,186,7474,M,802159,EUR,803433600,F,80,80,False,23.0,16.0,,,0.0,5.0,6.0,11.0,17.0,1.0,1.0,,,,,,,90.0,36.0,7.1,14.0,3,,,30,3.0,8.0,6.0,,,,3.0,1.0,,,6.0,,1.0,1.0,1.0,4.0,1.0,,,,4.0,1.0,,habibdiallo28,,,,
