match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,player_sofascoreId,stat_fouls,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_accurateCross,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_clearanceOffLine,stat_goalAssist
10411669,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,22.0,22.0,6.0,6.0,21.0,21.0,1.0,1.0,2.0,8.0,2.0,2.0,2.0,2.0,90.0,35.0,6.8,0.0,0.0,0.00036087,0,-0.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411669,home,Fiorentina,Lorenzo Venuti,lorenzo-venuti,L. Venuti,D,18,176,101,M,357756,EUR,797644800,D,23,23,False,25.0,21.0,1.0,,12.0,15.0,9.0,12.0,,6.0,,,,,45.0,39.0,6.4,0.0563,0.0,0.00237615,1,,True,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411669,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,4,4,False,16.0,13.0,5.0,2.0,10.0,10.0,3.0,6.0,,1.0,,,,,40.0,16.0,6.2,0.0,0.0,0.00178061,0,,,,,2.0,,,,,,3.0,milenkovicn_4,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10411669,home,Fiorentina,Lucas Martínez Quarta,lucas-martinez-quarta,L. M. Quarta,D,28,183,3115,M,795297,EUR,831686400,D,28,28,False,47.0,38.0,15.0,11.0,22.0,24.0,16.0,23.0,3.0,4.0,,,,,90.0,68.0,7.8,0.4105,0.056,0.0202913,4,,,,6.0,5.0,14.0,,2.0,,1.0,9.0,chinomartinezquarta96,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,1.0,,,,,,,,,,,,,,
10411669,home,Fiorentina,Aleksa Terzić,aleksa-terzic,A. Terzić,D,3,184,781,M,876860,EUR,934848000,D,15,15,False,52.0,43.0,7.0,3.0,22.0,26.0,26.0,41.0,1.0,4.0,,,,,90.0,94.0,6.8,0.0,0.0,0.26368,0,,,15.0,3.0,6.0,6.0,1.0,,1.0,2.0,23.0,,,2.0,1.0,2.0,,,,,1.0,1.0,,5.0,2.0,,,,,,,,,,,,
10411669,home,Fiorentina,Antonín Barák,antonin-barak,A. Barák,M,72,190,780,M,330705,EUR,786412800,M,72,72,False,36.0,33.0,3.0,3.0,11.0,12.0,23.0,26.0,,6.0,,,,,90.0,59.0,7.1,0.209,0.0,0.182239,4,,,2.0,1.0,6.0,4.0,4.0,3.0,,1.0,9.0,,,1.0,,1.0,,,,,2.0,1.0,,1.0,4.0,,,1.0,,,,,,,,,
10411669,home,Fiorentina,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27708,M,359272,EUR,840585600,M,34,34,False,31.0,25.0,7.0,4.0,13.0,14.0,14.0,22.0,,2.0,,,,,70.0,44.0,6.4,0.0549,0.0,0.13449,1,,,5.0,1.0,1.0,3.0,,1.0,2.0,1.0,11.0,sofyanamrabat,1.0,,,1.0,1.0,,,,,,,2.0,1.0,,,,1.0,,,,,,,,
10411669,home,Fiorentina,Rolando Mandragora,rolando-mandragora,R. Mandragora,M,8,183,2103,M,548178,EUR,867542400,M,38,38,False,33.0,29.0,4.0,1.0,12.0,13.0,22.0,30.0,,7.0,,,,,90.0,56.0,7.4,0.2074,0.0,0.661984,4,,,10.0,1.0,4.0,3.0,1.0,2.0,,1.0,12.0,,,2.0,,1.0,,,,,1.0,1.0,,5.0,4.0,,,2.0,,,,,,,,,
10411669,home,Fiorentina,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17229,M,901325,EUR,891820800,F,22,22,False,35.0,26.0,7.0,3.0,10.0,11.0,18.0,29.0,,3.0,,,,,90.0,58.0,7.8,0.2132,0.0,0.361901,3,,,5.0,7.0,7.0,10.0,,3.0,3.0,2.0,17.0,nicoigonzalez,1.0,2.0,3.0,1.0,,,,1.0,1.0,,1.0,2.0,5.0,,,,,1.0,,,,,,,
10411669,home,Fiorentina,Luka Jović,luka-jovic,L. Jović,F,9,181,15141,M,319129,EUR,882835200,F,7,7,False,8.0,6.0,1.0,,3.0,3.0,3.0,5.0,,,,,,,69.0,18.0,6.5,0.2434,0.0,0.0150921,3,,,,3.0,5.0,3.0,1.0,1.0,1.0,,6.0,lukajovic,1.0,2.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,
