match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_totalOffside
12450903,home,Auxerre,Donovan Léon,,,donovan-leon,D. Léon,G,16,186,316,M,159837,EUR,720748800,G,16,16,False,25.0,18.0,11.0,4.0,0.0,14.0,16.0,4.0,9.0,1.0,1.0,1.0,14.0,1.0,4.0,5.0,90.0,42.0,8.2,7.0,0.00063465,0,1.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450903,home,Auxerre,Gabriel Osho,,,gabriel-osho,G. Osho,D,4,185,1150,M,920680,EUR,903052800,D,3,3,False,60.0,51.0,5.0,3.0,0.0,34.0,38.0,17.0,22.0,2.0,2.0,1.0,5.0,,,,90.0,67.0,6.8,12.0,0.0074225,0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12450903,home,Auxerre,Jubal,,,jubal,Jubal,D,5,190,384,M,329195,EUR,746582400,D,4,4,False,63.0,57.0,4.0,2.0,0.0,44.0,46.0,13.0,17.0,4.0,8.0,3.0,1.0,,,,90.0,73.0,7.1,6.0,0.00443029,0,,4.0,,,,,True,4.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12450903,home,Auxerre,Clement Akpa,Clément Akpa,,akpa-clement,C. Akpa,D,92,183,819,M,1387156,EUR,1006560000,D,92,92,False,64.0,55.0,9.0,2.0,0.0,35.0,36.0,20.0,28.0,,6.0,2.0,10.0,,,,90.0,79.0,7.5,10.0,0.0240227,1,,2.0,,1.0,1.0,,,2.0,,4.0,2.0,,1.0,,1.0,1.0,0.0237,0.0559,1.0,,,,,,,,,,,,
12450903,home,Auxerre,Ki-Jana Hoever,,,ki-jana-hoever,K. Hoever,D,12,180,945,M,954044,EUR,1011312000,M,23,23,False,26.0,16.0,7.0,3.0,1.0,6.0,9.0,11.0,22.0,,6.0,1.0,9.0,,,,90.0,55.0,7.8,18.0,0.0966925,1,,3.0,,2.0,2.0,1.0,,,,5.0,4.0,,1.0,1.0,,1.0,0.0116,0.1838,1.0,5.0,1.0,1.0,,,,,,,,,
12450903,home,Auxerre,Elisha Owusu,,,elisha-owusu,E. Owusu,M,42,179,1294,M,904424,EUR,878860800,M,42,42,False,48.0,40.0,6.0,3.0,0.0,21.0,21.0,19.0,27.0,1.0,5.0,2.0,6.0,,,,90.0,63.0,7.1,12.0,0.0184972,1,,3.0,,2.0,1.0,1.0,,1.0,,3.0,2.0,,,1.0,1.0,1.0,0.0344,0.0174,1.0,,,,1.0,,,,,,,,
12450903,home,Auxerre,Kévin Danois,Kévin Danois,,kevin-danois,K. Danois,M,5,183,449,M,1151803,EUR,1088380800,M,27,27,False,39.0,34.0,3.0,2.0,0.0,13.0,13.0,21.0,26.0,2.0,5.0,,6.0,,,,66.0,47.0,7.0,6.0,0.0150145,0,,3.0,,1.0,1.0,1.0,,2.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12450903,home,Auxerre,Gideon Mensah,,,gideon-mensah,G. Mensah,D,14,177,2401,M,844942,EUR,900720000,M,14,14,False,49.0,43.0,7.0,5.0,0.0,17.0,19.0,26.0,34.0,1.0,5.0,,7.0,,,,90.0,72.0,6.9,15.0,0.0203903,0,,8.0,2.0,3.0,2.0,2.0,,2.0,,1.0,1.0,,1.0,3.0,2.0,,,,1.0,4.0,,,,,,,,,,,
12450903,home,Auxerre,Gaëtan Perrin,,,gaetan-perrin,G. Perrin,M,28,169,447,M,827506,EUR,834105600,F,10,10,False,30.0,23.0,1.0,,0.0,7.0,7.0,17.0,25.0,,1.0,,1.0,,,,78.0,37.0,6.8,9.0,0.0207246,1,,4.0,,,2.0,1.0,,1.0,,1.0,1.0,,,3.0,,1.0,0.1247,0.3648,,2.0,1.0,,,,,,,,,,
12450903,home,Auxerre,Hamed Junior Traorè,,,hamed-junior-traore,H. J. Traorè,M,20,177,3127,M,892924,EUR,950659200,F,25,25,False,20.0,16.0,2.0,,0.0,,,18.0,25.0,,6.0,,6.0,,,,90.0,42.0,7.8,14.0,0.156998,3,,4.0,,5.0,,3.0,,,,4.0,3.0,,1.0,,1.0,1.0,0.2094,0.6518,3.0,5.0,2.0,,,1.0,1.0,1.0,,,,,
