match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
14053794,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182.0,179,M,856636,EUR,967852800,G,1,1,False,27.0,14.0,19.0,6.0,0.0,12.0,13.0,2.0,14.0,1.0,9.0,1.0,1.0,2.0,2.0,90.0,34.0,5.9,14.0,0.00057385,0.0001,0,-0.7016,0.01,0.0,-0.11,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053794,home,PEC Zwolle,Tristan Gooijer,Tristan,Gooijer,tristan-gooijer,T. Gooijer,D,6,185.0,452,M,1142572,EUR,1094083200,D,6,6,False,2.0,2.0,,,0.0,2.0,2.0,,,1.0,,,,,,20.0,11.0,6.3,2.0,0.00034334,,0,,0.0,-0.03,-0.18,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14053794,home,PEC Zwolle,Simon Graves,,,simon-graves-jensen,S. G. Jensen,D,28,191.0,126,M,927155,EUR,922060800,D,28,28,False,41.0,32.0,7.0,5.0,0.0,23.0,28.0,9.0,13.0,2.0,6.0,,,,,90.0,57.0,6.8,10.0,0.00743793,,0,,0.1,0.02,0.3,,2.0,2.0,,7.0,,True,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14053794,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187.0,281,M,1005693,EUR,1045612800,D,4,4,False,32.0,26.0,8.0,3.0,0.0,19.0,21.0,7.0,11.0,7.0,3.0,2.0,,,,90.0,52.0,6.7,6.0,0.00353924,,0,,0.07,0.06,-0.2,,2.0,3.0,,9.0,,,2.0,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
14053794,home,PEC Zwolle,Sherel Floranus,Sherel,Floranus,sherel-floranus,S. Floranus,D,2,181.0,189,M,803021,EUR,903830400,D,2,2,False,20.0,17.0,2.0,1.0,0.0,14.0,15.0,3.0,5.0,2.0,7.0,,,,,90.0,42.0,6.3,10.0,0.00088825,,0,,-0.02,0.1,-0.39,,1.0,5.0,2.0,4.0,2.0,,1.0,,3.0,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
14053794,home,PEC Zwolle,Nick Fichtinger,Nick,Fichtinger,fichtinger-nick,N. Fichtinger,M,34,178.0,50,M,1509752,EUR,1081209600,M,34,34,False,25.0,14.0,7.0,1.0,0.0,9.0,14.0,5.0,11.0,6.0,4.0,,,,,88.0,43.0,6.3,15.0,0.00365708,,0,,0.07,0.11,-0.22,,2.0,9.0,1.0,3.0,2.0,,,,3.0,3.0,4.0,3.0,,4.0,1.0,,1.0,,,,,,,,,,,,,,
14053794,home,PEC Zwolle,Jamiro Monteiro,Jamiro,Monteiro,monteiro-jamiro,J. Monteiro,M,35,175.0,308,M,815080,EUR,754444800,M,35,35,False,28.0,18.0,3.0,1.0,0.0,13.0,14.0,5.0,14.0,9.0,5.0,4.0,,,,90.0,45.0,7.9,13.0,0.00374494,,3,,-0.06,0.15,-0.2,,,5.0,2.0,1.0,1.0,,,,,,5.0,3.0,,3.0,,,,1.0,1.0,1.0,1.0,1.0,0.1261,0.3179,0.56,,,,,,
14053794,home,PEC Zwolle,Shola Shoretire,,,shola-shoretire,S. Shoretire,F,7,170.0,2231,M,966655,EUR,1075680000,M,7,7,False,19.0,18.0,2.0,2.0,0.0,9.0,9.0,9.0,10.0,2.0,4.0,,,,,88.0,35.0,6.7,8.0,0.0342082,,1,,0.08,0.26,-0.1,,,4.0,2.0,1.0,4.0,,1.0,,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,0.0458,0.0907,-0.29,,,,,,
14053794,home,PEC Zwolle,Thijs Oosting,,,thijs-oosting,T. Oosting,M,25,176.0,133,M,876233,EUR,957225600,M,25,25,False,13.0,8.0,2.0,,0.0,4.0,4.0,4.0,9.0,2.0,3.0,,,,,90.0,24.0,6.5,8.0,0.139932,,1,,0.08,0.27,-0.21,,,4.0,,1.0,,,1.0,,,,2.0,1.0,2.0,3.0,,,2.0,,1.0,,,,0.0632,0.476,0.01,1.0,1.0,1.0,,,
14053794,home,PEC Zwolle,Kaj de Rooij,Kaj,de Rooij,kaj-de-rooij,K. d. Rooij,F,22,184.0,124,M,927605,EUR,975110400,M,22,22,False,13.0,8.0,1.0,1.0,1.0,1.0,2.0,7.0,11.0,5.0,2.0,2.0,,,,90.0,26.0,7.1,12.0,0.280644,,0,,0.52,0.2,-0.17,,2.0,7.0,,,4.0,,4.0,,,1.0,,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,2.0,,,,
