match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_accurateCross,stat_fouls,stat_keyPass,stat_errorLeadToAShot,captain,stat_goalAssist,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals
11352456,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,43.0,41.0,14.0,12.0,36.0,36.0,5.0,7.0,6.0,1.0,2.0,4.0,90.0,53.0,7.5,2.0,0.0,0.0,0.00309482,0,-0.2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352456,home,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,842,M,966869,EUR,1023667200,D,2,2,False,51.0,47.0,5.0,4.0,27.0,28.0,20.0,25.0,6.0,,,,90.0,76.0,6.8,13.0,0.0,0.0,0.0146733,0,,2.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11352456,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,71.0,64.0,3.0,2.0,41.0,44.0,23.0,27.0,7.0,,,,90.0,79.0,6.9,8.0,0.0496,0.0,0.0662446,1,,,,1.0,4.0,,1.0,,,2.0,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11352456,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,79.0,69.0,6.0,4.0,51.0,56.0,18.0,23.0,4.0,,,,90.0,90.0,7.3,11.0,0.1758,0.0,0.0214031,1,,,1.0,2.0,6.0,,,2.0,1.0,2.0,1.0,,,1.0,4.0,1.0,,,1.0,,,,,,,,,,,,,,
11352456,home,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,599128,EUR,868320000,D,3,3,False,48.0,40.0,5.0,2.0,29.0,31.0,12.0,21.0,4.0,,,,90.0,77.0,7.2,18.0,0.0631,0.0,0.0377402,1,,4.0,1.0,5.0,6.0,3.0,2.0,1.0,3.0,,1.0,1.0,3.0,1.0,2.0,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,
11352456,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,False,41.0,34.0,6.0,4.0,22.0,24.0,13.0,19.0,5.0,,,,71.0,54.0,6.9,10.0,0.0,0.0,0.0670745,0,,2.0,1.0,6.0,2.0,,,,1.0,,1.0,1.0,2.0,1.0,1.0,4.0,,,,,,1.0,1.0,2.0,1.0,,,,,,,,
11352456,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,65.0,58.0,9.0,5.0,25.0,27.0,33.0,38.0,4.0,,,,90.0,82.0,7.1,11.0,0.0121,0.0,0.12127,1,,,4.0,11.0,6.0,3.0,,2.0,,,3.0,2.0,1.0,3.0,,2.0,,,1.0,,,,2.0,3.0,,True,1.0,,,,,,
11352456,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,M,27,27,False,29.0,22.0,,,9.0,11.0,13.0,22.0,,,,,90.0,44.0,6.6,12.0,0.0418,0.0,0.0191374,1,,4.0,,4.0,3.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,2.0,,,1.0,,,,1.0,,,,,1.0,,,,,
11352456,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,927083,EUR,933984000,F,19,19,False,35.0,25.0,4.0,2.0,7.0,8.0,22.0,36.0,1.0,,,,90.0,56.0,7.0,20.0,0.0356,0.0,0.25071,1,,9.0,2.0,8.0,2.0,1.0,1.0,2.0,,,1.0,1.0,2.0,,1.0,2.0,,,1.0,,,4.0,2.0,2.0,,,,,bryan_m19,,,,
11352456,home,Brentford,Yoane Wissa,yoane-wissa,Y. Wissa,F,9,176,50158,M,805123,EUR,841708800,F,11,11,False,15.0,9.0,,,3.0,3.0,6.0,12.0,5.0,,,,90.0,29.0,6.3,10.0,0.2731,0.0,0.00345787,2,,,3.0,8.0,6.0,,1.0,,,,,,3.0,2.0,4.0,3.0,,2.0,,,,,1.0,,,,,1.0,yowissa,1.0,,,
