match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,captain,stat_goalAssist,stat_aerialWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoals,stat_keyPass,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_goals,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoalsOnTarget,stat_totalContest,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_dispossessed,stat_wonContest,stat_totalOffside
11369948,home,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188.0,1350,M,599114,EUR,802569600,G,1,1,False,43.0,33.0,17.0,7.0,31.0,34.0,2.0,9.0,2.0,7.0,1.0,4.0,4.0,1.0,90.0,56.0,7.4,10.0,0.00123845,0,0.6896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369948,home,Royal Antwerp FC,Zeno Van Den Bosch,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191.0,594,M,1103765,EUR,1057449600,D,33,33,False,93.0,88.0,6.0,3.0,52.0,54.0,36.0,39.0,2.0,6.0,,,,,90.0,108.0,7.2,6.0,0.00870432,0,,,,2.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369948,home,Royal Antwerp FC,Toby Alderweireld,toby-alderweireld,T. Alderweireld,D,,186.0,1445,M,44575,EUR,604800000,D,23,23,False,103.0,98.0,14.0,10.0,77.0,77.0,21.0,26.0,7.0,8.0,,,,,90.0,115.0,7.8,6.0,0.0177426,1,,,,1.0,1.0,3.0,,,1.0,1.0,1.0,,True,1.0,2.0,1.0,1.0,0.0387,2.0,,,,,,,,,,,,,,,
11369948,home,Royal Antwerp FC,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174.0,794,M,836673,EUR,943747200,D,5,5,False,90.0,84.0,5.0,2.0,55.0,55.0,30.0,40.0,1.0,6.0,,,,,90.0,110.0,7.7,11.0,0.0656765,2,,,,,3.0,3.0,2.0,,1.0,2.0,2.0,1.0,,,,,1.0,0.0336,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5422,,,,,,,
11369948,home,Royal Antwerp FC,Arbnor Muja,arbnor-muja,A. Muja,M,7,179.0,523,M,890695,EUR,912297600,M,11,11,False,46.0,43.0,2.0,2.0,29.0,30.0,14.0,16.0,,4.0,,,,,83.0,64.0,6.8,7.0,0.0245921,3,,Arbnor,Muja,1.0,6.0,5.0,3.0,,,3.0,2.0,2.0,,,,,1.0,0.2861,1.0,,,1.0,,,2.0,,0.356,2.0,1.0,1.0,,,,
11369948,home,Royal Antwerp FC,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180.0,4699,M,1149127,EUR,1107734400,M,48,48,False,56.0,49.0,,,18.0,19.0,32.0,42.0,,3.0,,,,,90.0,67.0,7.1,11.0,0.248691,1,,Arthur Vermeeren,,,1.0,,1.0,,,,,,,,,,,0.0651,5.0,5.0,1.0,,,,,,,,,1.0,arthurvermeeren,,,
11369948,home,Royal Antwerp FC,Mandela Keita,mandela-keita,M. Keita,M,16,180.0,1237,M,1110136,EUR,1020988800,M,27,27,False,86.0,82.0,1.0,1.0,46.0,47.0,36.0,39.0,,5.0,,,,,90.0,100.0,7.1,6.0,0.0202838,1,,Mandela Keita,,2.0,3.0,4.0,,,3.0,2.0,,2.0,,,,,1.0,0.0558,,,,,,,2.0,1.0,0.2167,,,,,,,
11369948,home,Royal Antwerp FC,Chidera Ejuke,chidera-ejuke,C. Ejuke,M,21,176.0,3126,M,875890,EUR,883699200,M,19,19,False,41.0,34.0,,,10.0,11.0,24.0,31.0,,4.0,,,,,73.0,68.0,7.9,16.0,0.30054,3,,,,,7.0,8.0,1.0,,,2.0,2.0,3.0,,1.0,,,1.0,0.1778,3.0,1.0,,1.0,,,2.0,,0.0851,6.0,,1.0,,3.0,3.0,
11369948,home,Royal Antwerp FC,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188.0,1195,M,904887,EUR,954892800,F,24,24,False,43.0,39.0,2.0,1.0,16.0,17.0,23.0,27.0,1.0,5.0,,,,,78.0,54.0,7.8,8.0,0.273656,2,,,,2.0,3.0,2.0,,,1.0,1.0,1.0,,,,1.0,,1.0,0.9783,2.0,1.0,,,1.0,,2.0,,0.9856,,,1.0,,1.0,,
11369948,home,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184.0,1452,M,339901,EUR,771552000,F,18,18,False,62.0,55.0,5.0,4.0,28.0,29.0,27.0,34.0,,4.0,,,,,73.0,76.0,8.0,13.0,0.0298476,2,,,,1.0,7.0,4.0,,,,1.0,,2.0,,1.0,1.0,,1.0,0.293,1.0,1.0,,,1.0,,2.0,3.0,0.1901,1.0,,1.0,,2.0,,
