match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_dispossessed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_goals,stat_errorLeadToAShot
12437492,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,True,34.0,12.0,34.0,12.0,0.0,1.0,2.0,11.0,32.0,1.0,10.0,1.0,90.0,37.0,6.1,22.0,0.00704448,0,-1.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437492,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,D,21,21,False,,9.0,6.0,3.0,1.0,0.0,1.0,1.0,5.0,10.0,2.0,2.0,,85.0,30.0,7.0,9.0,0.00898307,0,,,,2.0,2.0,1.0,6.0,7.0,2.0,3.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12437492,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191,695,M,576276,EUR,794793600,D,22,22,False,,17.0,12.0,6.0,2.0,0.0,9.0,9.0,3.0,8.0,8.0,3.0,,90.0,32.0,6.8,5.0,0.00071097,0,,,,,,1.0,,4.0,,1.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
12437492,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,,15.0,6.0,9.0,1.0,0.0,4.0,4.0,2.0,11.0,13.0,2.0,,90.0,40.0,6.9,10.0,0.00161281,2,,,,,,2.0,,4.0,,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0286,,,,,,,,,,,,,,,,
12437492,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181,662,M,350560,EUR,730425600,D,16,16,False,,27.0,15.0,9.0,2.0,0.0,6.0,10.0,11.0,19.0,5.0,6.0,,90.0,70.0,7.0,23.0,0.17994,1,,,,2.0,1.0,3.0,1.0,7.0,,,2.0,1.0,2.0,,,,1.0,0.0165,2.0,1.0,1.0,2.0,,,,,,,,,,,,
12437492,home,Getafe,Ramón Terrats,ramon-terrats,R. Terrats,M,14,179,517,M,1088565,EUR,971827200,M,11,11,False,,11.0,6.0,3.0,,0.0,2.0,3.0,4.0,10.0,1.0,4.0,,85.0,23.0,6.6,12.0,0.00121633,0,,Ramón Terrats,,2.0,,1.0,2.0,4.0,2.0,,1.0,1.0,,1.0,,,5.0,,,,,,2.0,2.0,,,,,,,,,,
12437492,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175,1429,M,811629,EUR,781488000,M,5,5,False,,27.0,20.0,3.0,,0.0,8.0,10.0,13.0,20.0,1.0,4.0,,90.0,35.0,6.6,9.0,0.0430183,0,,,,3.0,,,3.0,3.0,2.0,,2.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,
12437492,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175,1414,M,385888,EUR,812419200,M,8,8,False,,13.0,6.0,2.0,,0.0,1.0,1.0,5.0,12.0,,5.0,,90.0,24.0,6.5,8.0,0.0286335,5,,,,,1.0,2.0,3.0,4.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,0.2996,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,
12437492,home,Getafe,Coba da Costa,da-costa-coba-gomes,C. d. Costa,M,77,182,408,M,1392054,EUR,1027641600,M,29,29,False,,23.0,16.0,5.0,2.0,0.0,7.0,8.0,10.0,18.0,2.0,2.0,,79.0,39.0,6.6,11.0,0.0561125,1,,,,3.0,2.0,2.0,7.0,4.0,1.0,1.0,,,,2.0,,,,0.0225,1.0,,,,4.0,2.0,,1.0,0.4114,,,,,,,
12437492,home,Getafe,Álvaro Rodriguez,alvaro-rodriguez,Á. Rodriguez,F,20,193,14656,M,1154587,EUR,1089763200,F,18,18,False,,24.0,8.0,1.0,,0.0,1.0,1.0,7.0,23.0,,2.0,,67.0,37.0,7.3,20.0,0.0600458,2,,,,,11.0,11.0,13.0,13.0,,,1.0,1.0,,1.0,,,3.0,0.0443,,,2.0,1.0,1.0,1.0,,,,alvarorodrigz_,1.0,,,,,
