match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_totalCross,stat_challengeLost,stat_totalTackle,stat_goalAssist,stat_bigChanceCreated,stat_wonTackle,stat_totalOffside,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_outfielderBlock,stat_goodHighClaim,stat_punches,stat_bigChanceMissed
11408486,home,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,12,12,False,23.0,19.0,6.0,2.0,17.0,17.0,2.0,6.0,1.0,1.0,8.0,1.0,2.0,4.0,90.0,34.0,6.9,4.0,0.00034733,0,0.4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408486,home,Sporting CP,Jeremiah St. Juste,jeremiah-st-juste,J. St. Juste,D,8,185,1155,M,787640,EUR,845683200,D,3,3,False,74.0,71.0,4.0,3.0,36.0,37.0,35.0,37.0,3.0,1.0,7.0,,,,69.0,83.0,6.8,5.0,0.022645,2,,,,3.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0997,,,,,,,,,,,,,,,,,,,,,
11408486,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,103.0,98.0,5.0,3.0,59.0,60.0,39.0,43.0,,,6.0,,,,90.0,104.0,6.4,5.0,0.0230298,0,,Ousmane,Diomande,4.0,,4.0,,,,,,,,ousdiomande,,,,,,,,,,,,,,,,,,,,
11408486,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,False,67.0,60.0,5.0,2.0,26.0,28.0,34.0,40.0,2.0,3.0,4.0,,,,55.0,73.0,6.5,8.0,0.0233224,0,,,,1.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11408486,home,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,M,47,47,False,46.0,40.0,1.0,1.0,10.0,10.0,30.0,37.0,1.0,2.0,3.0,,,,90.0,60.0,7.6,8.0,0.160533,0,,,,,,2.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,
11408486,home,Sporting CP,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,59.0,54.0,3.0,2.0,23.0,25.0,31.0,34.0,4.0,,3.0,2.0,,,55.0,63.0,6.9,5.0,0.0267723,0,,Morten,Hjulmand,1.0,,1.0,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,
11408486,home,Sporting CP,Daniel Bragança,daniel-braganca,D. Bragança,M,23,178,1406,M,861979,EUR,927763200,M,23,23,False,49.0,45.0,5.0,4.0,21.0,21.0,24.0,28.0,8.0,,3.0,3.0,,,90.0,63.0,8.0,5.0,0.0291429,2,,Daniel,Bragança,1.0,,1.0,,,,,1.0,,0.1603,,,,5.0,,,4.0,,,True,1.0,1.0,1.0,1.0,0.2693,,,,,,
11408486,home,Sporting CP,Nuno Santos,nuno-santos,N. Santos,M,11,179,1386,M,352882,EUR,792547200,M,11,11,False,47.0,39.0,1.0,1.0,18.0,20.0,23.0,33.0,2.0,1.0,6.0,,,,90.0,71.0,7.4,13.0,0.0743451,3,,Nuno,Santos,,,,,,1.0,,1.0,,0.3229,,6.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,2.0,,,,,
11408486,home,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,False,34.0,30.0,1.0,1.0,5.0,5.0,26.0,34.0,5.0,,2.0,3.0,,,78.0,55.0,7.7,17.0,0.274077,2,,,,1.0,,4.0,3.0,2.0,,,6.0,1.0,0.1142,,5.0,,,,,,,1.0,,1.0,1.0,,,0.0299,1.0,1.0,,,,
11408486,home,Sporting CP,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,804508,EUR,896918400,F,9,9,False,33.0,21.0,1.0,1.0,7.0,9.0,14.0,24.0,5.0,,2.0,1.0,,,90.0,48.0,7.5,19.0,0.112871,1,,,,3.0,2.0,6.0,3.0,2.0,,,4.0,,0.1573,VGyökeres,,,,,,,,2.0,,1.0,,1.0,,0.8426,,2.0,,,,
