match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_keyPass,captain,stat_totalCross,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_accurateCross,stat_errorLeadToAGoal,stat_clearanceOffLine,stat_totalOffside,stat_bigChanceCreated
14566950,home,Royale Union Saint-Gilloise,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205.0,786,M,852394,EUR,948585600,G,37,37,False,34.0,24.0,21.0,11.0,0.0,16.0,16.0,8.0,18.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,90.0,44.0,7.2,10.0,0.00109884,21.6,4.87313,0.0,30.029861390986,6.0,6.825,3.99,0.0197,0,0.1996,0.08,-0.06,0.21,0.02,3.56,1.23,0.07,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566950,home,Royale Union Saint-Gilloise,Anan Khalaili,khalaili-anan,A. Khalaili,M,25,183.0,2314,M,1403362,EUR,1094169600,D,25,25,False,34.0,24.0,5.0,2.0,0.0,11.0,15.0,13.0,19.0,1.0,4.0,2.0,6.0,,,,,,,90.0,52.0,7.7,13.0,0.0125336,31.464,10.47483,12.0,131.88783547203,14.0,19.425,20.79,,2,,-0.04,0.25,-0.09,,2.98,5.17,1.44,0.64,0.24,,,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0632,0.1693,50.419266826329,2.0,0.53,,,,,,,,,,,,
14566950,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175.0,9949,M,895327,EUR,878860800,D,5,5,False,26.0,20.0,3.0,,0.0,12.0,14.0,8.0,12.0,,7.0,6.0,5.0,1.0,,,,,,90.0,46.0,7.4,8.0,0.00401739,27.756,10.60229,3.0,37.354740640381,6.0,13.23,12.915,,0,,0.03,0.06,0.38,,2.75,5.95,1.4,0.46,0.05,,,1.0,2.0,1.0,,,,,,,,6.0,5.0,,1.0,,,,,,,1.0,,,,,,,,,,,
14566950,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196.0,312,M,303634,EUR,686793600,D,16,16,False,35.0,22.0,7.0,2.0,0.0,19.0,23.0,3.0,12.0,3.0,5.0,7.0,,2.0,,,,,,90.0,49.0,6.9,13.0,0.00051766,28.584,10.47019,3.0,90.735465599974,13.0,1.05,12.495,,0,,-0.09,0.03,0.28,,2.75,6.03,1.35,0.28,0.06,,,1.0,2.0,,,,,,,,2.0,,,,,1.0,,,,,,,True,,,,,,,,,,
14566950,home,Royale Union Saint-Gilloise,Ross Sykes,ross-sykes,R. Sykes,D,26,196.0,232,M,845558,EUR,922406400,D,26,26,False,30.0,22.0,4.0,,0.0,16.0,19.0,6.0,11.0,2.0,5.0,6.0,4.0,,,,,,,90.0,49.0,7.3,9.0,0.0199895,26.316,9.85768,1.0,57.472472094301,7.0,-23.94,1.26,,0,,0.11,0.03,0.52,,2.81,5.69,1.07,0.27,0.02,,,,1.0,,,,,,,2.0,1.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,
14566950,home,Royale Union Saint-Gilloise,Louis Patris,louis-patris,L. Patris,M,27,187.0,273,M,923972,EUR,991872000,D,27,27,False,29.0,16.0,6.0,1.0,0.0,11.0,12.0,5.0,17.0,2.0,7.0,,3.0,,,,,,,90.0,45.0,7.1,16.0,0.00525123,32.076,10.75911,14.0,102.553879168,11.0,69.615,25.305,,0,,-0.12,0.09,0.38,,3.0,5.15,1.61,0.69,0.3,,,2.0,4.0,1.0,,1.0,,,,2.0,2.0,5.0,4.0,,,,,,25.322901275328,1.0,,1.0,,2.0,,,,,,,,,
14566950,home,Royale Union Saint-Gilloise,Raul Florucz,raul-florucz,R. Florucz,F,30,182.0,962,M,1022491,EUR,992131200,M,30,30,False,16.0,13.0,2.0,1.0,0.0,8.0,8.0,5.0,8.0,,3.0,,2.0,1.0,,,,,,57.0,26.0,6.6,6.0,0.0135116,32.616,7.33547,11.0,83.700727256766,10.0,59.64,25.83,,4,,0.0,0.68,-0.01,,1.8,3.58,1.17,0.54,0.24,,,3.0,7.0,,1.0,3.0,2.0,1.0,,,,,,,1.0,2.0,0.8492,,45.612060871694,3.0,-0.61,,,,1.0,1.0,2.0,,,,,,
14566950,home,Royale Union Saint-Gilloise,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184.0,6523,M,1000472,EUR,947116800,M,8,8,False,37.0,30.0,2.0,,0.0,19.0,19.0,11.0,18.0,,1.0,,2.0,,,,,,,57.0,41.0,7.0,7.0,0.014242,27.684,7.65764,2.0,89.403840657955,9.0,31.92,23.205,,0,,0.08,0.1,0.43,,1.55,4.36,1.29,0.41,0.05,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,47.438385768805,2.0,,,,,,,,AdemZorgane,,,,,
14566950,home,Royale Union Saint-Gilloise,Kamiel Van de Perre,van-de-perre-kamiel,K. V. D. Perre,M,6,181.0,374,M,1146316,EUR,1076544000,M,6,6,False,35.0,32.0,2.0,1.0,0.0,14.0,15.0,18.0,20.0,2.0,7.0,4.0,5.0,,,,,,,90.0,52.0,7.1,4.0,0.0163371,29.016,12.03891,5.0,69.196238417077,7.0,52.71,19.425,,0,,0.13,0.12,-0.02,,2.55,6.58,2.19,0.63,0.09,,,2.0,7.0,3.0,,1.0,1.0,,,1.0,1.0,4.0,2.0,,,2.0,,,34.607974971541,2.0,,1.0,,,,,,,,,,,
14566950,home,Royale Union Saint-Gilloise,Guilherme Smith,guilherme-da-silva,G. Smith,F,11,183.0,664,M,1820381,EUR,1055289600,M,11,11,False,16.0,14.0,1.0,1.0,0.0,7.0,9.0,7.0,7.0,,6.0,,7.0,3.0,,,,,,85.0,31.0,7.4,7.0,0.00610882,28.8,10.60653,6.0,247.42714448952,17.0,137.235,37.065,,2,,0.1,0.48,0.17,,2.45,5.58,1.78,0.7,0.11,,,,1.0,,,3.0,2.0,1.0,,,,1.0,1.0,,1.0,,0.0873,0.0256,149.83770333979,7.0,-0.38,,,2.0,,1.0,,,,,,,
14566950,home,Royale Union Saint-Gilloise,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167.0,2671,M,964764,EUR,1019260800,F,10,10,False,22.0,15.0,6.0,4.0,1.0,7.0,9.0,8.0,13.0,,1.0,,4.0,1.0,,,,,,89.0,29.0,6.8,10.0,0.165197,30.312,12.48772,13.0,56.77905561508,9.0,-15.855,6.3,,0,,0.16,0.11,-0.06,,2.5,6.55,2.16,1.02,0.25,,,,2.0,1.0,,1.0,,,,,,,,,2.0,,,,,,,3.0,,1.0,,,,,1.0,,,,
