match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,captain,stat_bigChanceCreated,stat_goodHighClaim,stat_bigChanceMissed
14131935,home,Famalicão,Lazar Carević,lazar-carevic,L. Carević,G,25,195,237,M,886204,EUR,921542400,G,25,25,False,45.0,33.0,17.0,5.0,0.0,32.0,35.0,1.0,10.0,2.0,1.0,8.0,2.0,2.0,3.0,1.0,1.0,1.0,90.0,55.0,7.3,13.0,0.00061266,0.1308,0,0.6358,0.04,0.03,0.22,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131935,home,Famalicão,Rodrigo Pinheiro,pinheiro-rodrigo,R. Pinheiro,D,17,181,262,M,991924,EUR,1030492800,D,17,17,False,24.0,19.0,3.0,2.0,1.0,7.0,8.0,12.0,16.0,3.0,3.0,2.0,,,,,,,90.0,49.0,7.3,9.0,0.0731807,,0,,0.27,0.24,-0.04,,2.0,2.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
14131935,home,Famalicão,Léo Realpe,leonardo-realpe,L. Realpe,D,3,186,467,M,977676,EUR,983145600,D,3,3,False,52.0,45.0,7.0,4.0,0.0,35.0,38.0,10.0,14.0,2.0,7.0,5.0,,,,,,,90.0,70.0,7.1,8.0,0.0143569,,0,,0.21,0.07,0.27,,,3.0,2.0,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
14131935,home,Famalicão,Justin De Haas,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,False,62.0,57.0,7.0,4.0,0.0,43.0,46.0,14.0,16.0,2.0,4.0,2.0,1.0,,,,,,90.0,73.0,7.2,6.0,0.00614867,,0,,0.24,0.08,0.36,,,1.0,,2.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14131935,home,Famalicão,Rafa Soares,rafa-soares,R. Soares,D,5,177,195,M,190137,EUR,799977600,D,5,5,False,30.0,21.0,6.0,2.0,0.0,8.0,10.0,13.0,20.0,2.0,6.0,2.0,,,,,,,90.0,59.0,7.0,13.0,0.0511695,,0,,0.26,0.08,0.24,,6.0,1.0,,3.0,1.0,,1.0,2.0,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,
14131935,home,Famalicão,Tom Van De Looi,tom-van-de-looi,T. V. D. Looi,M,6,186,105,M,836676,EUR,930873600,M,6,6,False,34.0,27.0,3.0,2.0,0.0,21.0,22.0,6.0,12.0,6.0,4.0,4.0,2.0,,,,,,90.0,49.0,6.7,10.0,0.00456399,,1,,0.02,0.11,0.22,,,2.0,1.0,7.0,,,,3.0,3.0,3.0,,,,,2.0,1.0,1.0,0.0151,0.0176,-0.04,,,,,,,,,,
14131935,home,Famalicão,Mathias De Amorim,de-amorim-mathias,M. D. Amorim,M,14,178,237,M,1511656,EUR,1102636800,M,14,14,False,25.0,15.0,4.0,2.0,0.0,4.0,7.0,11.0,18.0,7.0,,7.0,2.0,,,,,,90.0,41.0,7.8,14.0,0.0174493,,3,,0.03,0.26,-0.01,,1.0,2.0,2.0,6.0,,1.0,,2.0,1.0,3.0,2.0,,,,1.0,1.0,2.0,0.3184,0.6692,0.47,1.0,1.0,1.0,1.0,1.0,1.0,,,,
14131935,home,Famalicão,Sorriso,sorriso,Sorriso,M,7,175,556,M,1105595,EUR,982886400,M,7,7,False,20.0,16.0,1.0,,0.0,5.0,5.0,11.0,15.0,8.0,,3.0,2.0,,,,,,90.0,42.0,7.4,14.0,0.0245099,,4,,-0.26,0.16,-0.09,,4.0,2.0,2.0,8.0,1.0,,,2.0,1.0,2.0,1.0,Sorriso,,,1.0,3.0,3.0,1.0727,1.0208,0.44,4.0,2.0,,1.0,1.0,1.0,,,,
14131935,home,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,26.0,18.0,5.0,4.0,0.0,6.0,9.0,12.0,17.0,3.0,2.0,2.0,,,,,,,88.0,44.0,6.2,13.0,0.0890564,,1,,0.1,-0.01,-0.01,,1.0,2.0,,12.0,,,1.0,3.0,2.0,7.0,2.0,,,1.0,1.0,,2.0,0.0422,,-0.1,2.0,,,1.0,,,True,,,
14131935,home,Famalicão,Antoine Joujou,joujou-antoine,A. Joujou,F,77,189,199,M,1463265,EUR,1047427200,M,77,77,False,15.0,10.0,1.0,,0.0,3.0,3.0,7.0,12.0,4.0,,,1.0,,,,,,67.0,30.0,7.0,10.0,0.185243,,3,,0.37,0.12,-0.02,,3.0,,1.0,3.0,,,,1.0,,1.0,3.0,Antoine Joujou,,2.0,1.0,2.0,2.0,0.1424,0.2412,0.0,2.0,1.0,,1.0,,,,,,
