match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_challengeLost,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,captain,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
11004310,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1594,M,136856,EUR,636854400,G,1,1,False,35.0,23.0,26.0,14.0,16.0,20.0,7.0,15.0,10.0,5.0,6.0,90.0,46.0,7.7,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004310,home,Fiorentina,Dodô,dodo,Dodô,D,2,166,3362,M,822518,EUR,911260800,D,2,2,False,34.0,28.0,3.0,1.0,9.0,11.0,20.0,26.0,4.0,,,90.0,56.0,6.7,13.0,1,,,3.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11004310,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5082,M,836168,EUR,876614400,D,4,4,False,58.0,50.0,4.0,1.0,33.0,37.0,17.0,21.0,7.0,,,90.0,69.0,7.0,8.0,1,,,,,6.0,2.0,7.0,,,,1.0,4.0,,,,1.0,milenkovicn_4,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11004310,home,Fiorentina,Igor Júlio,igor-julio,I. Júlio,D,3,185,1332,M,842513,EUR,886809600,D,98,98,False,59.0,53.0,5.0,2.0,42.0,44.0,11.0,15.0,9.0,,,90.0,65.0,6.6,6.0,1,,,,,3.0,4.0,5.0,,,,,1.0,2.0,2.0,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,
11004310,home,Fiorentina,Aleksa Terzić,aleksa-terzic,A. Terzić,D,3,184,775,M,876860,EUR,934848000,D,15,15,False,73.0,64.0,4.0,3.0,29.0,34.0,40.0,48.0,8.0,,,90.0,108.0,7.4,22.0,1,,,9.0,5.0,4.0,9.0,4.0,1.0,1.0,,,2.0,,,2.0,1.0,,5.0,1.0,,,,2.0,,1.0,1.0,1.0,,,,,,,,,
11004310,home,Fiorentina,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180,1098,M,36784,EUR,619747200,M,5,5,False,34.0,26.0,2.0,1.0,6.0,7.0,20.0,30.0,6.0,,,86.0,53.0,6.9,17.0,1,,,3.0,,,4.0,6.0,2.0,3.0,2.0,,,3.0,1.0,3.0,3.0,,,,1.0,1.0,,1.0,1.0,,,,True,,,,,,,,
11004310,home,Fiorentina,Rolando Mandragora,rolando-mandragora,R. Mandragora,M,8,183,2131,M,548178,EUR,867542400,M,38,38,False,37.0,30.0,3.0,2.0,17.0,22.0,13.0,16.0,5.0,,,74.0,48.0,6.6,10.0,5,,,1.0,,2.0,6.0,3.0,2.0,,,2.0,,1.0,1.0,,,,1.0,,,,2.0,1.0,3.0,,,,,1.0,,,,,,,
11004310,home,Fiorentina,Antonín Barák,antonin-barak,A. Barák,M,72,190,779,M,330705,EUR,786412800,M,72,72,False,51.0,42.0,,,11.0,12.0,32.0,41.0,6.0,,,90.0,62.0,6.9,11.0,1,,,2.0,1.0,,3.0,5.0,,3.0,3.0,,,,,1.0,3.0,,,,,2.0,3.0,,,,,1.0,,,1.0,1.0,,,,,
11004310,home,Fiorentina,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17175,M,901325,EUR,891820800,F,22,22,False,34.0,25.0,7.0,6.0,7.0,8.0,18.0,28.0,3.0,,,90.0,48.0,7.2,14.0,4,,,2.0,,1.0,5.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,nicoigonzalez,2.0,,2.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,
11004310,home,Fiorentina,Luka Jović,luka-jovic,L. Jović,F,9,181,15080,M,319129,EUR,882835200,F,7,7,False,23.0,17.0,1.0,1.0,4.0,6.0,13.0,17.0,2.0,,,74.0,37.0,7.7,12.0,2,,,,,4.0,5.0,8.0,2.0,1.0,1.0,,,,,4.0,2.0,lukajovic,2.0,,,3.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,
