match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_penaltyWon,stat_bigChanceCreated,captain,stat_accurateCross,stat_bigChanceMissed,stat_penaltyMiss,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_goalAssist,stat_goals
11360025,home,FC Gütersloh,Nico Buckmaier,nico-buckmaier,N. Buckmaier,M,17,179.0,6,M,265171,EUR,721267200.0,F,17,17,False,16.0,9.0,,,6.0,9.0,3.0,9.0,2.0,,,,,67.0,28.0,6.0,14.0,2,,4.0,,1.0,2.0,,1.0,,,,,,,,,,,,2.0,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,
11360025,home,FC Gütersloh,Aleksandar Kandic,kandic-aleksandar,A. Kandic,M,27,181.0,2,M,1518692,EUR,1057363200.0,M,27,27,True,7.0,5.0,,,4.0,4.0,2.0,6.0,3.0,,,,,23.0,16.0,6.3,5.0,2,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,Aleksandar Kandic,,,1.0,3.0,,1.0,,,,1.0,1.0,,,,,,,
11360025,home,FC Gütersloh,Vincent Ocansey,ocansey-vincent,V. Ocansey,F,45,193.0,11,M,1517174,EUR,968544000.0,F,25,25,True,7.0,4.0,,,1.0,1.0,3.0,6.0,,,,,,23.0,12.0,6.9,4.0,2,1.0,1.0,3.0,,,,2.0,,,,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
11360025,home,FC Gütersloh,Lennard Rolf,rolf-lennard,L. Rolf,M,11,190.0,1,M,1517175,EUR,939945600.0,F,11,11,True,2.0,2.0,,,1.0,1.0,1.0,4.0,1.0,,,,,20.0,7.0,6.7,4.0,0,,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,
11360025,home,FC Gütersloh,Eduard Probst,eduard-probst,E. Probst,F,17,184.0,9,M,1387939,EUR,985392000.0,F,53,53,True,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360025,home,FC Gütersloh,Daniel Szczepankiewicz,daniel-szczepankiewicz,D. Szczepankiewicz,G,28,187.0,4,M,252895,EUR,746064000.0,G,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360025,home,FC Gütersloh,Marcel Lucke,marcel-lucke,M. Lucke,D,,,0,M,805848,EUR,826329600.0,D,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360025,home,FC Gütersloh,Philimon Tawiah,tawiah-philimon,P. Tawiah,D,,173.0,7,M,976982,EUR,913334400.0,D,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360025,home,FC Gütersloh,Andre Kording,andre-kording,A. Kording,M,5,178.0,1,M,124326,EUR,612144000.0,M,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360025,home,FC Gütersloh,Hendrik Lohmar,hendrik-lohmar,H. Lohmar,M,,190.0,2,M,352254,EUR,835488000.0,M,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360025,away,Holstein Kiel,Timon Weiner,timon-weiner,T. Weiner,G,1,191.0,134,M,1140362,EUR,916617600.0,G,1,1,False,27.0,19.0,11.0,3.0,18.0,19.0,1.0,8.0,11.0,2.0,6.0,2.0,2.0,90.0,47.0,8.4,8.0,0,,,2.0,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
11360025,away,Holstein Kiel,Colin Noah Kleine-Bekel,colin-noah-kleine-bekel,C. N. Kleine-Bekel,D,3,188.0,105,M,997010,EUR,1048464000.0,D,34,34,False,32.0,26.0,3.0,,21.0,22.0,5.0,10.0,2.0,,,,,45.0,37.0,6.6,6.0,1,,1.0,2.0,,,,,,2.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,
11360025,away,Holstein Kiel,Patrick Erras,patrick-erras,P. Erras,D,4,196.0,77,M,254003,EUR,790646400.0,D,4,4,False,98.0,91.0,8.0,6.0,60.0,64.0,31.0,34.0,5.0,,,,,90.0,114.0,7.9,8.0,0,,1.0,10.0,,,,,,13.0,,1.0,1.0,,9.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
11360025,away,Holstein Kiel,Marco Komenda,marco-komenda,M. Komenda,D,3,187.0,42,M,579260,EUR,848966400.0,D,3,3,False,85.0,73.0,3.0,1.0,44.0,46.0,29.0,40.0,2.0,,,,,90.0,99.0,7.9,13.0,0,3.0,3.0,8.0,,,,,,4.0,1.0,4.0,4.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
11360025,away,Holstein Kiel,Jonas Sterner,sterner-jonas,J. Sterner,D,32,180.0,58,M,1033202,EUR,1021248000.0,M,32,32,False,34.0,26.0,5.0,3.0,15.0,17.0,11.0,22.0,7.0,,,,,90.0,62.0,7.1,16.0,1,1.0,3.0,4.0,1.0,,,,1.0,1.0,4.0,1.0,,3.0,,,1.0,,,1.0,,5.0,,,,,,,,,,,,,,
11360025,away,Holstein Kiel,Lewis Holtby,lewis-holtby,L. Holtby,M,90,176.0,208,M,1135884,EUR,653616000.0,M,10,10,False,50.0,45.0,3.0,2.0,20.0,22.0,27.0,31.0,9.0,,,,,90.0,61.0,7.0,6.0,0,2.0,5.0,4.0,,,,,,1.0,,4.0,3.0,,,,1.0,Lewis,Holtby,,1.0,3.0,2.0,,,1.0,True,2.0,,,,,,1.0,,
11360025,away,Holstein Kiel,Marko Ivezić,marko-ivezic,M. Ivezić,D,6,191.0,161,M,1105869,EUR,1007251200.0,M,6,6,False,58.0,53.0,5.0,3.0,23.0,24.0,30.0,34.0,6.0,,,,,90.0,65.0,7.1,5.0,0,2.0,5.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,,
11360025,away,Holstein Kiel,Tom Rothe,rothe-tom,T. Rothe,M,15,192.0,808,M,1210666,EUR,1099008000.0,M,18,18,False,37.0,26.0,1.0,1.0,8.0,10.0,20.0,32.0,5.0,,,,,89.0,76.0,7.4,23.0,2,1.0,6.0,5.0,1.0,5.0,1.0,1.0,,,2.0,3.0,1.0,,1.0,1.0,,,,2.0,2.0,5.0,,1.0,,1.0,,2.0,,,,,,,,
11360025,away,Holstein Kiel,Steven Skrzybski,steven-skrzybski,S. Skrzybski,F,7,173.0,277,M,122573,EUR,722044800.0,F,7,7,False,20.0,15.0,,,3.0,4.0,13.0,17.0,2.0,,,,,61.0,32.0,6.9,9.0,2,,3.0,4.0,1.0,2.0,2.0,,2.0,,,1.0,,,1.0,,2.0,,,3.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,
11360025,away,Holstein Kiel,Benedikt Pichler,benedikt-pichler,B. Pichler,F,11,187.0,206,M,843709,EUR,869356800.0,F,9,9,False,13.0,11.0,,,3.0,4.0,8.0,9.0,3.0,,,,,77.0,31.0,7.1,6.0,3,3.0,8.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,
11360025,away,Holstein Kiel,Shuto Machino,shuto-machino,S. Machino,F,18,185.0,1747,M,925910,EUR,938649600.0,F,13,13,False,15.0,12.0,2.0,2.0,3.0,4.0,9.0,11.0,,,,,,61.0,22.0,6.8,6.0,2,1.0,2.0,2.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11360025,away,Holstein Kiel,Ba-Muaka Simakala,ba-muaka-simakala,B. Simakala,F,11,180.0,172,M,812822,EUR,854409600.0,F,11,11,True,11.0,8.0,1.0,1.0,4.0,5.0,6.0,10.0,1.0,,,,,45.0,21.0,7.1,6.0,0,,1.0,2.0,,2.0,2.0,,,,1.0,,,,,,,,,1.0,3.0,4.0,1.0,,,,,2.0,,,,,,,,
11360025,away,Holstein Kiel,Nicolai Remberg,nicolai-remberg,N. Remberg,M,21,187.0,313,M,1064305,EUR,961372800.0,M,22,22,True,11.0,9.0,2.0,2.0,2.0,3.0,8.0,9.0,,,,,,29.0,23.0,7.7,4.0,1,,,5.0,,1.0,1.0,,,2.0,,2.0,1.0,2.0,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,
11360025,away,Holstein Kiel,Hólmbert Aron Friðjónsson,holmbert-aron-fridjonsson,H. A. Friðjónsson,F,11,195.0,68,M,94781,EUR,735177600.0,F,19,19,True,2.0,2.0,,,,,2.0,2.0,,,,,,29.0,7.0,8.8,,5,1.0,3.0,3.0,,,,,1.0,,,,,,3.0,,2.0,,,,,,,4.0,,,,,,,,,,,,2.0
11360025,away,Holstein Kiel,Finn Porath,finn-porath,F. Porath,M,27,179.0,117,M,789714,EUR,856656000.0,M,8,8,True,4.0,3.0,,,2.0,2.0,1.0,2.0,,,,,,13.0,5.0,6.2,1.0,1,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,
11360025,away,Holstein Kiel,Aurel Wagbe,wagbe-aurel,A. Wagbe,M,,189.0,33,M,1138554,EUR,1075852800.0,M,28,28,True,1.0,,,,,,,1.0,1.0,,,,,1.0,2.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360025,away,Holstein Kiel,Thomas Dähne,thomas-dahne,T. Dähne,G,21,193.0,75,M,126346,EUR,757641600.0,G,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360025,away,Holstein Kiel,Marcel Engelhardt,marcel-engelhardt,M. Engelhardt,G,31,191.0,25,M,126531,EUR,733968000.0,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360025,away,Holstein Kiel,Marvin Schulz,marvin-schulz,M. Schulz,M,10,186.0,43,M,254445,EUR,790128000.0,M,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360025,away,Holstein Kiel,Fiete Arp,jann-fiete-arp,F. Arp,F,7,186.0,976,M,877837,EUR,947116800.0,F,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
