match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_onTargetScoringAttempt,stat_wonTackle,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_dispossessed,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_punches,stat_goalAssist,stat_goals
11352416,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,True,17.0,14.0,7.0,4.0,12.0,13.0,2.0,4.0,1.0,1.0,2.0,10.0,1.0,5.0,8.0,90.0,38.0,8.4,3.0,0.00054618,0,1.8788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352416,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,,138024,EUR,714441600,D,5,5,False,,34.0,30.0,1.0,,17.0,19.0,13.0,20.0,1.0,,1.0,5.0,,,,69.0,53.0,6.7,10.0,0.00801535,1,,,,5.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0678,,,,,,,,,,,,,,,,,,,,,
11352416,home,West Ham United,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2680,M,,829022,EUR,881798400,D,15,15,False,,40.0,36.0,6.0,3.0,27.0,27.0,9.0,13.0,3.0,,2.0,2.0,,,,60.0,47.0,6.0,6.0,0.00677751,1,,,,,1.0,2.0,,,1.0,,0.0463,3.0,1.0,1.0,1.0,1.0,2.0,0.0651,,,,,,,,,,,,,,
11352416,home,West Ham United,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,nayefaguard,877102,EUR,828144000,D,27,27,False,,72.0,65.0,6.0,3.0,43.0,49.0,22.0,24.0,6.0,1.0,3.0,3.0,,,,90.0,87.0,7.0,9.0,0.00888543,0,,,,1.0,4.0,8.0,1.0,,3.0,,,4.0,,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
11352416,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,,155997,EUR,775872000,D,33,33,False,,79.0,65.0,6.0,1.0,25.0,30.0,40.0,50.0,3.0,,2.0,2.0,,,,90.0,107.0,7.0,19.0,0.040258,0,,,,1.0,1.0,8.0,2.0,,5.0,1.0,,,,3.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11352416,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,EdsonAlvarez19,847151,EUR,877651200,M,19,19,False,,50.0,43.0,3.0,1.0,18.0,18.0,25.0,32.0,10.0,2.0,1.0,7.0,,,,90.0,77.0,6.6,17.0,0.0325562,0,,,,,1.0,8.0,7.0,,2.0,2.0,,1.0,,,,,3.0,,3.0,1.0,,1.0,3.0,1.0,,,,,,,,
11352416,home,West Ham United,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,prowsey16,161717,EUR,783648000,M,7,7,False,,43.0,40.0,2.0,2.0,17.0,17.0,26.0,33.0,,,,4.0,,,,69.0,56.0,7.4,8.0,0.203316,2,,,,7.0,1.0,1.0,,1.0,,,0.0765,,1.0,,,,1.0,0.0498,,,,3.0,,1.0,3.0,1.0,1.0,,,,,
11352416,home,West Ham United,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,Kudus,905163,EUR,965174400,M,14,14,False,,33.0,28.0,2.0,2.0,11.0,11.0,20.0,29.0,7.0,1.0,,9.0,,,,90.0,65.0,7.4,16.0,0.19839,4,,,,7.0,,10.0,9.0,3.0,2.0,2.0,0.1838,,,,,,2.0,,6.0,,1.0,2.0,2.0,2.0,3.0,,,1.0,1.0,,,
11352416,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,Paqueta,839981,EUR,872640000,M,10,10,False,,70.0,55.0,4.0,3.0,18.0,20.0,39.0,57.0,7.0,1.0,,5.0,,,,90.0,102.0,7.2,26.0,0.15279,3,,,,7.0,,9.0,6.0,1.0,1.0,4.0,0.1912,2.0,1.0,1.0,,1.0,2.0,0.0626,4.0,,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,,
11352416,home,West Ham United,Michail Antonio,michail-antonio,M. Antonio,F,,180,3251,M,MichailAntonio,47772,EUR,638582400,M,9,9,False,,25.0,19.0,1.0,1.0,7.0,7.0,12.0,20.0,4.0,,,3.0,,,,82.0,43.0,6.3,15.0,0.00786514,1,,,,2.0,2.0,4.0,2.0,1.0,,1.0,0.215,1.0,,,,,2.0,,1.0,,,,2.0,1.0,,,1.0,,,,,
11352416,home,West Ham United,Danny Ings,danny-ings,D. Ings,F,9,178,1761,M,,130181,EUR,711849600,F,18,18,False,,23.0,19.0,1.0,,3.0,4.0,16.0,19.0,5.0,,,2.0,,,,90.0,35.0,7.0,8.0,0.0243391,3,,,,,1.0,3.0,2.0,2.0,,1.0,0.1484,2.0,1.0,,,,2.0,0.0652,1.0,,1.0,,1.0,,,,,,,,,
11352416,home,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,,139227,EUR,783216000,D,4,4,True,,25.0,22.0,6.0,4.0,16.0,17.0,6.0,8.0,,,,3.0,,,,30.0,26.0,6.4,3.0,0.0014846,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352416,home,West Ham United,Ben Johnson,ben-johnson,B. Johnson,D,18,182,616,M,,914412,EUR,948672000,D,2,2,True,,16.0,14.0,2.0,1.0,5.0,5.0,9.0,16.0,3.0,1.0,1.0,1.0,,,,21.0,29.0,6.2,10.0,0.00675587,0,,,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
11352416,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,,799041,EUR,793843200,M,28,28,True,,11.0,11.0,,,5.0,5.0,6.0,6.0,1.0,,,1.0,,,,21.0,14.0,6.6,1.0,0.00760368,0,,,,,1.0,2.0,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
