match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_lastManTackle,stat_bigChanceMissed,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_goodHighClaim,stat_hitWoodwork
14566774,home,Atlético Madrid,Juan Musso,juan-musso,J. Musso,G,1,191,5827,M,juanmusso,263651,EUR,768182400,G,1,1,False,27.0,19.0,13.0,5.0,0.0,17.0,21.0,2.0,6.0,5.0,2.0,5.0,1.0,1.0,90.0,36.0,7.2,8.0,0.00024608,22.86,4.99036,0.0,46.04838087538,4.0,-12.495,4.515,0.7531,0,-0.0014999999999999,0.0,0.01,-0.09,0.44,3.66,1.21,0.11,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566774,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13483,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,False,39.0,28.0,6.0,1.0,0.0,14.0,17.0,14.0,22.0,3.0,,,,,58.0,53.0,6.7,15.0,0.0189497,31.788,6.87436,8.0,182.56881657139,20.0,152.04,37.695,,0,,0.2,0.23,-0.1,,1.92,3.55,0.87,0.36,0.17,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14566774,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5896,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,48.0,43.0,7.0,6.0,0.0,25.0,27.0,18.0,21.0,4.0,,,,,90.0,66.0,8.4,6.0,0.00895484,31.392,10.20422,7.0,95.059619126326,14.0,59.955,24.15,,2,,0.17,0.06,0.18,,2.96,5.28,1.39,0.4,0.17,,3.0,3.0,5.0,,,,7.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1089,0.3207,0.51,,,,,,,,,,,,
14566774,home,Atlético Madrid,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4795,M,,807771,EUR,881971200,D,17,17,False,51.0,46.0,4.0,1.0,0.0,34.0,36.0,12.0,15.0,2.0,,,,,90.0,62.0,6.4,6.0,0.00555708,31.356,10.08296,7.0,122.19875706275,14.0,76.02,31.29,,1,,0.07,0.09,-0.12,,3.03,5.27,1.26,0.39,0.13,1.0,2.0,4.0,2.0,,,,7.0,,,,,2.0,,1.0,,,,1.0,,2.0,0.0099,,-0.02,1.0,,,,,,,,,,,
14566774,home,Atlético Madrid,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2530,M,,965011,EUR,1026345600,D,3,3,False,23.0,23.0,1.0,1.0,0.0,19.0,19.0,4.0,4.0,3.0,,,,,68.0,37.0,6.7,3.0,0.0792967,32.4,7.54741,10.0,78.009599278882,9.0,4.725,12.495,,0,,0.13,0.0,0.29,,2.18,3.78,0.96,0.43,0.2,2.0,1.0,4.0,2.0,,1.0,,2.0,1.0,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
14566774,home,Atlético Madrid,Johnny Cardoso,johnny,J. Cardoso,M,5,186,5155,M,,990169,EUR,1000944000,M,5,5,False,26.0,18.0,2.0,1.0,0.0,11.0,15.0,7.0,11.0,2.0,,,,,59.0,33.0,6.8,8.0,0.00313324,29.376,7.70803,3.0,78.445859180483,8.0,9.345,14.805,,0,,0.0,0.03,0.16,,1.55,4.56,1.25,0.29,0.06,,1.0,2.0,5.0,,,,2.0,3.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,
14566774,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16161,M,giulisimeone,1099352,EUR,1040169600,M,20,20,False,39.0,33.0,,,0.0,12.0,13.0,21.0,26.0,7.0,,,,,90.0,65.0,6.9,16.0,0.0796466,32.616,11.4109,17.0,305.8598451962,28.0,209.37,30.345,,2,,-0.29,0.65,-0.16,,2.91,5.75,1.67,0.7,0.37,3.0,,5.0,8.0,,6.0,3.0,,2.0,1.0,4.0,,,,2.0,,,,3.0,3.0,2.0,0.1522,,-0.51,3.0,,,,1.0,1.0,,,,,,
14566774,home,Atlético Madrid,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16542,M,conorgallagher92,904970,EUR,949795200,M,4,4,False,25.0,23.0,,,0.0,19.0,20.0,4.0,5.0,3.0,,,,,59.0,36.0,6.6,6.0,0.00240344,28.908,7.78258,4.0,51.713143284198,6.0,21.735,14.91,,0,,-0.03,-0.12,0.17,,1.61,4.14,1.43,0.52,0.08,,,5.0,4.0,1.0,2.0,,,1.0,1.0,,,,1.0,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
14566774,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6634,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,50.0,46.0,,,0.0,20.0,22.0,26.0,28.0,3.0,,,,,90.0,62.0,6.6,7.0,0.0370739,30.852,11.71882,16.0,152.2774697373,21.0,66.57,22.47,,1,,0.14,0.18,-0.08,,2.74,5.71,2.06,0.88,0.33,1.0,1.0,4.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,2.0,0.028,,-0.14,1.0,,,,,,1.0,,,,,
14566774,home,Atlético Madrid,Alejandro Baena,alejandro-baena,A. Baena,M,10,174,9587,M,alexbaena,910031,EUR,995587200,M,10,10,False,22.0,16.0,3.0,1.0,0.0,7.0,11.0,9.0,11.0,3.0,,,,,68.0,34.0,6.3,12.0,0.0195002,31.176,8.21152,12.0,108.9808149904,9.0,58.275,24.36,,2,,0.24,0.11,-0.09,,2.1,3.78,1.42,0.69,0.23,2.0,,8.0,,2.0,1.0,,1.0,,,1.0,,2.0,1.0,1.0,,,,,,2.0,0.0494,,-0.06,1.0,,,,,,1.0,,,,,
