match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_wonContest,stat_dispossessed,stat_interceptionWon,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
11369487,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,26.0,13.0,18.0,5.0,8.0,10.0,5.0,16.0,1.0,3.0,2.0,2.0,1.0,90.0,32.0,7.0,13.0,0.00149671,0,0.1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369487,home,Athletic Club,Óscar de Marcos,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,,52663,EUR,608515200,D,18,18,False,56.0,48.0,6.0,2.0,19.0,20.0,31.0,41.0,3.0,4.0,,,,90.0,83.0,7.3,17.0,0.120781,0,,,,True,1.0,5.0,2.0,2.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11369487,home,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,,807648,EUR,790905600,D,5,5,False,54.0,45.0,10.0,3.0,23.0,23.0,22.0,31.0,,4.0,,,,90.0,57.0,6.8,9.0,0.0113602,0,,,,,,,,1.0,,2.0,3.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,
11369487,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,4,4,False,58.0,49.0,8.0,5.0,33.0,35.0,16.0,23.0,6.0,4.0,,,,90.0,66.0,7.3,9.0,0.00478412,1,,,,,,,,1.0,8.0,3.0,8.0,,,,,,,,2.0,,1.0,0.0374,,,,,,,,,,,,
11369487,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,71.0,63.0,6.0,3.0,31.0,35.0,32.0,37.0,2.0,8.0,,,,90.0,89.0,9.0,11.0,0.0123289,2,,,,,,1.0,,1.0,3.0,2.0,4.0,,,,,,1.0,1.0,1.0,,,0.1198,2.0,2.0,0.7385,,,,,,,,,
11369487,home,Athletic Club,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,,96365,EUR,744595200,M,16,16,False,42.0,34.0,2.0,,9.0,10.0,27.0,38.0,1.0,4.0,,,,68.0,56.0,7.1,13.0,0.397785,0,,,,,,6.0,2.0,1.0,1.0,6.0,4.0,1.0,1.0,,,,1.0,2.0,4.0,2.0,,,,,,1.0,,,,,,,,
11369487,home,Athletic Club,Beñat Prados,benat-prados,B. Prados,M,24,179,600,M,,1012409,EUR,981590400,M,24,24,False,67.0,62.0,3.0,2.0,25.0,25.0,38.0,43.0,1.0,7.0,,,,90.0,85.0,7.3,7.0,0.0676761,0,,,,,,1.0,1.0,2.0,2.0,8.0,7.0,3.0,,,4.0,2.0,,1.0,2.0,1.0,,,,,,,1.0,2.0,,,,,,
11369487,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,20.0,15.0,,,4.0,4.0,11.0,19.0,1.0,3.0,,,,82.0,44.0,7.3,15.0,0.127222,3,,,,,,3.0,,1.0,2.0,5.0,6.0,1.0,1.0,1.0,,,4.0,3.0,,1.0,1.0,0.4903,1.0,,0.0597,1.0,3.0,,1.0,1.0,,,,
11369487,home,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,,966801,EUR,956620800,M,8,8,False,35.0,32.0,,,9.0,9.0,23.0,27.0,2.0,6.0,,,,79.0,47.0,7.1,7.0,0.101446,2,,,,,1.0,1.0,,1.0,1.0,4.0,2.0,1.0,,1.0,,,2.0,1.0,2.0,2.0,1.0,0.42,,,,,1.0,,1.0,,1.0,,,
11369487,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,11,11,False,20.0,14.0,,,3.0,3.0,13.0,19.0,,2.0,,,,68.0,40.0,7.1,11.0,0.100355,1,,,,,1.0,2.0,2.0,2.0,,7.0,5.0,,7.0,,,,,1.0,,1.0,,0.0733,,,,4.0,2.0,,1.0,,,,,
11369487,home,Athletic Club,Gorka Guruzeta,gorka-guruzeta,G. Guruzeta,F,11,188,2498,M,,605672,EUR,842486400,F,12,12,False,39.0,29.0,4.0,2.0,9.0,9.0,20.0,30.0,,3.0,,,,79.0,60.0,8.3,18.0,0.200559,3,,,,,1.0,,,,4.0,9.0,9.0,1.0,1.0,,3.0,1.0,2.0,2.0,2.0,2.0,,0.5118,2.0,1.0,1.1025,,5.0,1.0,1.0,,,,,
11369487,home,Athletic Club,Iker Muniain,iker-muniain,I. Muniain,M,19,169,1079,M,,71707,EUR,724723200,F,10,10,True,20.0,20.0,2.0,2.0,8.0,8.0,12.0,12.0,,,,,,22.0,22.0,7.3,1.0,0.00522803,1,,,,,,,,,,1.0,,,1.0,,,,,,,,,0.2612,1.0,1.0,0.6647,,,,,,,,,
11369487,home,Athletic Club,Ander Herrera,ander-herrera,A. Herrera,M,21,182,3084,M,,82474,EUR,619056000,M,21,21,True,19.0,18.0,1.0,1.0,8.0,9.0,10.0,10.0,,3.0,,,,22.0,25.0,7.0,1.0,0.00662633,0,,,,,,,,,,2.0,4.0,1.0,,,4.0,3.0,,,1.0,,,,,,,,,1.0,,,,,,
11369487,home,Athletic Club,Raúl García,raul-garcia,R. García,M,22,184,373,M,,4581,EUR,521424000,M,22,22,True,2.0,2.0,,,,,2.0,2.0,,,,,,11.0,8.0,6.5,3.0,0.00070122,0,,,,,,,,1.0,,2.0,2.0,,2.0,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,
11369487,home,Athletic Club,Mikel Jauregizar,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,,1495844,EUR,1068681600,M,31,31,True,6.0,5.0,,,2.0,3.0,3.0,3.0,,1.0,,,,11.0,7.0,6.4,1.0,0.00596114,0,,,,,,,,1.0,,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
11369487,home,Athletic Club,Malcom Ares,malcom-ares,M. Ares,M,18,183,265,M,,1391487,EUR,1002844800,F,23,23,True,7.0,7.0,1.0,1.0,4.0,4.0,3.0,4.0,,1.0,,,,8.0,10.0,6.6,2.0,0.00258604,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369487,home,Athletic Club,Julen Agirrezabala,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,,1014412,EUR,977788800,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369487,home,Athletic Club,Imanol García de Albéniz,imanol-garcia-de-albeniz,I. G. d. Albéniz,D,19,177,202,M,,1009662,EUR,960422400,D,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369487,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369487,home,Athletic Club,Unai Gómez,unai-gomez,U. Gómez,M,20,183,803,M,,1391375,EUR,1053820800,M,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369487,home,Athletic Club,Dani García,dani-garcia,D. García,M,14,180,701,M,,298920,EUR,643507200,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
