match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_sofascoreId,stat_interceptionWon,stat_challengeLost,stat_dispossessed,stat_totalOffside,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_unsuccessfulTouch,stat_keyPass,captain,stat_blockedScoringAttempt,stat_goodHighClaim,stat_errorLeadToAGoal
14429555,home,Al-Nassr,Raghed Al-Najjar,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600.0,G,36,36,False,15.0,14.0,5.0,4.0,0.0,13.0,13.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,90.0,21.0,6.9,1.0,0.00021505,0.17,0,0.039,0.05,0.0,-0.04,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429555,home,Al-Nassr,Sultan Al-Ghannam,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,830126,EUR,768182400.0,D,2,2,False,51.0,47.0,7.0,6.0,0.0,21.0,22.0,26.0,29.0,5.0,6.0,,,,,90.0,64.0,7.0,5.0,0.0539187,,0,,0.18,0.17,-0.05,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429555,home,Al-Nassr,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187.0,5883,M,945063,EUR,957312000.0,D,3,3,False,49.0,47.0,2.0,1.0,0.0,29.0,29.0,18.0,20.0,9.0,8.0,,,,,90.0,65.0,7.5,2.0,0.00619085,,2,,0.18,0.08,-0.06,,,4.0,8.0,2.0,1.0,1.0,3.0,,,1.0,5.0,1.0,1.0,1.0,0.1336,0.6787,0.28,,,,,,,,,,,,,,,,,
14429555,home,Al-Nassr,Iñigo Martínez,inigo-martinez,I. Martínez,D,26,181.0,62014,M,173883,EUR,674438400.0,D,26,26,False,39.0,34.0,5.0,2.0,0.0,23.0,25.0,11.0,14.0,4.0,2.0,,,,,80.0,52.0,6.5,6.0,0.00298964,,0,,0.1,0.09,-0.07,,,3.0,2.0,1.0,,1.0,1.0,,,2.0,1.0,,,1.0,,,,IñigoMartínez,3.0,,,,,,,,,,,,,,,
14429555,home,Al-Nassr,Ayman Yahya,ayman-ahmed,A. Yahya,M,23,168.0,1412,M,1130539,EUR,989798400.0,D,23,23,False,62.0,52.0,9.0,4.0,0.0,22.0,24.0,30.0,38.0,2.0,7.0,,,,,90.0,80.0,7.0,14.0,0.0346195,,1,,0.37,0.29,-0.25,,3.0,4.0,4.0,2.0,1.0,,,,,,2.0,,1.0,,0.0138,0.1374,-0.05,,3.0,3.0,1.0,2.0,,,,,,,,,,,,
14429555,home,Al-Nassr,Kingsley Coman,kingsley-coman,K. Coman,M,21,178.0,32898,M,280441,EUR,834624000.0,M,21,21,False,36.0,31.0,1.0,1.0,2.0,10.0,11.0,21.0,25.0,,5.0,,,,,90.0,53.0,10.0,10.0,1.3619,,3,,1.0,0.33,-0.07,,2.0,2.0,7.0,1.0,1.0,2.0,,,,,2.0,1.0,2.0,,0.2845,0.6749,0.48,KingComan,1.0,,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,,,,
14429555,home,Al-Nassr,Marcelo Brozović,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,108800,EUR,721872000.0,M,11,11,False,49.0,46.0,4.0,2.0,0.0,26.0,26.0,20.0,23.0,,3.0,,,,,62.0,53.0,7.0,3.0,0.0846289,,0,,0.39,0.03,-0.08,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,marcelo_brozovic,1.0,,,,2.0,1.0,1.0,,,,,1.0,,,,
14429555,home,Al-Nassr,Ângelo,angelo,Ângelo,M,20,182.0,9961,M,1086455,EUR,1103587200.0,M,20,20,False,30.0,24.0,4.0,2.0,0.0,6.0,6.0,18.0,24.0,,3.0,,,,,80.0,51.0,6.9,16.0,0.148472,,1,,0.25,0.24,-0.01,,7.0,3.0,4.0,2.0,2.0,1.0,,Ângelo,,1.0,,1.0,,1.0,0.0496,,-0.27,angelogabriel,,,1.0,,1.0,2.0,1.0,,,,2.0,,,,,
14429555,home,Al-Nassr,Sadio Mané,sadio-mane,S. Mané,M,10,175.0,169227,M,217704,EUR,702864000.0,M,10,10,False,24.0,17.0,,,0.0,6.0,7.0,11.0,17.0,,5.0,,,,,63.0,39.0,6.5,14.0,0.0104469,,1,,-0.01,0.26,-0.09,,1.0,4.0,5.0,1.0,1.0,,1.0,,,,,,1.0,,0.0493,0.6175,-0.28,SadioMané,,1.0,2.0,,,4.0,4.0,,,,2.0,,,,,
14429555,home,Al-Nassr,João Félix,joao-felix,J. Félix,F,79,181.0,126099,M,851671,EUR,942192000.0,F,79,79,False,31.0,24.0,4.0,2.0,1.0,4.0,5.0,20.0,26.0,,4.0,,,,,86.0,49.0,10.0,15.0,0.492817,,3,,0.64,0.27,0.15,,3.0,1.0,4.0,,,2.0,,,,,,1.0,2.0,,0.9963,1.0147,0.85,JFélix,,,,,1.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,,,,
