match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,player_id,player_name,from,playerName,reason,rescinded,confirmed
10583819,FT,4.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10583819,,,,,90,0.0,,1,,,injuryTime,3.0,,,,,,,,,,,
10583819,,,,,89,,,2,,,substitution,,121296402.0,False,False,regular,,,,,,,
10583819,,,,,89,,,2,,,substitution,,121296401.0,False,False,regular,,,,,,,
10583819,,,,,86,,,5,,,substitution,,121296400.0,False,True,regular,,,,,,,
10583819,,,,,86,,,5,,,substitution,,121296399.0,False,True,regular,,,,,,,
10583819,,4.0,0.0,,82,,,9,,,goal,,165726010.0,,True,regular,555624.0,Carlos Junior,,,,,
10583819,,,,,79,,,12,,,substitution,,121296396.0,False,False,regular,,,,,,,
10583819,,,,,79,,,12,,,substitution,,121296395.0,False,False,regular,,,,,,,
10583819,,,,,76,,,15,,,substitution,,121296393.0,False,True,regular,,,,,,,
10583819,,,,,71,,,20,,,substitution,,121296391.0,False,True,regular,,,,,,,
10583819,,,,,71,,,20,,,substitution,,121296390.0,False,True,regular,,,,,,,
10583819,,3.0,0.0,,70,,,21,,,goal,,165725913.0,,True,penalty,789438.0,Cristian Guanca,penalty,,,,
10583819,,2.0,0.0,,62,,,29,,,goal,,165725847.0,,True,penalty,891419.0,Aaron-Salem Boupendza,penalty,,,,
10583819,,,,,61,,,30,,,card,,120448703.0,,False,yellow,1066586.0,Hassan Al-Jubairi,,Hassan Al-Jubairi,Foul,False,
10583819,,,,,60,,,31,,,varDecision,,13115.0,,True,penaltyNotAwarded,789438.0,Cristian Guanca,,,,,False
10583819,,,,,50,,,41,,,card,,120448694.0,,True,yellow,306498.0,Santi Mina,,Santi Mina,Foul,False,
10583819,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10583819,,,,,45,0.0,,1,,,injuryTime,4.0,,,,,,,,,,,
10583819,,,,,37,,,9,,,substitution,,121296343.0,True,False,injury,,,,,,,
10583819,,1.0,0.0,,27,,,19,,,goal,,165725410.0,,True,regular,789438.0,Cristian Guanca,,,,,
10583819,,,,,15,,,31,,,card,,120448599.0,,True,yellow,818572.0,Fawaz Al-Sagour,,Fawaz Al-Sagour,Foul,False,
10583819,,,,,9,,,37,,,card,,120448583.0,,False,yellow,887343.0,Alfa Semedo,,Alfa Semedo,Foul,False,
