match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_errorLeadToAShot,stat_challengeLost,player_firstName,player_lastName,stat_hitWoodwork,captain,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
12625013,home,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190.0,350,M,63952,EUR,589161600,G,23,23,False,29.0,25.0,13.0,9.0,0.0,25.0,25.0,4.0,1.0,1.0,2.0,11.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,43.0,6.8,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625013,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,False,44.0,30.0,3.0,,0.0,22.0,32.0,16.0,,5.0,1.0,8.0,3.0,,,,,,90.0,70.0,6.1,20.0,0,10.0,4.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
12625013,home,Al-Khaleej,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400,D,20,20,False,46.0,37.0,9.0,3.0,0.0,31.0,35.0,11.0,1.0,4.0,3.0,1.0,1.0,,,,,,90.0,59.0,6.1,12.0,1,6.0,,,1.0,3.0,1.0,,,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,
12625013,home,Al-Khaleej,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,21,182.0,579,M,128089,EUR,752198400,D,21,21,False,43.0,41.0,6.0,6.0,0.0,28.0,28.0,15.0,,6.0,,2.0,,,,,,,90.0,54.0,6.8,5.0,0,13.0,,,,3.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
12625013,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200,D,5,5,False,33.0,30.0,4.0,3.0,0.0,18.0,19.0,17.0,,4.0,2.0,5.0,2.0,,,,,,89.0,54.0,6.6,9.0,0,12.0,3.0,,,2.0,,4.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
12625013,home,Al-Khaleej,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800,M,8,8,False,30.0,28.0,7.0,5.0,0.0,20.0,20.0,10.0,,3.0,,4.0,3.0,,,,,,53.0,38.0,6.2,4.0,1,8.0,,,,3.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
12625013,home,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800,M,15,15,False,29.0,26.0,1.0,1.0,0.0,13.0,14.0,15.0,,9.0,,4.0,4.0,,,,,,89.0,43.0,6.9,6.0,1,13.0,,,1.0,4.0,2.0,,,,5.0,4.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,
12625013,home,Al-Khaleej,Khaled Narey,khaled-narey,K. Narey,M,7,180.0,366,M,190065,EUR,774921600,M,7,7,False,16.0,10.0,,,0.0,4.0,7.0,9.0,,5.0,,2.0,2.0,,,,,,90.0,33.0,6.4,15.0,0,6.0,,,,4.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,
12625013,home,Al-Khaleej,Kostas Fortounis,kostas-fortounis,K. Fortounis,M,10,183.0,2903,M,115577,EUR,719193600,M,17,17,False,35.0,27.0,5.0,2.0,0.0,13.0,16.0,21.0,,4.0,,5.0,2.0,,,,,,78.0,45.0,6.6,12.0,1,15.0,2.0,1.0,,4.0,2.0,3.0,2.0,,,,,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,
12625013,home,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000,M,10,10,False,27.0,19.0,1.0,,0.0,10.0,13.0,15.0,,2.0,,3.0,,,,,,,77.0,43.0,6.6,15.0,3,9.0,1.0,,1.0,6.0,3.0,2.0,1.0,,1.0,,2.0,1.0,1.0,2.0,,,,,,,1.0,True,1.0,,,,,,
