match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,stat_errorLeadToAShot,captain,stat_bigChanceMissed,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalOffside,stat_penaltyConceded
12436942,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,35.0,23.0,18.0,7.0,0.0,17.0,20.0,6.0,15.0,1.0,8.0,2.0,1.0,1.0,90.0,41.0,6.6,12.0,0.00847396,0,-0.4218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436942,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,32.0,27.0,4.0,1.0,0.0,16.0,20.0,11.0,13.0,,4.0,,,,90.0,53.0,8.1,10.0,0.00441678,1,,1.0,5.0,1.0,6.0,8.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,1.0,0.0226,0.1509,,,,,,,,,,,,,,,,,,,,,
12436942,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,42.0,40.0,1.0,1.0,0.0,30.0,32.0,10.0,10.0,2.0,5.0,,,,90.0,51.0,6.6,5.0,0.00549618,0,,,,,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12436942,home,Aston Villa,Tyrone Mings,tyrone-mings,T. Mings,D,5,195,1992,M,,303638,EUR,731980800,D,5,5,False,40.0,36.0,3.0,3.0,0.0,27.0,30.0,9.0,10.0,6.0,,,,,90.0,52.0,7.2,4.0,0.0118159,2,,,3.0,5.0,3.0,6.0,,,,,1.0,,1.0,1.0,,0.1554,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12436942,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,33.0,28.0,1.0,1.0,0.0,16.0,21.0,16.0,24.0,3.0,3.0,,,,90.0,62.0,8.0,14.0,0.255404,1,,12.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,,,2.0,2.0,2.0,,0.0218,0.075,,,,,,,,4.0,1.0,2.0,4.0,,,,,,,,,,
12436942,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,32.0,32.0,2.0,2.0,0.0,18.0,18.0,14.0,14.0,3.0,6.0,,,,70.0,40.0,6.5,1.0,0.0157756,0,,,1.0,1.0,4.0,3.0,,,,,,,2.0,1.0,1.0,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,,
12436942,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,42.0,38.0,2.0,1.0,0.0,18.0,18.0,22.0,30.0,3.0,6.0,,,,90.0,67.0,7.7,10.0,0.362387,1,,6.0,2.0,,4.0,8.0,2.0,1.0,,,1.0,1.0,2.0,1.0,,0.0162,,,,1.0,,5.0,1.0,,2.0,,,3.0,,,,,,,,,,
12436942,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7677,M,leonbailey,808590,EUR,871084800,M,31,31,False,16.0,10.0,3.0,3.0,0.0,5.0,7.0,5.0,11.0,,6.0,,,,65.0,31.0,6.8,16.0,0.282605,1,,2.0,1.0,1.0,6.0,3.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,0.0884,0.0974,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,
12436942,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,15.0,13.0,,,0.0,6.0,6.0,7.0,9.0,,2.0,,,,88.0,26.0,6.3,8.0,0.08111,1,,,1.0,,3.0,2.0,1.0,,,,,,,,1.0,0.106,,,,,5.0,2.0,1.0,,,,,1.0,,True,1.0,,,,,,,
12436942,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13638,M,mrogers,948261,EUR,1027641600,M,27,27,False,38.0,33.0,3.0,3.0,0.0,12.0,13.0,21.0,28.0,1.0,6.0,,,,87.0,55.0,8.0,11.0,0.329546,3,,3.0,,,5.0,3.0,3.0,2.0,1.0,1.0,,,1.0,1.0,3.0,0.2403,0.6688,,,,2.0,,1.0,1.0,,1.0,,3.0,,,,,,,,,,
12436942,home,Aston Villa,Ollie Watkins,ollie-watkins,O. Watkins,F,11,179,19908,M,OllieWatkins,555386,EUR,820281600,F,11,11,False,19.0,17.0,1.0,1.0,1.0,3.0,3.0,14.0,16.0,,3.0,,,,65.0,33.0,8.7,4.0,0.0347302,6,,,,1.0,4.0,6.0,1.0,1.0,4.0,1.0,,,1.0,,1.0,1.2344,1.5656,,,2.0,,3.0,1.0,1.0,,1.0,,2.0,,,1.0,1.0,,,,,,
12436942,home,Aston Villa,Jaden Philogene-Bidace,jaden-philogene-bidace,J. Philogene-Bidace,M,11,181,4512,M,,1014461,EUR,1013126400,F,19,19,True,9.0,8.0,,,0.0,4.0,4.0,4.0,5.0,,2.0,,,,25.0,13.0,6.6,2.0,0.00167898,0,,,,,2.0,2.0,3.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12436942,home,Aston Villa,Jhon Durán,jhon-duran,J. Durán,F,10,185,32368,M,jaderduran9,974577,EUR,1071273600,F,9,9,True,13.0,12.0,1.0,1.0,0.0,2.0,2.0,10.0,11.0,1.0,1.0,,,,25.0,20.0,7.0,2.0,0.0184831,3,,,2.0,2.0,2.0,3.0,,,2.0,,,,,,1.0,0.527,0.7424,,,,1.0,1.0,1.0,,,,,2.0,,,1.0,,,,,,,
12436942,home,Aston Villa,Ross Barkley,ross-barkley,R. Barkley,M,6,188,2411,M,,98435,EUR,755049600,M,6,6,True,12.0,9.0,1.0,,0.0,4.0,6.0,5.0,6.0,1.0,1.0,,,,20.0,18.0,6.4,5.0,0.00451294,1,,,,,1.0,,1.0,,,,,1.0,,,,0.033,,,,,1.0,,,1.0,,,,,,,,,,,,,,
12436942,home,Aston Villa,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170,7699,M,EM10Buendia,783126,EUR,851472000,M,10,10,True,6.0,4.0,2.0,,0.0,1.0,1.0,3.0,5.0,,,,,,9.0,8.0,6.4,2.0,0.00547199,0,,,1.0,,2.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
12436942,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5464,M,maatsen_,976263,EUR,1015718400,D,22,22,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,1.0,,,,,8.0,4.0,6.6,,0.00526699,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436942,home,Aston Villa,Robin Olsen,robin-olsen,R. Olsen,G,30,198,1289,M,,26025,EUR,631756800,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436942,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436942,home,Aston Villa,Diego Carlos,diego-carlos,D. Carlos,D,34,185,2746,M,,604232,EUR,732153600,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436942,home,Aston Villa,Lamare Bogarde,lamare-bogarde,L. Bogarde,D,26,183,1118,M,,1089388,EUR,1073260800,D,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436942,away,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,,171919,EUR,739929600,G,1,1,False,29.0,23.0,15.0,9.0,0.0,18.0,19.0,5.0,10.0,2.0,10.0,3.0,2.0,2.0,90.0,47.0,8.3,7.0,0.00268492,0,0.2999,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,7.0,1.0,,
12436942,away,Brentford,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2094,M,,924378,EUR,1008806400,D,4,4,False,42.0,35.0,5.0,4.0,0.0,16.0,18.0,19.0,24.0,2.0,1.0,,,,90.0,61.0,6.6,9.0,0.0083998,0,,,5.0,,7.0,2.0,2.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
12436942,away,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,,958916,EUR,988588800,D,22,22,False,51.0,46.0,,,0.0,31.0,32.0,15.0,19.0,3.0,2.0,,,,90.0,61.0,6.7,5.0,0.0179699,0,,,1.0,3.0,3.0,4.0,,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,
