match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_wonContest,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_shotOffTarget,stat_errorLeadToAShot,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_penaltyConceded,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
11067386,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,18.0,7.0,15.0,4.0,3.0,6.0,4.0,12.0,9.0,1.0,1.0,2.0,1.0,90.0,24.0,6.1,11.0,0.0,0.0,0.00100951,0,0.1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067386,home,Red Bull Bragantino,Aderlan,aderlan,Aderlan,D,13,180,379,M,584432,EUR,650937600,D,13,13,False,,49.0,37.0,9.0,5.0,7.0,8.0,31.0,47.0,6.0,,,,,90.0,82.0,7.0,21.0,0.0,0.0,0.138182,0,,1.0,6.0,1.0,6.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
11067386,home,Red Bull Bragantino,Eduardo Santos,eduardo-santos,Eduardo,D,3,196,161,M,925189,EUR,880675200,D,26,26,False,,41.0,28.0,8.0,2.0,13.0,15.0,15.0,26.0,11.0,,,,,90.0,61.0,6.8,16.0,0.0,0.0,0.0141599,0,,,,,8.0,11.0,,5.0,5.0,3.0,2.0,2.0,,2.0,,,,3.0,5.0,2.0,4.0,,,,,,,,,,,,,,,
11067386,home,Red Bull Bragantino,Natan,natan,Natan,D,4,188,3280,M,1015287,EUR,981417600,D,4,4,False,,25.0,22.0,6.0,3.0,10.0,10.0,12.0,15.0,5.0,,,,,90.0,33.0,6.7,3.0,0.0,0.0,0.0124596,0,,,,,4.0,,1.0,,1.0,1.0,,,,1.0,,,,2.0,,,,4.0,,,,,,,,,,,,,,
11067386,home,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,870556,EUR,868147200,D,29,29,False,,37.0,29.0,3.0,1.0,9.0,9.0,21.0,32.0,5.0,,,,,73.0,54.0,6.5,16.0,0.0719,0.41,0.358399,1,,,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,,1.0,,3.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11067386,home,Red Bull Bragantino,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,331397,EUR,799718400,M,8,8,False,,32.0,28.0,1.0,1.0,7.0,8.0,21.0,24.0,4.0,,,,,58.0,41.0,6.7,5.0,0.047,0.0,0.0894773,1,,,,,4.0,3.0,,,1.0,1.0,,,2.0,,1.0,,,4.0,2.0,,,,,,,1.0,1.0,,,,,,,,,
11067386,home,Red Bull Bragantino,Matheus Fernandes,matheus-fernandes,M. Fernandes,M,35,183,759,M,840150,EUR,899164800,M,35,35,False,,51.0,43.0,6.0,4.0,10.0,12.0,33.0,39.0,14.0,,,,,90.0,74.0,6.8,17.0,0.1021,0.38,0.0563587,4,,,,,8.0,7.0,1.0,3.0,1.0,1.0,3.0,,,4.0,1.0,,,1.0,2.0,1.0,2.0,,,2.0,,5.0,1.0,1.0,1.0,,,,,,,
11067386,home,Red Bull Bragantino,Vitinho,vitinho,Vitinho,M,28,181,1064,M,982405,EUR,922924800,M,28,28,False,,38.0,35.0,,,8.0,8.0,27.0,31.0,4.0,,,,,90.0,69.0,6.5,9.0,0.9115,0.8067,0.140723,7,,,1.0,,10.0,7.0,2.0,4.0,,2.0,1.0,,4.0,2.0,,,,4.0,,,2.0,,2.0,3.0,,3.0,2.0,2.0,,,,,,,,
11067386,home,Red Bull Bragantino,Helinho,helinho,Helinho,M,11,175,1509,M,906837,EUR,956620800,F,11,11,False,,37.0,25.0,,,5.0,6.0,21.0,37.0,7.0,,,,,65.0,54.0,9.1,17.0,0.1864,0.331,0.125145,3,,,6.0,1.0,,6.0,,2.0,,1.0,1.0,,1.0,,,,,,2.0,,2.0,,,3.0,,,,,,2.0,,,,,,
11067386,home,Red Bull Bragantino,Eduardo Sasha,eduardo-sasha,E. Sasha,F,8,173,1446,M,143846,EUR,698889600,F,19,19,False,,9.0,6.0,,,3.0,3.0,3.0,6.0,,,,,,45.0,17.0,6.8,4.0,0.2094,0.0,0.00371714,1,,,,,3.0,2.0,,,,,,,1.0,,2.0,,,2.0,1.0,1.0,,,,,,,,1.0,,,1.0,2.0,,,,
