match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_totalContest,stat_interceptionWon,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,captain,stat_outfielderBlock,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_punches
14035889,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,48.0,43.0,13.0,8.0,0.0,37.0,39.0,6.0,9.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,90.0,58.0,7.0,5.0,0.0123072,0.0444,0,-0.5199,0.19,0.04,-0.11,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035889,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,55.0,42.0,11.0,7.0,0.0,31.0,36.0,11.0,19.0,3.0,4.0,3.0,,,,,,,90.0,70.0,6.2,15.0,0.0110501,,1,,0.02,0.04,-0.37,,1.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0112,-0.16,,,,,,,,,,,,,,,,,,
14035889,home,Oud-Heverlee Leuven,Noë Dussenne,,,noe-dussenne,N. Dussenne,D,3,191.0,108,M,115569,EUR,702604800,D,3,3,False,103.0,83.0,21.0,11.0,0.0,60.0,68.0,23.0,35.0,6.0,10.0,3.0,4.0,1.0,,,,,90.0,112.0,6.7,21.0,0.106002,,0,,0.25,0.18,-0.79,,,2.0,3.0,,,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14035889,home,Oud-Heverlee Leuven,Takuma Ominami,,,takuma-ominami,T. Ominami,D,5,184.0,257,M,832976,EUR,881971200,D,5,5,False,84.0,78.0,8.0,5.0,0.0,55.0,56.0,23.0,28.0,3.0,5.0,,4.0,,,,,,90.0,91.0,6.8,8.0,0.00936934,,0,,0.2,0.1,-0.31,,,2.0,2.0,,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,
14035889,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,M,27,27,False,13.0,11.0,1.0,,0.0,8.0,8.0,3.0,5.0,,2.0,,1.0,1.0,,,,,62.0,24.0,6.2,8.0,0.00051646,,0,,-0.04,-0.04,-0.11,,,,2.0,,,1.0,1.0,1.0,,,,4.0,,,1.0,1.0,,,,,,,,,,,,
14035889,home,Oud-Heverlee Leuven,Łukasz Łakomy,,,lukasz-lakomy,Ł. Łakomy,M,24,181.0,794,M,1001201,EUR,979776000,M,24,24,False,41.0,30.0,10.0,6.0,1.0,18.0,20.0,12.0,21.0,1.0,7.0,,7.0,2.0,,,,,90.0,65.0,7.1,19.0,0.382801,,0,,0.64,0.19,-0.1,,6.0,,8.0,1.0,,3.0,2.0,4.0,,,,2.0,,3.0,3.0,,3.0,1.0,1.0,1.0,,,,,,,,
14035889,home,Oud-Heverlee Leuven,Birger Verstraete,,,birger-verstraete,B. Verstraete,M,4,171.0,119,M,192268,EUR,766454400,M,4,4,False,21.0,18.0,3.0,2.0,0.0,10.0,11.0,8.0,10.0,,2.0,,,1.0,,,,,62.0,27.0,6.3,4.0,0.00571982,,0,,0.04,0.04,-0.1,,,1.0,2.0,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,
14035889,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,M,30,30,False,44.0,32.0,11.0,4.0,0.0,22.0,23.0,10.0,21.0,5.0,11.0,5.0,4.0,4.0,,,,,90.0,69.0,6.8,17.0,0.0247259,,0,,0.02,0.06,-0.13,,1.0,4.0,7.0,,,2.0,1.0,1.0,,,,3.0,,,1.0,2.0,,1.0,,,,,,,,,,
14035889,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178.0,212,M,190413,EUR,837648000,F,8,8,False,22.0,18.0,2.0,2.0,0.0,8.0,8.0,10.0,14.0,,4.0,1.0,4.0,,,,,,89.0,39.0,7.2,10.0,0.086382,,0,,0.25,0.18,0.21,,6.0,1.0,2.0,,,4.0,2.0,1.0,,,,1.0,,3.0,,,2.0,,,1.0,True,1.0,,,,,,
14035889,home,Oud-Heverlee Leuven,Jovan Mijatović,Jovan Mijatovic,,jovan-mijatovic,J. Mijatović,F,11,179.0,1132,M,1146136,EUR,1121040000,F,22,22,False,11.0,6.0,1.0,,0.0,3.0,3.0,3.0,8.0,3.0,6.0,1.0,,3.0,,,,,75.0,30.0,6.8,14.0,0.0306459,,1,,-0.1,0.1,0.0,,2.0,1.0,5.0,1.0,,,,3.0,0.026,-0.05,,3.0,,,,,,,,,,,1.0,,,,,
